ContestOrder,Contest,Contest ID,Choice,Precinct,BallotsWith Contest,Votes,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice,Ballots WithVotes for Others
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,301,"1,727",15,1,18,"1,693"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,302,"2,559",50,3,20,"2,486"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,303,332,2,0,3,327
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,304,"1,077",14,0,13,"1,050"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,305,954,22,0,8,924
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,306,581,8,0,7,566
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,307,"4,511",71,0,36,"4,404"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,308,149,0,0,4,145
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,309,"4,322",72,2,46,"4,202"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,310,616,13,0,4,599
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,311,688,13,0,7,668
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,312,"1,707",31,0,13,"1,663"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,313,3,0,0,0,3
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,314,311,4,0,6,301
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,315,493,9,0,7,477
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,316,"1,728",34,1,21,"1,672"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,317,170,3,0,3,164
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,318,"3,767",64,0,30,"3,673"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,319,"5,213",69,1,38,"5,105"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,320,"1,780",38,0,20,"1,722"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,321,328,11,0,7,310
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,322,269,6,0,2,261
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,324,520,4,0,3,513
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,325,156,2,0,1,153
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,326,"1,900",30,2,16,"1,852"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,327,"5,329",77,3,42,"5,207"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,328,933,16,1,9,907
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,329,"7,717",120,2,65,"7,530"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,330,"2,157",43,0,19,"2,095"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,331,"2,404",17,0,20,"2,367"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,332,"2,555",32,0,21,"2,502"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,333,"3,631",43,1,20,"3,567"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,334,137,2,0,0,135
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,335,"4,278",86,0,53,"4,139"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,336,"2,958",58,1,28,"2,871"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,337,"1,089",19,3,9,"1,058"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,338,"5,188",92,4,36,"5,056"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,339,"4,834",89,4,33,"4,708"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,340,"6,965",118,2,71,"6,774"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,341,306,1,0,2,303
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,342,63,1,0,0,62
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,343,"2,616",49,2,23,"2,542"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,344,"2,809",54,1,22,"2,732"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,345,27,0,0,0,27
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,346,275,4,0,2,269
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,347,55,0,0,0,55
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,348,27,1,0,1,25
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,349,577,4,1,2,570
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,350,"6,380",100,1,40,"6,239"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,351,"3,182",41,3,20,"3,118"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,352,"1,141",15,1,8,"1,117"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,353,"2,235",26,1,25,"2,183"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,354,"1,816",12,1,15,"1,788"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,355,"1,370",16,0,12,"1,342"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,356,"1,668",24,2,14,"1,628"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,357,814,6,1,5,802
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,358,"2,537",23,0,23,"2,491"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,359,"2,336",23,4,20,"2,289"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,360,"2,850",35,0,25,"2,790"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,361,"2,064",25,1,17,"2,021"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,362,"6,348",87,0,61,"6,200"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,363,"2,946",35,3,33,"2,875"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,364,"4,497",63,1,64,"4,369"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,365,"4,651",49,0,59,"4,543"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,366,"1,650",21,0,21,"1,608"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,367,"4,294",44,0,42,"4,208"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,368,"3,813",40,1,28,"3,744"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,369,"1,665",23,0,24,"1,618"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,370,"2,108",24,0,29,"2,055"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,371,"2,044",29,1,21,"1,993"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,372,"1,712",20,2,21,"1,669"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,373,330,5,0,4,321
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,374,9,0,0,0,9
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,375,279,3,0,6,270
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,376,"1,786",16,1,21,"1,748"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,377,"2,275",25,1,20,"2,229"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,378,947,10,1,6,930
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,379,"3,866",54,4,45,"3,763"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,380,"3,035",30,1,32,"2,972"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,381,476,5,0,9,462
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,382,"3,911",74,5,34,"3,798"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,383,"1,576",17,3,13,"1,543"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,384,"4,511",60,0,39,"4,412"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,385,776,8,0,14,754
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,386,"1,955",15,0,27,"1,913"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,387,21,0,0,0,21
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,388,250,1,0,2,247
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,389,"7,683",88,0,78,"7,517"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,390,"2,109",26,2,27,"2,054"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,391,406,1,0,4,401
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,392,112,1,0,3,108
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,393,631,5,0,9,617
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,394,249,7,0,0,242
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,395,"5,420",58,1,48,"5,313"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,396,837,9,0,14,814
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,397,"2,944",64,0,23,"2,857"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,398,"1,774",26,0,20,"1,728"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,399,"2,222",20,0,17,"2,185"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,400,"3,530",45,2,40,"3,443"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,401,"1,868",22,0,18,"1,828"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,402,"6,434",95,0,78,"6,261"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,403,"1,378",14,0,11,"1,353"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,404,"5,930",92,3,62,"5,773"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,405,"7,583",114,4,86,"7,379"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,406,"2,042",31,0,20,"1,991"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,407,873,5,0,15,853
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,408,322,5,0,6,311
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,409,"4,527",46,4,44,"4,433"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,410,"1,324",14,0,12,"1,298"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,411,"1,313",26,1,7,"1,279"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,412,"1,762",25,0,21,"1,716"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,413,"1,460",22,0,16,"1,422"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,414,527,8,0,3,516
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,415,852,13,0,9,830
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,416,847,7,0,7,833
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,417,409,12,0,4,393
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,418,"3,034",51,0,26,"2,957"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,419,"1,800",25,4,20,"1,751"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,420,"3,232",64,0,38,"3,130"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,421,500,6,1,9,484
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,422,17,0,0,0,17
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,423,"3,059",53,0,39,"2,967"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,424,"4,668",78,0,67,"4,523"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,425,683,7,0,9,667
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,426,438,8,0,7,423
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,427,"1,303",18,0,20,"1,265"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,428,"1,361",16,0,10,"1,335"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,429,"2,703",42,1,21,"2,639"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,430,"2,319",45,0,32,"2,242"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,431,776,12,0,12,752
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,432,306,6,0,1,299
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,433,"2,174",35,1,25,"2,113"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,434,"4,411",52,1,33,"4,325"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,435,"4,142",78,0,44,"4,020"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,436,"2,244",32,0,33,"2,179"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,437,63,3,0,2,58
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,438,494,3,0,3,488
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,439,"2,379",29,0,16,"2,334"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,440,"1,466",21,1,16,"1,428"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,441,70,1,0,0,69
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,442,"2,719",54,1,38,"2,626"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,443,11,0,0,0,11
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,444,121,1,0,2,118
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,445,1,0,0,0,1
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,446,107,1,0,1,105
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,447,285,6,1,6,272
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,448,773,10,0,9,754
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,449,293,4,0,2,287
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,450,170,4,0,1,165
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,451,"1,071",9,0,16,"1,046"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,452,100,1,0,2,97
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,453,11,0,0,0,11
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,454,19,0,0,0,19
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,455,"1,491",21,2,13,"1,455"
1,US President and Vice President (Vote for 1),38,Robert F Kennedy Jr/Nicole Shanahan,456,7,0,0,0,7
1,US President and Vice President (Vote for 1),38,Cornel West,301,"1,727",1,1,18,"1,707"
1,US President and Vice President (Vote for 1),38,Cornel West,302,"2,559",6,1,20,"2,532"
1,US President and Vice President (Vote for 1),38,Cornel West,303,332,0,0,3,329
1,US President and Vice President (Vote for 1),38,Cornel West,304,"1,077",0,0,13,"1,064"
1,US President and Vice President (Vote for 1),38,Cornel West,305,954,1,0,8,945
1,US President and Vice President (Vote for 1),38,Cornel West,306,581,1,0,7,573
1,US President and Vice President (Vote for 1),38,Cornel West,307,"4,511",8,0,36,"4,467"
1,US President and Vice President (Vote for 1),38,Cornel West,308,149,0,0,4,145
1,US President and Vice President (Vote for 1),38,Cornel West,309,"4,322",8,0,46,"4,268"
1,US President and Vice President (Vote for 1),38,Cornel West,310,616,0,0,4,612
1,US President and Vice President (Vote for 1),38,Cornel West,311,688,5,0,7,676
1,US President and Vice President (Vote for 1),38,Cornel West,312,"1,707",2,0,13,"1,692"
1,US President and Vice President (Vote for 1),38,Cornel West,313,3,0,0,0,3
1,US President and Vice President (Vote for 1),38,Cornel West,314,311,0,0,6,305
1,US President and Vice President (Vote for 1),38,Cornel West,315,493,3,0,7,483
1,US President and Vice President (Vote for 1),38,Cornel West,316,"1,728",2,0,21,"1,705"
1,US President and Vice President (Vote for 1),38,Cornel West,317,170,1,0,3,166
1,US President and Vice President (Vote for 1),38,Cornel West,318,"3,767",6,0,30,"3,731"
1,US President and Vice President (Vote for 1),38,Cornel West,319,"5,213",10,2,38,"5,163"
1,US President and Vice President (Vote for 1),38,Cornel West,320,"1,780",4,0,20,"1,756"
1,US President and Vice President (Vote for 1),38,Cornel West,321,328,0,0,7,321
1,US President and Vice President (Vote for 1),38,Cornel West,322,269,1,0,2,266
1,US President and Vice President (Vote for 1),38,Cornel West,324,520,0,0,3,517
1,US President and Vice President (Vote for 1),38,Cornel West,325,156,0,0,1,155
1,US President and Vice President (Vote for 1),38,Cornel West,326,"1,900",1,0,16,"1,883"
1,US President and Vice President (Vote for 1),38,Cornel West,327,"5,329",11,2,42,"5,274"
1,US President and Vice President (Vote for 1),38,Cornel West,328,933,1,0,9,923
1,US President and Vice President (Vote for 1),38,Cornel West,329,"7,717",18,0,65,"7,634"
1,US President and Vice President (Vote for 1),38,Cornel West,330,"2,157",6,1,19,"2,131"
1,US President and Vice President (Vote for 1),38,Cornel West,331,"2,404",7,1,20,"2,376"
1,US President and Vice President (Vote for 1),38,Cornel West,332,"2,555",8,0,21,"2,526"
1,US President and Vice President (Vote for 1),38,Cornel West,333,"3,631",15,1,20,"3,595"
1,US President and Vice President (Vote for 1),38,Cornel West,334,137,1,0,0,136
1,US President and Vice President (Vote for 1),38,Cornel West,335,"4,278",7,0,53,"4,218"
1,US President and Vice President (Vote for 1),38,Cornel West,336,"2,958",7,0,28,"2,923"
1,US President and Vice President (Vote for 1),38,Cornel West,337,"1,089",4,2,9,"1,074"
1,US President and Vice President (Vote for 1),38,Cornel West,338,"5,188",6,0,36,"5,146"
1,US President and Vice President (Vote for 1),38,Cornel West,339,"4,834",7,1,33,"4,793"
1,US President and Vice President (Vote for 1),38,Cornel West,340,"6,965",13,0,71,"6,881"
1,US President and Vice President (Vote for 1),38,Cornel West,341,306,1,0,2,303
1,US President and Vice President (Vote for 1),38,Cornel West,342,63,1,0,0,62
1,US President and Vice President (Vote for 1),38,Cornel West,343,"2,616",5,0,23,"2,588"
1,US President and Vice President (Vote for 1),38,Cornel West,344,"2,809",10,0,22,"2,777"
1,US President and Vice President (Vote for 1),38,Cornel West,345,27,0,0,0,27
1,US President and Vice President (Vote for 1),38,Cornel West,346,275,1,0,2,272
1,US President and Vice President (Vote for 1),38,Cornel West,347,55,0,0,0,55
1,US President and Vice President (Vote for 1),38,Cornel West,348,27,0,0,1,26
1,US President and Vice President (Vote for 1),38,Cornel West,349,577,1,0,2,574
1,US President and Vice President (Vote for 1),38,Cornel West,350,"6,380",18,1,40,"6,321"
1,US President and Vice President (Vote for 1),38,Cornel West,351,"3,182",6,0,20,"3,156"
1,US President and Vice President (Vote for 1),38,Cornel West,352,"1,141",9,0,8,"1,124"
1,US President and Vice President (Vote for 1),38,Cornel West,353,"2,235",7,0,25,"2,203"
1,US President and Vice President (Vote for 1),38,Cornel West,354,"1,816",2,1,15,"1,798"
1,US President and Vice President (Vote for 1),38,Cornel West,355,"1,370",4,0,12,"1,354"
1,US President and Vice President (Vote for 1),38,Cornel West,356,"1,668",7,2,14,"1,645"
1,US President and Vice President (Vote for 1),38,Cornel West,357,814,2,1,5,806
1,US President and Vice President (Vote for 1),38,Cornel West,358,"2,537",3,0,23,"2,511"
1,US President and Vice President (Vote for 1),38,Cornel West,359,"2,336",8,3,20,"2,305"
1,US President and Vice President (Vote for 1),38,Cornel West,360,"2,850",10,0,25,"2,815"
1,US President and Vice President (Vote for 1),38,Cornel West,361,"2,064",3,0,17,"2,044"
1,US President and Vice President (Vote for 1),38,Cornel West,362,"6,348",23,0,61,"6,264"
1,US President and Vice President (Vote for 1),38,Cornel West,363,"2,946",9,0,33,"2,904"
1,US President and Vice President (Vote for 1),38,Cornel West,364,"4,497",13,0,64,"4,420"
1,US President and Vice President (Vote for 1),38,Cornel West,365,"4,651",13,0,59,"4,579"
1,US President and Vice President (Vote for 1),38,Cornel West,366,"1,650",4,0,21,"1,625"
1,US President and Vice President (Vote for 1),38,Cornel West,367,"4,294",8,0,42,"4,244"
1,US President and Vice President (Vote for 1),38,Cornel West,368,"3,813",9,0,28,"3,776"
1,US President and Vice President (Vote for 1),38,Cornel West,369,"1,665",2,0,24,"1,639"
1,US President and Vice President (Vote for 1),38,Cornel West,370,"2,108",4,0,29,"2,075"
1,US President and Vice President (Vote for 1),38,Cornel West,371,"2,044",7,0,21,"2,016"
1,US President and Vice President (Vote for 1),38,Cornel West,372,"1,712",4,0,21,"1,687"
1,US President and Vice President (Vote for 1),38,Cornel West,373,330,0,0,4,326
1,US President and Vice President (Vote for 1),38,Cornel West,374,9,0,0,0,9
1,US President and Vice President (Vote for 1),38,Cornel West,375,279,0,0,6,273
1,US President and Vice President (Vote for 1),38,Cornel West,376,"1,786",5,0,21,"1,760"
1,US President and Vice President (Vote for 1),38,Cornel West,377,"2,275",6,1,20,"2,248"
1,US President and Vice President (Vote for 1),38,Cornel West,378,947,1,0,6,940
1,US President and Vice President (Vote for 1),38,Cornel West,379,"3,866",10,2,45,"3,809"
1,US President and Vice President (Vote for 1),38,Cornel West,380,"3,035",4,0,32,"2,999"
1,US President and Vice President (Vote for 1),38,Cornel West,381,476,1,0,9,466
1,US President and Vice President (Vote for 1),38,Cornel West,382,"3,911",10,2,34,"3,865"
1,US President and Vice President (Vote for 1),38,Cornel West,383,"1,576",6,0,13,"1,557"
1,US President and Vice President (Vote for 1),38,Cornel West,384,"4,511",16,0,39,"4,456"
1,US President and Vice President (Vote for 1),38,Cornel West,385,776,1,0,14,761
1,US President and Vice President (Vote for 1),38,Cornel West,386,"1,955",5,0,27,"1,923"
1,US President and Vice President (Vote for 1),38,Cornel West,387,21,0,0,0,21
1,US President and Vice President (Vote for 1),38,Cornel West,388,250,2,0,2,246
1,US President and Vice President (Vote for 1),38,Cornel West,389,"7,683",11,0,78,"7,594"
1,US President and Vice President (Vote for 1),38,Cornel West,390,"2,109",1,0,27,"2,081"
1,US President and Vice President (Vote for 1),38,Cornel West,391,406,0,0,4,402
1,US President and Vice President (Vote for 1),38,Cornel West,392,112,0,0,3,109
1,US President and Vice President (Vote for 1),38,Cornel West,393,631,2,0,9,620
1,US President and Vice President (Vote for 1),38,Cornel West,394,249,0,0,0,249
1,US President and Vice President (Vote for 1),38,Cornel West,395,"5,420",12,0,48,"5,360"
1,US President and Vice President (Vote for 1),38,Cornel West,396,837,3,0,14,820
1,US President and Vice President (Vote for 1),38,Cornel West,397,"2,944",1,0,23,"2,920"
1,US President and Vice President (Vote for 1),38,Cornel West,398,"1,774",4,0,20,"1,750"
1,US President and Vice President (Vote for 1),38,Cornel West,399,"2,222",6,0,17,"2,199"
1,US President and Vice President (Vote for 1),38,Cornel West,400,"3,530",8,0,40,"3,482"
1,US President and Vice President (Vote for 1),38,Cornel West,401,"1,868",4,1,18,"1,845"
1,US President and Vice President (Vote for 1),38,Cornel West,402,"6,434",2,0,78,"6,354"
1,US President and Vice President (Vote for 1),38,Cornel West,403,"1,378",2,0,11,"1,365"
1,US President and Vice President (Vote for 1),38,Cornel West,404,"5,930",17,1,62,"5,850"
1,US President and Vice President (Vote for 1),38,Cornel West,405,"7,583",16,2,86,"7,479"
1,US President and Vice President (Vote for 1),38,Cornel West,406,"2,042",9,0,20,"2,013"
1,US President and Vice President (Vote for 1),38,Cornel West,407,873,1,0,15,857
1,US President and Vice President (Vote for 1),38,Cornel West,408,322,3,1,6,312
1,US President and Vice President (Vote for 1),38,Cornel West,409,"4,527",9,2,44,"4,472"
1,US President and Vice President (Vote for 1),38,Cornel West,410,"1,324",10,0,12,"1,302"
1,US President and Vice President (Vote for 1),38,Cornel West,411,"1,313",0,0,7,"1,306"
1,US President and Vice President (Vote for 1),38,Cornel West,412,"1,762",3,0,21,"1,738"
1,US President and Vice President (Vote for 1),38,Cornel West,413,"1,460",2,0,16,"1,442"
1,US President and Vice President (Vote for 1),38,Cornel West,414,527,0,0,3,524
1,US President and Vice President (Vote for 1),38,Cornel West,415,852,0,0,9,843
1,US President and Vice President (Vote for 1),38,Cornel West,416,847,2,0,7,838
1,US President and Vice President (Vote for 1),38,Cornel West,417,409,2,0,4,403
1,US President and Vice President (Vote for 1),38,Cornel West,418,"3,034",8,0,26,"3,000"
1,US President and Vice President (Vote for 1),38,Cornel West,419,"1,800",3,1,20,"1,776"
