"JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7400017","1057","11","Democratic","90"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7400035","1173","11","Democratic","359"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7600020","2078","11","Democratic","633"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7600032","1159","11","Democratic","378"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7600042","1272","11","Democratic","448"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7800003","1502","11","Democratic","435"
"16","0","COOK","150","Delia Ramirez","270","3RD CONGRESS","7800014","874","11","Democratic","291"
"16","0","COOK","155","John Booras","270","3RD CONGRESS","7600029","919","12","Republican","137"
"16","0","COOK","155","John Booras","270","3RD CONGRESS","7800025","929","12","Republican","327"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 26 Precinct 21","864","11","Democratic","297"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 26 Precinct 22","903","11","Democratic","312"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 29 Precinct 04","982","11","Democratic","313"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 30 Precinct 26","1359","11","Democratic","764"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 31 Precinct 01","1167","11","Democratic","486"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 31 Precinct 02","1315","11","Democratic","729"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 31 Precinct 10","1363","11","Democratic","652"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 31 Precinct 11","1328","11","Democratic","553"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 31 Precinct 12","1730","11","Democratic","656"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 33 Precinct 05","1584","11","Democratic","918"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 33 Precinct 06","1754","11","Democratic","1016"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 36 Precinct 11","1058","11","Democratic","360"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 36 Precinct 12","750","11","Democratic","302"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 36 Precinct 13","470","11","Democratic","139"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 37 Precinct 19","1212","11","Democratic","392"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 38 Precinct 13","1026","11","Democratic","343"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 38 Precinct 20","1566","11","Democratic","644"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 38 Precinct 21","1787","11","Democratic","800"
"105","16","CITY OF CHICAGO","150","Delia Ramirez","270","3RD CONGRESS","Ward 38 Precinct 23","1654","11","Democratic","745"
