"JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8500003","1364","11","Democratic","971"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8500006","1394","11","Democratic","826"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8500020","1708","11","Democratic","1079"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8500031","1605","11","Democratic","1123"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8500032","1409","11","Democratic","902"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900025","1188","11","Democratic","87"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900036","1450","11","Democratic","643"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900047","1123","11","Democratic","512"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900056","1202","11","Democratic","553"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900059","800","11","Democratic","389"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900069","756","11","Democratic","363"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900079","734","11","Democratic","416"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","8900081","868","11","Democratic","383"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","9100005","1289","11","Democratic","743"
"16","0","COOK","200","Danny K. Davis","310","7TH CONGRESS","9100006","664","11","Democratic","348"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8500001","1548","12","Republican","118"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8500014","1101","12","Republican","114"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8500017","1476","12","Republican","126"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8500029","911","12","Republican","100"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8500030","975","12","Republican","68"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900001","915","12","Republican","94"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900009","813","12","Republican","37"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900031","577","12","Republican","21"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900033","1123","12","Republican","37"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900042","1310","12","Republican","349"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900043","665","12","Republican","31"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900057","890","12","Republican","190"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900066","1227","12","Republican","126"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900076","1144","12","Republican","150"
"16","0","COOK","205","Chad Koppie","310","7TH CONGRESS","8900077","824","12","Republican","111"
"16","0","COOK","50001","Write-in","310","7TH CONGRESS","8500008","1018","99","Nonpartisan","1"
"16","0","COOK","50001","Write-in","310","7TH CONGRESS","8500019","1327","99","Nonpartisan","1"
"16","0","COOK","50001","Write-in","310","7TH CONGRESS","8500022","1662","99","Nonpartisan","1"
"16","0","COOK","50001","Write-in","310","7TH CONGRESS","8900005","1296","99","Nonpartisan","1"
"105","16","CITY OF CHICAGO","200","Danny K. Davis","310","7TH CONGRESS","Ward 01 Precinct 21","1269","11","Democratic","9"
"105","16","CITY OF CHICAGO","200","Danny K. Davis","310","7TH CONGRESS","Ward 01 Precinct 22","1719","11","Democratic","1193"
