"JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"4","0","BOONE","240","Bill Foster","350","11TH CONGRESS","BELVIDERE 4","1545","11","DEMOCRATIC","495"
"4","0","BOONE","240","Bill Foster","350","11TH CONGRESS","BELVIDERE 11","577","11","DEMOCRATIC","182"
"4","0","BOONE","240","Bill Foster","350","11TH CONGRESS","BONUS 1","1461","11","DEMOCRATIC","408"
"4","0","BOONE","245","Jerry Evans","350","11TH CONGRESS","BELVIDERE 5","410","12","REPUBLICAN","139"
"4","0","BOONE","50000","WRITE-IN","350","11TH CONGRESS","BELVIDERE 6","1055","99","NON-PARTISAN","3"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0002-3","950","11","Democratic","366"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0021-26","372","11","Democratic","140"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0027-32","1222","11","Democratic","435"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0030-35","767","11","Democratic","403"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0051-58","410","11","Democratic","152"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0054-61","699","11","Democratic","241"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0057-64","1040","11","Democratic","419"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BA0018-87","773","11","Democratic","338"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BA0020-90","1203","11","Democratic","536"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BB0001-93","1368","11","Democratic","567"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BB0002-96","0","11","Democratic","0"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","CA0002-116","1141","11","Democratic","395"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","CA0004-119","979","11","Democratic","300"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","CA0005-122","310","11","Democratic","96"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","CA0008-125","897","11","Democratic","338"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","GE0001-244","1628","11","Democratic","741"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","GE0019-267","860","11","Democratic","352"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","HA0001-270","75","11","Democratic","18"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","HA0003-273","0","11","Democratic","0"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","HA0005-276","1431","11","Democratic","511"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","RU0003-299","4","11","Democratic","1"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","SC0010-328","813","11","Democratic","408"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","SC0013-331","532","11","Democratic","238"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","SC0015-334","1461","11","Democratic","607"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0039-44","992","12","Republican","224"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0042-47","799","12","Republican","220"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0045-50","1191","12","Republican","312"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0047-53","779","12","Republican","76"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","BA0007-76","1060","12","Republican","341"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","BA0010-79","1062","12","Republican","486"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","BA0013-82","760","12","Republican","263"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","BA0016-85","1191","12","Republican","410"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","BB0010-105","1205","12","Republican","446"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","BU0001-111","50","12","Republican","30"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","CA0001-114","1791","12","Republican","785"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","GE0013-259","9","12","Republican","0"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","GE0016-262","32","12","Republican","13"
"4","0","BOONE","240","Bill Foster","350","11TH CONGRESS","BELVIDERE 7","880","11","DEMOCRATIC","241"
"4","0","BOONE","245","Jerry Evans","350","11TH CONGRESS","BELVIDERE 1","242","12","REPUBLICAN","82"
"4","0","BOONE","245","Jerry Evans","350","11TH CONGRESS","BELVIDERE 12","323","12","REPUBLICAN","140"
"4","0","BOONE","245","Jerry Evans","350","11TH CONGRESS","FLORA 1","1138","12","REPUBLICAN","336"
"4","0","BOONE","245","Jerry Evans","350","11TH CONGRESS","BONUS 2","1375","12","REPUBLICAN","481"
"4","0","BOONE","50000","WRITE-IN","350","11TH CONGRESS","BELVIDERE 3","907","99","NON-PARTISAN","1"
"4","0","BOONE","50000","WRITE-IN","350","11TH CONGRESS","BELVIDERE 10","1225","99","NON-PARTISAN","2"
"4","0","BOONE","50000","WRITE-IN","350","11TH CONGRESS","FLORA 3","108","99","NON-PARTISAN","0"
"4","0","BOONE","50000","WRITE-IN","350","11TH CONGRESS","SPRING","595","99","NON-PARTISAN","0"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0041-46","1403","11","Democratic","667"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0044-49","1553","11","Democratic","634"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0046-52","1104","11","Democratic","444"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BA0006-75","983","11","Democratic","535"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BA0009-78","1149","11","Democratic","607"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BA0012-81","1220","11","Democratic","528"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BA0015-84","951","11","Democratic","441"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BB0009-104","1054","11","Democratic","368"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BB0011-107","594","11","Democratic","202"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BU0001-110","1197","11","Democratic","322"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","BU0001-113","0","11","Democratic","0"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","GE0010-255","270","11","Democratic","104"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","GE0013-258","765","11","Democratic","334"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","GE0015-261","784","11","Democratic","396"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","PL0004-287","258","11","Democratic","143"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","PL0005-290","1198","11","Democratic","504"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","SC0005-322","1332","11","Democratic","618"
"45","0","KANE","240","Bill Foster","350","11TH CONGRESS","AU0001-FEDCD11","0","11","Democratic","0"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0002-3","950","12","Republican","158"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0004-6","648","12","Republican","200"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0007-9","891","12","Republican","67"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0030-35","767","12","Republican","173"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0033-38","1237","12","Republican","277"
"45","0","KANE","245","Jerry Evans","350","11TH CONGRESS","AU0036-41","570","12","Republican","112"
