"JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"92","0","VERMILION","285","Mary E. Miller","390","15TH CONGRESS","GEORGETOWN 3","906","12","REPUBLICAN","471"
"92","0","VERMILION","285","Mary E. Miller","390","15TH CONGRESS","LOVE","129","12","REPUBLICAN","82"
"92","0","VERMILION","285","Mary E. Miller","390","15TH CONGRESS","OAKWOOD 2","684","12","REPUBLICAN","2"
"92","0","VERMILION","50002","WRITE-IN","390","15TH CONGRESS","GEORGETOWN 3","906","99","NON-PARTISAN","17"
"92","0","VERMILION","50002","WRITE-IN","390","15TH CONGRESS","LOVE","129","99","NON-PARTISAN","3"
"92","0","VERMILION","50002","WRITE-IN","390","15TH CONGRESS","OAKWOOD 2","684","99","NON-PARTISAN","0"
"92","0","VERMILION","50002","WRITE-IN","390","15TH CONGRESS","SIDELL","560","99","NON-PARTISAN","6"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","SPRING CREEK 1","324","12","Republican","206"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","FAIRMOUNT 1","124","12","Republican","89"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","NEW SALEM 1","205","12","Republican","148"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","NEW SALEM 2","139","12","Republican","81"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","PLEASANT VALE 1","337","99","Nonpartisan","2"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","KINDERHOOK 1","199","99","Nonpartisan","3"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","KINDERHOOK 2","334","99","Nonpartisan","5"
"70","0","MOULTRIE","285","Mary E. Miller","390","15TH CONGRESS","SULLIVAN #3","637","12","REPUBLICAN","374"
"70","0","MOULTRIE","50001","WRITE-IN","390","15TH CONGRESS","LOVINGTON #2","571","99","NON-PARTISAN","7"
"70","0","MOULTRIE","50001","WRITE-IN","390","15TH CONGRESS","SULLIVAN #4","625","99","NON-PARTISAN","16"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","CLARKSBURG","285","12","REPUBLICAN","203"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","PENN","65","12","REPUBLICAN","57"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","RURAL","221","12","REPUBLICAN","161"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","WINDSOR 1","575","12","REPUBLICAN","362"
"86","0","SHELBY","50004","WRITE-IN","390","15TH CONGRESS","DRY POINT","637","99","NON-PARTISAN","2"
"86","0","SHELBY","50004","WRITE-IN","390","15TH CONGRESS","OCONEE","591","99","NON-PARTISAN","3"
"86","0","SHELBY","50004","WRITE-IN","390","15TH CONGRESS","SHELBYVILLE 2","278","99","NON-PARTISAN","5"
"86","0","SHELBY","50004","WRITE-IN","390","15TH CONGRESS","TODDS POINT","324","99","NON-PARTISAN","4"
"42","0","JERSEY","285","Mary E. Miller","390","15TH CONGRESS","JERSEY 4","648","12","REPUBLICAN","267"
"42","0","JERSEY","285","Mary E. Miller","390","15TH CONGRESS","JERSEY 7","697","12","REPUBLICAN","340"
"34","0","HANCOCK","285","Mary E. Miller","390","15TH CONGRESS","DALLAS CITY","605","12","REPUBLICAN","371"
"34","0","HANCOCK","285","Mary E. Miller","390","15TH CONGRESS","DURHAM","184","12","REPUBLICAN","131"
"34","0","HANCOCK","285","Mary E. Miller","390","15TH CONGRESS","ROCKY RUN-WILCOX","233","12","REPUBLICAN","168"
"34","0","HANCOCK","285","Mary E. Miller","390","15TH CONGRESS","WALKER","212","12","REPUBLICAN","163"
"34","0","HANCOCK","285","Mary E. Miller","390","15TH CONGRESS","ST ALBANS","204","12","REPUBLICAN","140"
"11","0","CHRISTIAN","285","Mary E. Miller","390","15TH CONGRESS","JOHNSON","587","12","REPUBLICAN","392"
"11","0","CHRISTIAN","285","Mary E. Miller","390","15TH CONGRESS","PANA #2","1338","12","REPUBLICAN","830"
"11","0","CHRISTIAN","285","Mary E. Miller","390","15TH CONGRESS","SOUTH FORK #2","888","12","REPUBLICAN","542"
"11","0","CHRISTIAN","285","Mary E. Miller","390","15TH CONGRESS","TAYLORVILLE #3","850","12","REPUBLICAN","475"
"11","0","CHRISTIAN","50017","WRITE-IN","390","15TH CONGRESS","GREENWOOD","147","99","NON-PARTISAN","0"
"11","0","CHRISTIAN","50017","WRITE-IN","390","15TH CONGRESS","PANA #1","629","99","NON-PARTISAN","14"
"11","0","CHRISTIAN","50017","WRITE-IN","390","15TH CONGRESS","TAYLORVILLE #2","831","99","NON-PARTISAN","15"
"11","0","CHRISTIAN","50017","WRITE-IN","390","15TH CONGRESS","TAYLORVILLE #9","611","99","NON-PARTISAN","12"
"68","0","MONTGOMERY","285","Mary E. Miller","390","15TH CONGRESS","GRISHAM 2","174","12","REPUBLICAN","105"
"92","0","VERMILION","285","Mary E. Miller","390","15TH CONGRESS","MCKENDREE","503","12","REPUBLICAN","341"
"92","0","VERMILION","50002","WRITE-IN","390","15TH CONGRESS","MCKENDREE","503","99","NON-PARTISAN","6"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","MARTINSBURG 1","281","12","Republican","199"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","PLEASANT HILL 1","737","12","Republican","466"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","HADLEY 1","170","12","Republican","112"
"75","0","PIKE","285","Mary E. Miller","390","15TH CONGRESS","DERRY 1","155","12","Republican","107"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","MARTINSBURG 1","281","99","Nonpartisan","2"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","PLEASANT HILL 1","737","99","Nonpartisan","6"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","HADLEY 1","170","99","Nonpartisan","2"
"75","0","PIKE","50001","Write-In","390","15TH CONGRESS","DERRY 1","155","99","Nonpartisan","0"
"70","0","MOULTRIE","285","Mary E. Miller","390","15TH CONGRESS","JONATHAN CREEK #1","279","12","REPUBLICAN","169"
"70","0","MOULTRIE","285","Mary E. Miller","390","15TH CONGRESS","SULLIVAN #2","558","12","REPUBLICAN","321"
"70","0","MOULTRIE","50001","WRITE-IN","390","15TH CONGRESS","LOVINGTON #1","380","99","NON-PARTISAN","2"
"70","0","MOULTRIE","50001","WRITE-IN","390","15TH CONGRESS","SULLIVAN #3","637","99","NON-PARTISAN","12"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","BIG SPRING","507","12","REPUBLICAN","370"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","OKAW","686","12","REPUBLICAN","448"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","ROSE 2","634","12","REPUBLICAN","388"
"86","0","SHELBY","285","Mary E. Miller","390","15TH CONGRESS","TOWER HILL","686","12","REPUBLICAN","445"
"86","0","SHELBY","50004","WRITE-IN","390","15TH CONGRESS","FLAT BRANCH","334","99","NON-PARTISAN","5"
