"JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","SG0006-363","128","11","Democratic","50"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","SG0008-366","882","11","Democratic","355"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","SG0011-369","949","11","Democratic","413"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","SG0014-372","1425","11","Democratic","543"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","AU0017-21","837","12","Republican","128"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","AU0020-24","791","12","Republican","196"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","AU0022-27","385","12","Republican","65"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","AU0025-30","855","12","Republican","100"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","SG0001-358","1209","12","Republican","511"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","SG0004-361","1280","12","Republican","559"
"6","0","BUREAU","275","Lauren Underwood","380","14TH CONGRESS","HALL 8","681","11","DEMOCRATIC","254"
"6","0","BUREAU","275","Lauren Underwood","380","14TH CONGRESS","SELBY 3","424","11","DEMOCRATIC","159"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","ARISPIE","539","12","REPUBLICAN","1"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","HALL 2","488","12","REPUBLICAN","132"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","HALL 9","574","12","REPUBLICAN","205"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","PRINCETON 6","796","12","REPUBLICAN","1"
"6","0","BUREAU","50001","WRITE-IN","380","14TH CONGRESS","HALL 4","410","99","NON-PARTISAN","3"
"6","0","BUREAU","50001","WRITE-IN","380","14TH CONGRESS","WESTFIELD 1","203","99","NON-PARTISAN","1"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","BRISTOL 8","1199","11","DEMOCRATIC","372"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","BRISTOL 9","873","11","DEMOCRATIC","283"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","BRISTOL 10","917","11","DEMOCRATIC","267"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","OSWEGO 20","690","11","DEMOCRATIC","312"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","OSWEGO 21","1373","11","DEMOCRATIC","570"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","OSWEGO 22","1277","11","DEMOCRATIC","463"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","OSWEGO 23","1403","11","DEMOCRATIC","588"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","SEWARD 1","1202","11","DEMOCRATIC","365"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","SEWARD 2","1477","11","DEMOCRATIC","506"
"47","0","KENDALL","275","Lauren Underwood","380","14TH CONGRESS","SEWARD 3","1531","11","DEMOCRATIC","606"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","LITTLE ROCK 4","1377","12","REPUBLICAN","456"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","LITTLE ROCK 5","969","12","REPUBLICAN","295"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","LITTLE ROCK 6","1049","12","REPUBLICAN","307"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","OSWEGO 7","1413","12","REPUBLICAN","550"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","OSWEGO 8","1218","12","REPUBLICAN","302"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","OSWEGO 9","1231","12","REPUBLICAN","323"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","OSWEGO 10","1194","12","REPUBLICAN","443"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","KENDALL 3","789","12","REPUBLICAN","428"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","KENDALL 4","964","12","REPUBLICAN","463"
"47","0","KENDALL","280","James T. ""Jim"" Marter","380","14TH CONGRESS","KENDALL 5","1372","12","REPUBLICAN","567"
"47","0","KENDALL","50001","Write-in","380","14TH CONGRESS","LITTLE ROCK 5","969","99","NONPARTISAN","2"
"47","0","KENDALL","50001","Write-in","380","14TH CONGRESS","LITTLE ROCK 6","1049","99","NONPARTISAN","0"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","AU0010-14","192","11","Democratic","66"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","AU0013-17","1373","11","Democratic","583"
"45","0","KANE","275","Lauren Underwood","380","14TH CONGRESS","SG0013-371","885","11","Democratic","338"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","AU0024-29","899","12","Republican","122"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","SG0003-360","864","12","Republican","389"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","SG0006-363","128","12","Republican","51"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","SG0008-366","882","12","Republican","295"
"45","0","KANE","280","James T. ""Jim"" Marter","380","14TH CONGRESS","SG0011-369","949","12","Republican","225"
"6","0","BUREAU","275","Lauren Underwood","380","14TH CONGRESS","HALL 7","512","11","DEMOCRATIC","210"
"6","0","BUREAU","275","Lauren Underwood","380","14TH CONGRESS","LEEPERTOWN","194","11","DEMOCRATIC","48"
"6","0","BUREAU","275","Lauren Underwood","380","14TH CONGRESS","SELBY 2","429","11","DEMOCRATIC","127"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","HALL 1","439","12","REPUBLICAN","124"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","HALL 8","681","12","REPUBLICAN","201"
"6","0","BUREAU","280","James T. ""Jim"" Marter","380","14TH CONGRESS","WESTFIELD 2","420","12","REPUBLICAN","183"
"6","0","BUREAU","50001","WRITE-IN","380","14TH CONGRESS","HALL 1","439","99","NON-PARTISAN","0"
"6","0","BUREAU","50001","WRITE-IN","380","14TH CONGRESS","WESTFIELD 2","420","99","NON-PARTISAN","0"
