state,election_year,county,registered_voters,ballots_cast,president_votes,source_url,source_member
GA,2012,Wayne County,14588,10349,10264,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Wayne_42429_112228-summary.zip
GA,2012,Webster County,1553,1193,1187,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Webster_42430_112226-summary.zip
GA,2012,Wheeler County,3464,2184,2160,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Wheeler_42431_112224-summary.zip
GA,2012,White County,14333,10547,10476,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/White_42432_112213-summary.zip
GA,2012,Whitfield County,39560,27073,26861,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Whitfield_42433_112210-summary.zip
GA,2012,Wilcox County,4146,3163,3128,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Wilcox_42434_112209-summary.zip
GA,2012,Wilkes County,6175,4794,4761,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Wilkes_42435_112208-summary.zip
GA,2012,Wilkinson County,5461,4482,4450,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Wilkinson_42436_112207-summary.zip
GA,2012,Worth County,11671,8472,8416,https://sos.ga.gov/sites/default/files/2026-04/november_6_2012_-_general_election.zip,2012 General Election/summary/Worth_42437_112204-summary.zip
GA,2016,Appling County,9242,7067,7005,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Appling_63993_183625-summary.zip"
GA,2016,Atkinson County,3695,2623,2610,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Atkinson_63994_182984-summary.zip"
GA,2016,Bacon County,5385,4034,4019,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Bacon_63995_183418-summary.zip"
GA,2016,Baker County,1974,1453,1440,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Baker_63996_180969-summary.zip"
GA,2016,Baldwin County,21052,16288,16086,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Baldwin_63997_183266-summary.zip"
GA,2016,Banks County,8581,7034,6950,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Banks_63998_183207-summary.zip"
GA,2016,Barrow County,37213,29254,28831,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Barrow_63999_183396-summary.zip"
GA,2016,Bartow County,52253,39855,39306,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Bartow_64000_183329-summary.zip"
GA,2016,Ben Hill County,7899,5994,5931,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Ben_Hill_64001_183580-summary.zip"
GA,2016,Berrien County,10920,6636,6584,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Berrien_64002_183284-summary.zip"
GA,2016,Bibb County,86854,63152,62277,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Bibb_64003_183489-summary.zip"
GA,2016,Bleckley County,6162,5018,4943,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Bleckley_64004_183296-summary.zip"
GA,2016,Brantley County,8304,6341,6292,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Brantley_64005_183504-summary.zip"
GA,2016,Brooks County,8642,6390,6318,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Brooks_64006_183246-summary.zip"
GA,2016,Bryan County,20151,15317,15085,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Bryan_64007_183144-summary.zip"
GA,2016,Bulloch County,34926,25695,25248,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Bulloch_64008_183392-summary.zip"
GA,2016,Burke County,12481,9458,9351,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Burke_64009_183203-summary.zip"
GA,2016,Butts County,12556,9587,9477,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Butts_64010_183528-summary.zip"
GA,2016,Calhoun County,2694,2043,2025,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Calhoun_64011_183129-summary.zip"
GA,2016,Camden County,25319,19135,18869,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Camden_64012_183221-summary.zip"
GA,2016,Candler County,4671,3802,3763,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Candler_64013_183218-summary.zip"
GA,2016,Carroll County,57251,44584,43839,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Carroll_64014_183371-summary.zip"
GA,2016,Catoosa County,34831,27041,26528,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Catoosa_64015_183327-summary.zip"
GA,2016,Charlton County,5154,4062,4009,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Charlton_64016_183382-summary.zip"
GA,2016,Chatham County,155339,113555,111481,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Chatham_64017_183537-summary.zip"
GA,2016,Chattahoochee County,4247,1409,1390,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Chattahoochee_64018_183557-summary.zip"
GA,2016,Chattooga County,11099,8373,8252,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Chattooga_64019_183273-summary.zip"
GA,2016,Cherokee County,138809,113180,110895,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Cherokee_64020_183485-summary.zip"
GA,2016,Clarke County,60411,45688,44339,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Clarke_64021_183455-summary.zip"
GA,2016,Clay County,1731,1285,1271,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Clay_64022_182797-summary.zip"
GA,2016,Clayton County,134164,93843,92512,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Clayton_64023_183546-summary.zip"
GA,2016,Clinch County,3499,2477,2447,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Clinch_64024_183179-summary.zip"
GA,2016,Cobb County,424176,335466,327499,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Cobb_64025_183446-summary.zip"
GA,2016,Coffee County,18897,14083,13915,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Coffee_64026_183274-summary.zip"
GA,2016,Colquitt County,18468,13745,13601,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Colquitt_64027_184319-summary.zip"
GA,2016,Columbia County,81492,65428,64242,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Columbia_64028_183300-summary.zip"
GA,2016,Cook County,8037,6118,6041,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Cook_64029_183224-summary.zip"
GA,2016,Coweta County,78788,62421,61351,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Coweta_64030_183288-summary.zip"
GA,2016,Crawford County,6525,5217,5162,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Crawford_64031_183464-summary.zip"
GA,2016,Crisp County,10228,7586,7512,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Crisp_64032_183330-summary.zip"
GA,2016,Dade County,8588,6402,6242,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Dade_64033_183210-summary.zip"
GA,2016,Dawson County,14591,11860,11704,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Dawson_64034_183283-summary.zip"
GA,2016,Decatur County,13821,10355,10270,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Decatur_64035_183571-summary.zip"
GA,2016,DeKalb County,419871,319285,312504,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/DeKalb_64036_183321-summary.zip"
GA,2016,Dodge County,11169,7062,6998,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Dodge_64037_183208-summary.zip"
GA,2016,Dooly County,5295,3888,3859,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Dooly_64038_183316-summary.zip"
GA,2016,Dougherty County,49074,34446,34018,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Dougherty_64039_183260-summary.zip"
GA,2016,Douglas County,74636,58300,57416,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Douglas_64040_183555-summary.zip"
GA,2016,Early County,6471,4832,4785,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Early_64041_183250-summary.zip"
GA,2016,Echols County,1579,1184,1176,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Echols_64042_182892-summary.zip"
GA,2016,Effingham County,30029,23682,23406,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Effingham_64043_183375-summary.zip"
GA,2016,Elbert County,10200,8073,7970,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Elbert_64044_183340-summary.zip"
GA,2016,Emanuel County,10534,7938,7845,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Emanuel_64045_183369-summary.zip"
GA,2016,Evans County,4684,3659,3602,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Evans_64046_183136-summary.zip"
GA,2016,Fannin County,14684,11937,11777,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Fannin_64047_183472-summary.zip"
GA,2016,Fayette County,73831,61766,60435,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Fayette_64048_183507-summary.zip"
GA,2016,Floyd County,45654,35017,34357,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Floyd_64049_183178-summary.zip"
GA,2016,Forsyth County,119848,99323,97404,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Forsyth_64050_183469-summary.zip"
GA,2016,Franklin County,13086,8584,8474,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Franklin_64051_183122-summary.zip"
GA,2016,Fulton County,590362,441262,430599,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Fulton_64052_183520-summary.zip"
GA,2016,Gilmer County,15748,12896,12735,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Gilmer_64053_183252-summary.zip"
GA,2016,Glascock County,1733,1403,1390,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Glascock_64054_183126-summary.zip"
GA,2016,Glynn County,44972,34583,34112,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Glynn_64055_183582-summary.zip"
GA,2016,Gordon County,24934,19129,18879,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Gordon_64056_183291-summary.zip"
GA,2016,Grady County,12061,9309,9201,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Grady_64057_183140-summary.zip"
GA,2016,Greene County,10895,8987,8840,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Greene_64058_183228-summary.zip"
GA,2016,Gwinnett County,430935,332149,325636,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Gwinnett_64059_183797-summary.zip"
GA,2016,Habersham County,20380,16379,16134,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Habersham_64060_183309-summary.zip"
GA,2016,Hall County,90807,71383,70220,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Hall_64061_183301-summary.zip"
GA,2016,Hancock County,5407,3604,3580,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Hancock_64062_183173-summary.zip"
GA,2016,Haralson County,14488,11482,11324,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Haralson_64063_183565-summary.zip"
GA,2016,Harris County,20235,16667,16401,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Harris_64064_183285-summary.zip"
GA,2016,Hart County,12862,10209,10080,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Hart_64065_183265-summary.zip"
GA,2016,Heard County,5555,4258,4206,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Heard_64066_183244-summary.zip"
GA,2016,Henry County,125837,99666,98286,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Henry_64067_183247-summary.zip"
GA,2016,Houston County,79199,60565,59744,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Houston_64068_183523-summary.zip"
GA,2016,Irwin County,4963,3693,3665,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Irwin_64069_183429-summary.zip"
GA,2016,Jackson County,33719,27491,27109,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Jackson_64070_183312-summary.zip"
GA,2016,Jasper County,7671,6082,6023,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Jasper_64071_183406-summary.zip"
GA,2016,Jeff Davis County,6784,5130,5091,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Jeff_Davis_64072_183263-summary.zip"
GA,2016,Jefferson County,9256,7007,6954,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Jefferson_64073_183234-summary.zip"
GA,2016,Jenkins County,4258,3082,3052,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Jenkins_64074_183437-summary.zip"
GA,2016,Johnson County,4702,3711,3682,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Johnson_64075_183493-summary.zip"
GA,2016,Jones County,15398,12647,12526,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Jones_64076_183158-summary.zip"
GA,2016,Lamar County,9786,7671,7586,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Lamar_64077_183351-summary.zip"
GA,2016,Lanier County,4104,2897,2863,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Lanier_64078_183334-summary.zip"
GA,2016,Laurens County,25051,19685,19476,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Laurens_64079_183181-summary.zip"
GA,2016,Lee County,17841,14290,14115,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Lee_64080_183190-summary.zip"
GA,2016,Liberty County,24858,16356,16117,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Liberty_64081_183474-summary.zip"
GA,2016,Lincoln County,5949,4144,4102,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Lincoln_64082_183401-summary.zip"
GA,2016,Long County,6052,4158,4117,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Long_64083_183175-summary.zip"
GA,2016,Lowndes County,53910,38204,37628,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Lowndes_64084_183883-summary.zip"
GA,2016,Lumpkin County,15618,12560,12334,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Lumpkin_64085_183355-summary.zip"
GA,2016,Macon County,6012,4321,4287,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Macon_64086_182817-summary.zip"
GA,2016,Madison County,15118,12114,11954,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Madison_64087_183399-summary.zip"
GA,2016,Marion County,4224,3215,3183,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Marion_64088_183249-summary.zip"
GA,2016,McDuffie County,11967,9355,9268,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/McDuffie_64089_183142-summary.zip"
GA,2016,McIntosh County,9126,5980,5903,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/McIntosh_64090_182894-summary.zip"
GA,2016,Meriwether County,12166,9283,9191,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Meriwether_64091_183326-summary.zip"
GA,2016,Miller County,3461,2563,2544,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Miller_64092_183581-summary.zip"
GA,2016,Mitchell County,10761,7930,7865,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Mitchell_64093_183606-summary.zip"
GA,2016,Monroe County,16098,12815,12687,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Monroe_64094_183281-summary.zip"
GA,2016,Montgomery County,4681,3595,3562,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Montgomery_64095_183378-summary.zip"
GA,2016,Morgan County,11471,9582,9440,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Morgan_64096_183172-summary.zip"
GA,2016,Murray County,16466,12555,12424,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Murray_64097_183156-summary.zip"
GA,2016,Muscogee County,100700,69817,68658,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Muscogee_64098_183510-summary.zip"
GA,2016,Newton County,58302,44357,43803,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Newton_64099_183324-summary.zip"
GA,2016,Oconee County,24058,20476,19931,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Oconee_64100_183332-summary.zip"
GA,2016,Oglethorpe County,8087,6755,6655,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Oglethorpe_64101_182941-summary.zip"
GA,2016,Paulding County,82336,65636,64641,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Paulding_64102_183452-summary.zip"
GA,2016,Peach County,14630,10848,10724,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Peach_64103_183196-summary.zip"
GA,2016,Pickens County,17319,14174,13984,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Pickens_64104_183567-summary.zip"
GA,2016,Pierce County,9283,7360,7298,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Pierce_64105_183180-summary.zip"
GA,2016,Pike County,10620,8793,8681,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Pike_64106_183133-summary.zip"
GA,2016,Polk County,20268,14323,14170,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Polk_64107_183202-summary.zip"
GA,2016,Pulaski County,4720,3631,3599,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Pulaski_64108_183227-summary.zip"
GA,2016,Putnam County,13964,9573,9472,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Putnam_64109_183377-summary.zip"
GA,2016,Quitman County,1431,1053,1044,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Quitman_64110_183185-summary.zip"
GA,2016,Rabun County,9884,8110,7950,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Rabun_64111_183235-summary.zip"
GA,2016,Randolph County,3914,2922,2897,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Randolph_64112_182816-summary.zip"
GA,2016,Richmond County,105642,76304,75086,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Richmond_64113_183346-summary.zip"
GA,2016,Rockdale County,50003,38229,37656,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Rockdale_64114_183420-summary.zip"
GA,2016,Schley County,2364,1929,1909,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Schley_64115_183192-summary.zip"
GA,2016,Screven County,7512,5756,5699,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Screven_64116_183383-summary.zip"
GA,2016,Seminole County,4905,3619,3582,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Seminole_64117_183605-summary.zip"
GA,2016,Spalding County,34832,25914,25600,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Spalding_64118_183454-summary.zip"
GA,2016,Stephens County,13132,9932,9766,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Stephens_64119_183484-summary.zip"
GA,2016,Stewart County,2917,2084,2055,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Stewart_64120_183157-summary.zip"
GA,2016,Sumter County,15181,11101,10974,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Sumter_64121_183212-summary.zip"
GA,2016,Talbot County,4138,3278,3244,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Talbot_64122_183189-summary.zip"
GA,2016,Taliaferro County,1157,904,897,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Taliaferro_64123_183146-summary.zip"
GA,2016,Tattnall County,9299,6986,6886,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Tattnall_64124_183458-summary.zip"
GA,2016,Taylor County,4372,3432,3405,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Taylor_64125_183148-summary.zip"
GA,2016,Telfair County,5029,3827,3795,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Telfair_64126_183465-summary.zip"
GA,2016,Terrell County,5871,4233,4181,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Terrell_64127_183477-summary.zip"
GA,2016,Thomas County,24693,18986,18738,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Thomas_64128_183268-summary.zip"
GA,2016,Tift County,19040,14334,14175,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Tift_64129_183488-summary.zip"
GA,2016,Toombs County,15146,9206,9111,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Toombs_64130_183259-summary.zip"
