state,election_year,county,registered_voters,ballots_cast,president_votes,source_url,source_member
GA,2016,Towns County,8608,6858,6739,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Towns_64131_183387-summary.zip"
GA,2016,Treutlen County,3773,2729,2703,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Treutlen_64132_182900-summary.zip"
GA,2016,Troup County,35513,26334,26024,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Troup_64133_183570-summary.zip"
GA,2016,Turner County,4552,3414,3394,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Turner_64134_183421-summary.zip"
GA,2016,Twiggs County,5291,4089,4056,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Twiggs_64135_183436-summary.zip"
GA,2016,Union County,14370,12230,12044,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Union_64136_183182-summary.zip"
GA,2016,Upson County,14058,11032,10934,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Upson_64137_183483-summary.zip"
GA,2016,Walker County,32951,24526,23956,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Walker_64138_183508-summary.zip"
GA,2016,Walton County,51318,40986,40472,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Walton_64139_183434-summary.zip"
GA,2016,Ware County,16254,12282,12159,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Ware_64140_183608-summary.zip"
GA,2016,Warren County,3105,2357,2333,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Warren_64141_183164-summary.zip"
GA,2016,Washington County,11002,8531,8447,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Washington_64142_183433-summary.zip"
GA,2016,Wayne County,13496,10489,10386,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Wayne_64143_183199-summary.zip"
GA,2016,Webster County,1433,1124,1116,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Webster_64144_183220-summary.zip"
GA,2016,Wheeler County,2705,2135,2102,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Wheeler_64145_182888-summary.zip"
GA,2016,White County,14669,11964,11783,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/White_64146_183166-summary.zip"
GA,2016,Whitfield County,39588,30877,30398,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Whitfield_64147_183257-summary.zip"
GA,2016,Wilcox County,3934,3003,2973,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Wilcox_64148_183139-summary.zip"
GA,2016,Wilkes County,5826,4520,4477,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Wilkes_64149_183404-summary.zip"
GA,2016,Wilkinson County,5481,4317,4278,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Wilkinson_64150_183460-summary.zip"
GA,2016,Worth County,10724,8349,8280,https://sos.ga.gov/sites/default/files/2026-04/november_8_2016_-_general_election.zip,"November 8, 2016 - General Election/summary/Worth_64151_183600-summary.zip"
GA,2020,Appling County,11399,8367,8341,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Appling_105371_271560-summary.zip"
GA,2020,Atkinson County,4799,3172,3155,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Atkinson_105372_269680-summary.zip"
GA,2020,Bacon County,6720,4680,4668,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Bacon_105373_269330-summary.zip"
GA,2020,Baker County,2258,1559,1555,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Baker_105374_270983-summary.zip"
GA,2020,Baldwin County,26721,18353,18251,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Baldwin_105375_270253-summary.zip"
GA,2020,Banks County,12898,8830,8801,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Banks_105376_271316-summary.zip"
GA,2020,Barrow County,55605,38071,37921,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Barrow_105377_270026-summary.zip"
GA,2020,Bartow County,74409,50678,50467,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Bartow_105378_271417-summary.zip"
GA,2020,Ben Hill County,9854,6591,6560,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Ben_Hill_105379_270230-summary.zip"
GA,2020,Berrien County,11275,7766,7743,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Berrien_105380_271850-summary.zip"
GA,2020,Bibb County,107979,71169,70802,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Bibb_105381_271042-summary.zip"
GA,2020,Bleckley County,0,5731,5706,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Bleckley_105382_270704-summary.zip"
GA,2020,Brantley County,11888,7766,7746,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Brantley_105383_270796-summary.zip"
GA,2020,Brooks County,11154,7128,7100,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Brooks_105384_270038-summary.zip"
GA,2020,Bryan County,30608,21474,21340,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Bryan_105385_270271-summary.zip"
GA,2020,Bulloch County,44738,30229,30084,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Bulloch_105386_270239-summary.zip"
GA,2020,Burke County,16556,10758,10684,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Burke_105387_269874-summary.zip"
GA,2020,Butts County,17154,11827,11771,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Butts_105388_271622-summary.zip"
GA,2020,Calhoun County,3184,2204,2194,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Calhoun_105389_271148-summary.zip"
GA,2020,Camden County,34950,23784,23688,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Camden_105390_270475-summary.zip"
GA,2020,Candler County,6300,4444,4431,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Candler_105391_271755-summary.zip"
GA,2020,Carroll County,83847,54689,54474,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Carroll_105392_271002-summary.zip"
GA,2020,Catoosa County,45715,32756,32593,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Catoosa_105393_270578-summary.zip"
GA,2020,Charlton County,6552,4576,4566,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Charlton_105394_270606-summary.zip"
GA,2020,Chatham County,200388,134210,133420,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Chatham_105395_271386-summary.zip"
GA,2020,Chattahoochee County,0,1594,1582,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Chattahoochee_105396_271105-summary.zip"
GA,2020,Chattooga County,14143,10104,10050,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Chattooga_105397_270348-summary.zip"
GA,2020,Cherokee County,190531,145539,144830,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Cherokee_105398_270568-summary.zip"
GA,2020,Clarke County,76504,51773,51333,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Clarke_105399_271164-summary.zip"
GA,2020,Clay County,2053,1444,1434,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Clay_105400_270247-summary.zip"
GA,2020,Clayton County,193326,112985,112344,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Clayton_105401_270528-summary.zip"
GA,2020,Clinch County,4345,2876,2864,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Clinch_105402_269809-summary.zip"
GA,2020,Cobb County,537611,396551,393746,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Cobb_105403_271286-summary.zip"
GA,2020,Coffee County,25114,15277,15214,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Coffee_105404_271849-summary.zip"
GA,2020,Colquitt County,25054,16141,16083,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Colquitt_105405_270360-summary.zip"
GA,2020,Columbia County,107380,80973,80579,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Columbia_105406_270128-summary.zip"
GA,2020,Cook County,10632,7058,7035,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Cook_105407_269842-summary.zip"
GA,2020,Coweta County,102110,77182,76799,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Coweta_105408_270083-summary.zip"
GA,2020,Crawford County,8512,6128,6102,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Crawford_105409_270715-summary.zip"
GA,2020,Crisp County,12554,8079,8039,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Crisp_105410_269948-summary.zip"
GA,2020,Dade County,11660,7479,7434,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Dade_105411_270714-summary.zip"
GA,2020,Dawson County,21529,16146,16081,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Dawson_105412_270340-summary.zip"
GA,2020,Decatur County,16618,11669,11627,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Decatur_105413_270042-summary.zip"
GA,2020,DeKalb County,546711,373439,370804,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/DeKalb_105414_271880-summary.zip"
GA,2020,Dodge County,11439,8098,8070,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Dodge_105415_270701-summary.zip"
GA,2020,Dooly County,5949,4125,4105,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Dooly_105416_269783-summary.zip"
GA,2020,Dougherty County,61172,35503,35311,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Dougherty_105417_271906-summary.zip"
GA,2020,Douglas County,102540,69447,69097,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Douglas_105418_271752-summary.zip"
GA,2020,Early County,7320,5217,5187,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Early_105419_271847-summary.zip"
GA,2020,Echols County,2156,1449,1441,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Echols_105420_271813-summary.zip"
GA,2020,Effingham County,44273,31677,31570,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Effingham_105421_270686-summary.zip"
GA,2020,Elbert County,12305,9218,9171,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Elbert_105422_271496-summary.zip"
GA,2020,Emanuel County,13715,9555,9501,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Emanuel_105423_270757-summary.zip"
GA,2020,Evans County,6135,4261,4247,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Evans_105424_269692-summary.zip"
GA,2020,Fannin County,20399,14902,14850,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Fannin_105425_270577-summary.zip"
GA,2020,Fayette County,92307,72421,71993,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Fayette_105426_271800-summary.zip"
GA,2020,Floyd County,60650,41883,41648,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Floyd_105427_271846-summary.zip"
GA,2020,Forsyth County,163984,129945,129305,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Forsyth_105428_270644-summary.zip"
GA,2020,Franklin County,15146,10815,10765,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Franklin_105429_269880-summary.zip"
GA,2020,Fulton County,806451,528777,524659,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Fulton_105430_271723-summary.zip"
GA,2020,Gilmer County,22264,16576,16525,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Gilmer_105431_270285-summary.zip"
GA,2020,Glascock County,2039,1571,1566,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Glascock_105432_271494-summary.zip"
GA,2020,Glynn County,61952,42202,41984,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Glynn_105433_270232-summary.zip"
GA,2020,Gordon County,36429,24122,24033,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Gordon_105434_271139-summary.zip"
GA,2020,Grady County,15442,10741,10707,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Grady_105435_271852-summary.zip"
GA,2020,Greene County,14171,11317,11247,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Greene_105436_270293-summary.zip"
GA,2020,Gwinnett County,581467,416458,413865,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Gwinnett_105437_270282-summary.zip"
GA,2020,Habersham County,28264,20516,20432,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Habersham_105438_271402-summary.zip"
GA,2020,Hall County,0,91023,90523,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Hall_105439_271017-summary.zip"
GA,2020,Hancock County,5827,4183,4165,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Hancock_105440_271523-summary.zip"
GA,2020,Haralson County,20667,14296,14248,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Haralson_105441_270243-summary.zip"
GA,2020,Harris County,25626,20110,19991,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Harris_105442_270361-summary.zip"
GA,2020,Hart County,16929,12788,12727,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Hart_105443_269730-summary.zip"
GA,2020,Heard County,7762,5411,5391,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Heard_105444_270055-summary.zip"
GA,2020,Henry County,171905,123377,122742,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Henry_105445_270727-summary.zip"
GA,2020,Houston County,105315,75166,74823,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Houston_105446_270954-summary.zip"
GA,2020,Irwin County,6113,4189,4168,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Irwin_105447_269647-summary.zip"
GA,2020,Jackson County,51951,37830,37670,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Jackson_105448_270059-summary.zip"
GA,2020,Jasper County,10432,7669,7644,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Jasper_105449_271046-summary.zip"
GA,2020,Jeff Davis County,8478,5788,5771,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Jeff_Davis_105450_270419-summary.zip"
GA,2020,Jefferson County,11334,7682,7642,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Jefferson_105451_269799-summary.zip"
GA,2020,Jenkins County,5066,3461,3455,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Jenkins_105452_270425-summary.zip"
GA,2020,Johnson County,5611,4114,4100,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Johnson_105453_270776-summary.zip"
GA,2020,Jones County,0,15031,14966,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Jones_105454_270003-summary.zip"
GA,2020,Lamar County,12839,9077,9039,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Lamar_105455_271022-summary.zip"
GA,2020,Lanier County,5462,3591,3576,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Lanier_105456_270229-summary.zip"
GA,2020,Laurens County,32880,22822,22729,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Laurens_105457_270316-summary.zip"
GA,2020,Lee County,22897,16769,16714,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Lee_105458_270338-summary.zip"
GA,2020,Liberty County,35582,21478,21389,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Liberty_105459_271572-summary.zip"
GA,2020,Lincoln County,6176,4667,4650,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Lincoln_105460_270997-summary.zip"
GA,2020,Long County,10470,5674,5656,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Long_105461_270993-summary.zip"
GA,2020,Lowndes County,75356,46543,46355,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Lowndes_105462_270101-summary.zip"
GA,2020,Lumpkin County,22407,15605,15531,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Lumpkin_105463_271380-summary.zip"
GA,2020,Macon County,6991,4680,4662,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Macon_105464_271896-summary.zip"
GA,2020,Madison County,20720,14993,14937,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Madison_105465_271736-summary.zip"
GA,2020,Marion County,4913,3646,3624,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Marion_105466_271063-summary.zip"
GA,2020,McDuffie County,15033,10509,10455,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/McDuffie_105467_269776-summary.zip"
GA,2020,McIntosh County,9292,6725,6696,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/McIntosh_105468_271842-summary.zip"
GA,2020,Meriwether County,15337,10924,10877,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Meriwether_105469_270428-summary.zip"
GA,2020,Miller County,3912,2853,2835,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Miller_105470_271098-summary.zip"
GA,2020,Mitchell County,13474,8991,8963,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Mitchell_105471_270376-summary.zip"
GA,2020,Monroe County,21138,15655,15592,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Monroe_105472_270410-summary.zip"
GA,2020,Montgomery County,5463,3980,3966,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Montgomery_105473_270744-summary.zip"
GA,2020,Morgan County,14824,11765,11707,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Morgan_105474_270790-summary.zip"
GA,2020,Murray County,22284,15439,15389,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Murray_105475_269984-summary.zip"
GA,2020,Muscogee County,130878,80977,80543,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Muscogee_105476_270830-summary.zip"
GA,2020,Newton County,78994,54507,54239,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Newton_105477_270817-summary.zip"
GA,2020,Oconee County,30071,25399,25168,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Oconee_105478_270960-summary.zip"
GA,2020,Oglethorpe County,10844,8168,8131,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Oglethorpe_105479_270429-summary.zip"
GA,2020,Paulding County,114945,85713,85385,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Paulding_105480_271001-summary.zip"
GA,2020,Peach County,17996,12585,12545,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Peach_105481_270762-summary.zip"
GA,2020,Pickens County,23766,17175,17116,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Pickens_105482_270409-summary.zip"
GA,2020,Pierce County,12717,9071,9048,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Pierce_105483_270478-summary.zip"
GA,2020,Pike County,0,10753,10720,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Pike_105484_271384-summary.zip"
GA,2020,Polk County,24189,17448,17399,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Polk_105485_270053-summary.zip"
GA,2020,Pulaski County,5687,4081,4059,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Pulaski_105486_271862-summary.zip"
GA,2020,Putnam County,16003,11917,11855,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Putnam_105487_271863-summary.zip"
GA,2020,Quitman County,1547,1116,1106,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Quitman_105488_269626-summary.zip"
GA,2020,Rabun County,13072,9632,9568,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Rabun_105489_271233-summary.zip"
GA,2020,Randolph County,4341,3087,3074,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Randolph_105490_271055-summary.zip"
GA,2020,Richmond County,134749,87530,87016,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Richmond_105491_271122-summary.zip"
GA,2020,Rockdale County,65505,44942,44686,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Rockdale_105492_270795-summary.zip"
GA,2020,Schley County,2882,2284,2275,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Schley_105493_269763-summary.zip"
GA,2020,Screven County,0,6661,6628,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Screven_105494_270811-summary.zip"
GA,2020,Seminole County,5936,3901,3884,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Seminole_105495_270288-summary.zip"
GA,2020,Spalding County,45985,30250,30116,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Spalding_105496_271526-summary.zip"
GA,2020,Stephens County,0,11949,11885,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Stephens_105497_270569-summary.zip"
GA,2020,Stewart County,2893,2006,1990,https://sos.ga.gov/sites/default/files/2026-04/november_3_2020_-_general_election.zip,"November 3,2020-General Election/summary/Stewart_105498_270261-summary.zip"
