state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total
AK,2024,Alaska,HD30 30 District 30 - Absentee,1168,2061,87,3316,1251,1860,125,3236
AK,2024,Alaska,HD30 30-550 Anderson/Clear,26,109,2,137,34,88,11,133
AK,2024,Alaska,HD30 30-555 Big Lake,188,955,36,1179,260,809,88,1157
AK,2024,Alaska,HD30 30-560 Cantwell,38,42,5,85,48,36,0,84
AK,2024,Alaska,HD30 30-565 Denali Park,53,12,7,72,60,8,4,72
AK,2024,Alaska,HD30 30-570 East Schrock,17,71,2,90,20,66,4,90
AK,2024,Alaska,HD30 30-575 Healy,104,251,18,373,130,213,23,366
AK,2024,Alaska,HD30 30-580 Houston,91,418,14,523,118,340,50,508
AK,2024,Alaska,HD30 30-585 Knik Goose Bay No. 4,212,872,25,1109,259,768,59,1086
AK,2024,Alaska,HD30 30-590 Trapper Creek,28,82,8,118,33,72,8,113
AK,2024,Alaska,HD30 30-595 Susitna,116,363,15,494,147,306,34,487
AK,2024,Alaska,HD30 30-600 Talkeetna,139,101,17,257,163,81,14,258
AK,2024,Alaska,HD30 30-605 Willow,222,744,23,989,249,645,64,958
AK,2024,Alaska,HD30 District 30  - Question,76,309,13,398,87,198,31,316
AK,2024,Alaska,HD30 District 30 - Early Voting,223,922,21,1166,247,864,41,1152
AK,2024,Alaska,HD31 31-4 District 31 - Absentee,574,534,43,1151,585,414,54,1053
AK,2024,Alaska,HD31 31-446 Aurora,373,474,40,887,439,388,55,882
AK,2024,Alaska,HD31 31-455 Fairbanks No. 1,442,441,49,932,509,362,55,926
AK,2024,Alaska,HD31 31-480 Fairbanks No. 2,389,474,38,901,447,407,53,907
AK,2024,Alaska,HD31 31-485 Fairbanks No. 3,373,450,43,866,452,339,56,847
AK,2024,Alaska,HD31 District 31  - Question,125,187,11,323,120,98,28,246
AK,2024,Alaska,HD31 District 31 - Early Voting,964,915,64,1943,1059,775,89,1923
AK,2024,Alaska,HD32 32-355 Fairbanks No. 4,310,447,42,799,370,388,35,793
AK,2024,Alaska,HD32 32-365 Fairbanks No. 5,246,308,30,584,294,254,32,580
AK,2024,Alaska,HD32 32-375 Fort Wainwright,96,265,15,376,115,222,25,362
AK,2024,Alaska,HD32 32-385 Badger No. 2,266,848,59,1173,352,713,93,1158
AK,2024,Alaska,HD32 32-4 District 32 - Absentee,415,557,35,1007,401,491,35,927
AK,2024,Alaska,HD32 District 32  - Question,155,654,28,837,82,128,22,232
AK,2024,Alaska,HD32 District 32 - Early Voting,395,663,30,1088,447,585,37,1069
AK,2024,Alaska,HD33 33-130 Badger No. 1,275,858,44,1177,323,760,77,1160
AK,2024,Alaska,HD33 33-135 Chena Lakes,189,956,27,1172,259,837,70,1166
AK,2024,Alaska,HD33 33-155 Moose Creek,30,112,5,147,40,94,12,146
AK,2024,Alaska,HD33 33-165 Newby,235,961,44,1240,287,868,72,1227
AK,2024,Alaska,HD33 33-175 North Pole,156,552,27,735,184,492,46,722
AK,2024,Alaska,HD33 33-183 Plack,168,935,35,1138,220,827,66,1113
AK,2024,Alaska,HD33 33-4 District 33 - Absentee,472,738,51,1261,453,696,38,1187
AK,2024,Alaska,HD33 District 33  - Question,61,226,15,302,52,127,19,198
AK,2024,Alaska,HD33 District 33 - Early Voting,430,1210,47,1687,490,1118,56,1664
AK,2024,Alaska,HD34 34-235 Eielson,77,248,6,331,93,203,24,320
AK,2024,Alaska,HD34 34-238 Eielson Farm Road,9,48,1,58,12,45,1,58
AK,2024,Alaska,HD34 34-240 Farmers Loop,444,401,59,904,524,345,28,897
AK,2024,Alaska,HD34 34-260 Salcha,97,421,15,533,112,379,31,522
AK,2024,Alaska,HD34 34-263 Steele Creek,326,659,59,1044,408,570,56,1034
AK,2024,Alaska,HD34 34-265 Steese,353,611,51,1015,426,512,60,998
AK,2024,Alaska,HD34 34-270 Summit,301,518,48,867,353,446,61,860
AK,2024,Alaska,HD34 34-280 Two Rivers,131,356,13,500,171,285,30,486
AK,2024,Alaska,HD34 34-4 District 34 - Absentee,748,734,67,1549,770,675,39,1484
AK,2024,Alaska,HD34 District 34  - Question,174,480,25,679,93,158,43,294
AK,2024,Alaska,HD34 District 34 - Early Voting,1099,1360,73,2532,1176,1241,86,2503
AK,2024,Alaska,HD35 35-4 District 35 - Absentee,813,527,72,1412,839,480,35,1354
AK,2024,Alaska,HD35 35-580 Airport,109,208,13,330,137,173,15,325
AK,2024,Alaska,HD35 35-582 Chena,619,731,71,1421,712,645,51,1408
AK,2024,Alaska,HD35 35-584 Ester,314,219,30,563,346,187,26,559
AK,2024,Alaska,HD35 35-586 Geist,253,298,27,578,298,246,31,575
AK,2024,Alaska,HD35 35-587 Lakeview,36,86,1,123,39,69,13,121
AK,2024,Alaska,HD35 35-592 Shanly,211,192,27,430,242,167,14,423
AK,2024,Alaska,HD35 35-595 University Hills,349,234,29,612,383,207,21,611
AK,2024,Alaska,HD35 35-596 University West,584,641,55,1280,687,539,55,1281
AK,2024,Alaska,HD35 District 35  - Question,115,190,20,325,125,112,33,270
AK,2024,Alaska,HD35 District 35 - Early Voting,1482,1069,107,2658,1588,993,55,2636
AK,2024,Alaska,HD36 36 District 36 - Absentee,872,1391,88,2351,963,1256,81,2300
AK,2024,Alaska,HD36 36-001 Goldstream No. 1,303,308,31,642,346,268,27,641
AK,2024,Alaska,HD36 36-002 Goldstream No. 2,447,278,41,766,497,239,31,767
AK,2024,Alaska,HD36 36-010 Allakaket,35,1,2,38,39,0,1,40
AK,2024,Alaska,HD36 36-014 Anvik,16,7,2,25,22,2,1,25
AK,2024,Alaska,HD36 36-018 Arctic Village,48,3,2,53,50,3,0,53
AK,2024,Alaska,HD36 36-022 Beaver,11,4,1,16,14,1,0,15
AK,2024,Alaska,HD36 36-026 Bettles,5,5,1,11,6,5,0,11
AK,2024,Alaska,HD36 36-034 Central,7,32,1,40,9,29,2,40
AK,2024,Alaska,HD36 36-038 Chistochina,13,55,1,69,24,38,7,69
AK,2024,Alaska,HD36 36-042 Circle,16,4,0,20,15,2,2,19
AK,2024,Alaska,HD36 36-046 Copper Center,89,242,20,351,126,203,22,351
AK,2024,Alaska,HD36 36-050 Delta Junction,38,301,16,355,52,267,27,346
AK,2024,Alaska,HD36 36-054 Deltana,134,1038,21,1193,173,934,69,1176
AK,2024,Alaska,HD36 36-058 Dot Lake,4,45,0,49,4,42,1,47
AK,2024,Alaska,HD36 36-062 Eagle,19,46,3,68,24,41,2,67
AK,2024,Alaska,HD36 36-066 Fort Yukon,97,30,8,135,120,15,1,136
AK,2024,Alaska,HD36 36-070 Gakona,20,81,5,106,36,63,6,105
AK,2024,Alaska,HD36 36-074 Galena,75,65,6,146,94,41,8,143
AK,2024,Alaska,HD36 36-078 Glennallen,30,139,9,178,44,114,16,174
AK,2024,Alaska,HD36 36-082 Grayling,22,20,9,51,36,12,5,53
AK,2024,Alaska,HD36 36-086 Holy Cross,30,9,1,40,35,4,1,40
AK,2024,Alaska,HD36 36-090 Hughes,18,8,4,30,21,5,3,29
AK,2024,Alaska,HD36 36-094 Huslia,67,18,5,90,71,13,4,88
AK,2024,Alaska,HD36 36-098 Kaltag,24,9,4,37,30,7,1,38
AK,2024,Alaska,HD36 36-102 Kenny Lake,42,132,11,185,57,110,15,182
AK,2024,Alaska,HD36 36-106 Koyukuk,24,2,1,27,23,3,2,28
AK,2024,Alaska,HD36 36-110 Manley,9,37,1,47,12,31,3,46
AK,2024,Alaska,HD36 36-114 McGrath,26,63,2,91,30,56,3,89
AK,2024,Alaska,HD36 36-118 Mentasta,23,11,4,38,26,13,0,39
AK,2024,Alaska,HD36 36-122 Minto,21,25,5,51,32,13,4,49
AK,2024,Alaska,HD36 36-126 Nenana,98,195,17,310,126,169,16,311
AK,2024,Alaska,HD36 36-130 Nikolai,13,7,6,26,17,6,1,24
AK,2024,Alaska,HD36 36-134 Northway,22,43,4,69,35,34,1,70
AK,2024,Alaska,HD36 36-138 Nulato,56,11,10,77,65,9,0,74
AK,2024,Alaska,HD36 36-142 Ruby,17,12,1,30,21,9,0,30
AK,2024,Alaska,HD36 36-146 Shageluk,18,3,1,22,21,1,0,22
AK,2024,Alaska,HD36 36-162 Tanana,60,15,4,79,69,6,1,76
AK,2024,Alaska,HD36 36-166 Tetlin,12,16,2,30,15,15,0,30
AK,2024,Alaska,HD36 36-170 Tok,89,401,23,513,127,356,23,506
AK,2024,Alaska,HD36 36-174 Venetie,31,12,1,44,39,5,0,44
AK,2024,Alaska,HD36 District 36  - Question,106,255,15,376,130,144,20,294
AK,2024,Alaska,HD36 District 36 - Early Voting,431,254,38,723,464,229,27,720
AK,2024,Alaska,HD37 37 District 37 - Absentee,560,539,40,1139,592,456,42,1090
AK,2024,Alaska,HD37 37-700 Akutan,23,24,1,48,27,16,4,47
AK,2024,Alaska,HD37 37-702 Aleknagik,17,44,5,66,31,27,5,63
AK,2024,Alaska,HD37 37-704 Aleutians No. 1,11,7,0,18,11,7,1,19
AK,2024,Alaska,HD37 37-706 Aleutians No. 2,226,288,13,527,251,244,20,515
AK,2024,Alaska,HD37 37-707 Aniak,54,40,10,104,62,35,4,101
AK,2024,Alaska,HD37 37-708 Chignik,9,4,2,15,10,4,1,15
AK,2024,Alaska,HD37 37-709 Chuathbaluk,8,9,2,19,13,4,2,19
AK,2024,Alaska,HD37 37-710 Clark's Point,11,7,1,19,13,4,2,19
AK,2024,Alaska,HD37 37-712 Cold Bay,6,13,0,19,8,11,1,20
AK,2024,Alaska,HD37 37-713 Crooked Creek,13,4,2,19,15,3,1,19
AK,2024,Alaska,HD37 37-714 Dillingham,266,253,24,543,333,193,17,543
AK,2024,Alaska,HD37 37-716 Egegik,0,10,1,11,1,7,1,9
AK,2024,Alaska,HD37 37-718 Ekwok,8,23,3,34,14,15,3,32
AK,2024,Alaska,HD37 37-719 Goodnews Bay,32,18,5,55,37,15,5,57
AK,2024,Alaska,HD37 37-720 King Cove,22,76,9,107,27,78,2,107
AK,2024,Alaska,HD37 37-722 King Salmon,40,80,6,126,50,63,6,119
AK,2024,Alaska,HD37 37-724 Koliganek,31,38,3,72,38,33,0,71
AK,2024,Alaska,HD37 37-726 Lake Iliamna No. 1,29,73,1,103,48,51,2,101
AK,2024,Alaska,HD37 37-728 Lake Iliamna No. 2,23,33,18,74,49,13,9,71
AK,2024,Alaska,HD37 37-730 Levelock,15,6,2,23,19,4,0,23
AK,2024,Alaska,HD37 37-731 Lower Kalskag,30,23,7,60,44,10,5,59
AK,2024,Alaska,HD37 37-732 Manokotak,24,74,4,102,62,31,7,100
AK,2024,Alaska,HD37 37-734 Naknek,46,88,5,139,67,66,6,139
AK,2024,Alaska,HD37 37-736 New Stuyahok,39,7,5,51,45,5,1,51
AK,2024,Alaska,HD37 37-738 Nondalton,24,13,1,38,29,10,2,41
AK,2024,Alaska,HD37 37-740 Pedro Bay,3,8,3,14,6,8,0,14
AK,2024,Alaska,HD37 37-742 Port Heiden,13,10,1,24,14,10,0,24
AK,2024,Alaska,HD37 37-744 Sand Point,33,83,5,121,25,87,6,118
AK,2024,Alaska,HD37 37-746 Sleetmute,14,6,4,24,16,7,0,23
AK,2024,Alaska,HD37 37-748 South Naknek,6,5,4,15,11,4,1,16
AK,2024,Alaska,HD37 37-750 St. George Island,2,3,1,6,6,1,0,7
AK,2024,Alaska,HD37 37-752 St. Paul Island,75,22,8,105,78,22,2,102
AK,2024,Alaska,HD37 37-754 Togiak,48,75,12,135,77,52,8,137
AK,2024,Alaska,HD37 37-756 Tyonek,29,8,0,37,29,8,0,37
AK,2024,Alaska,HD37 37-758 Upper Kalskag,32,19,3,54,39,10,4,53
AK,2024,Alaska,HD37 District 37  - Question,51,126,5,182,57,67,8,132
AK,2024,Alaska,HD37 District 37 - Early Voting,48,49,5,102,60,39,0,99
AK,2024,Alaska,HD38 38-4 District 38 - Absentee,331,168,30,529,369,131,15,515
AK,2024,Alaska,HD38 38-800 Akiachak,75,62,20,157,108,36,15,159
AK,2024,Alaska,HD38 38-802 Akiak,34,36,17,87,53,23,13,89
AK,2024,Alaska,HD38 38-806 Atmautluak,22,11,8,41,34,9,1,44
AK,2024,Alaska,HD38 38-808 Bethel No. 1,300,245,33,578,375,176,13,564
AK,2024,Alaska,HD38 38-810 Bethel No. 2,275,254,37,566,378,176,15,569
AK,2024,Alaska,HD38 38-812 Chefornak,66,17,13,96,78,11,5,94
AK,2024,Alaska,HD38 38-813 Chevak,69,42,17,128,86,34,3,123
AK,2024,Alaska,HD38 38-818 Eek,43,38,12,93,58,30,6,94
AK,2024,Alaska,HD38 38-822 Kasigluk,43,13,8,64,49,7,6,62
AK,2024,Alaska,HD38 38-824 Kipnuk,49,50,9,108,70,29,11,110
AK,2024,Alaska,HD38 38-826 Kongiganak,40,38,12,90,64,18,6,88
AK,2024,Alaska,HD38 38-828 Kwethluk,84,35,14,133,106,19,6,131
AK,2024,Alaska,HD38 38-830 Kwigillingok,25,49,4,78,36,33,7,76
AK,2024,Alaska,HD38 38-836 Mekoryuk,29,29,7,65,47,19,2,68
AK,2024,Alaska,HD38 38-838 Napakiak,35,23,10,68,48,21,1,70
AK,2024,Alaska,HD38 38-840 Napaskiak,44,12,11,67,57,7,2,66
AK,2024,Alaska,HD38 38-842 Newtok,21,18,13,52,36,9,5,50
AK,2024,Alaska,HD38 38-844 Nightmute,11,13,6,30,20,8,2,30
AK,2024,Alaska,HD38 38-846 Nunapitchuk,39,39,20,98,63,27,6,96
AK,2024,Alaska,HD38 38-848 Quinhagak,62,48,19,129,90,29,12,131
AK,2024,Alaska,HD38 38-852 Toksook Bay,80,71,22,173,125,37,5,167
AK,2024,Alaska,HD38 38-854 Tuluksak,33,24,21,78,48,16,7,71
AK,2024,Alaska,HD38 38-856 Tuntutuliak,61,43,13,117,90,22,4,116
AK,2024,Alaska,HD38 38-858 Tununak,44,17,16,77,65,11,4,80
AK,2024,Alaska,HD38 District 38  - Question,94,153,15,262,107,102,12,221
AK,2024,Alaska,HD38 District 38 - Early Voting,19,10,1,30,23,7,0,30
AK,2024,Alaska,HD39 39 District 39 - Absentee,275,204,24,503,310,159,20,489
AK,2024,Alaska,HD39 39-900 Alakanuk,37,30,18,85,47,28,8,83
AK,2024,Alaska,HD39 39-902 Brevig Mission,50,38,9,97,76,14,8,98
AK,2024,Alaska,HD39 39-906 Diomede,6,3,1,10,5,3,2,10
AK,2024,Alaska,HD39 39-908 Elim,32,60,10,102,56,30,14,100
AK,2024,Alaska,HD39 39-910 Emmonak,79,49,13,141,103,24,13,140
AK,2024,Alaska,HD39 39-912 Gambell,58,64,15,137,73,36,20,129
AK,2024,Alaska,HD39 39-914 Golovin,29,20,0,49,36,6,6,48
AK,2024,Alaska,HD39 39-916 Hooper Bay,81,65,14,160,116,37,10,163
AK,2024,Alaska,HD39 39-918 Kotlik,59,39,11,109,71,27,10,108
AK,2024,Alaska,HD39 39-920 Koyuk,34,56,5,95,60,30,7,97
AK,2024,Alaska,HD39 39-921 Marshall,31,45,8,84,42,27,14,83
AK,2024,Alaska,HD39 39-922 Mountain Village,65,52,12,129,86,34,9,129
AK,2024,Alaska,HD39 39-924 Nome No. 1,153,125,20,298,196,84,16,296
AK,2024,Alaska,HD39 39-926 Nome No. 2,287,242,48,577,373,165,32,570
AK,2024,Alaska,HD39 39-928 Nunam Iqua,19,12,5,36,24,6,5,35
AK,2024,Alaska,HD39 39-930 Pilot Station,55,19,17,91,67,17,7,91
AK,2024,Alaska,HD39 39-931 Russian Mission,23,23,10,56,34,19,5,58
AK,2024,Alaska,HD39 39-932 Savoonga,94,41,20,155,110,18,25,153
AK,2024,Alaska,HD39 39-934 Scammon Bay,54,42,7,103,81,16,6,103
AK,2024,Alaska,HD39 39-936 Shaktoolik,20,32,2,54,31,21,1,53
AK,2024,Alaska,HD39 39-938 Shishmaref,127,36,9,172,136,22,12,170
AK,2024,Alaska,HD39 39-940 St. Mary's,84,25,5,114,94,18,5,117
AK,2024,Alaska,HD39 39-942 St. Michael,21,30,8,59,32,23,5,60
AK,2024,Alaska,HD39 39-944 Stebbins,30,33,9,72,47,18,7,72
AK,2024,Alaska,HD39 39-946 Teller,19,14,3,36,26,9,1,36
AK,2024,Alaska,HD39 39-948 Unalakleet,120,88,9,217,149,60,5,214
AK,2024,Alaska,HD39 39-950 Wales,5,2,1,8,7,0,1,8
AK,2024,Alaska,HD39 39-952 White Mountain,43,21,5,69,48,15,6,69
AK,2024,Alaska,HD39 District 39  - Question,55,104,9,168,58,53,15,126
AK,2024,Alaska,HD39 District 39 - Early Voting,135,76,9,220,152,61,6,219
AK,2024,Alaska,HD40 40-002 Ambler,17,21,2,40,27,14,2,43
AK,2024,Alaska,HD40 40-004 Anaktuvuk Pass,26,26,3,55,36,18,2,56
AK,2024,Alaska,HD40 40-006 Atqasuk,7,26,2,35,17,11,7,35
AK,2024,Alaska,HD40 40-008 Utqiagvik,109,125,13,247,146,88,13,247
AK,2024,Alaska,HD40 40-010 Browerville,278,331,31,640,418,163,39,620
AK,2024,Alaska,HD40 40-012 Buckland,30,40,11,81,60,17,4,81
AK,2024,Alaska,HD40 40-014 Deering,18,13,5,36,26,7,3,36
AK,2024,Alaska,HD40 40-016 Kaktovik,12,57,4,73,26,36,6,68
AK,2024,Alaska,HD40 40-018 Kiana,24,28,7,59,37,19,2,58
AK,2024,Alaska,HD40 40-020 Kivalina,17,25,17,59,29,19,11,59
AK,2024,Alaska,HD40 40-022 Kobuk,20,14,3,37,28,4,3,35
AK,2024,Alaska,HD40 40-024 Kotzebue,280,242,43,565,361,159,36,556
AK,2024,Alaska,HD40 40-026 Noatak,19,66,14,99,47,39,16,102
AK,2024,Alaska,HD40 40-028 Noorvik,27,57,10,94,46,36,12,94
AK,2024,Alaska,HD40 40-030 Nuiqsut,18,15,5,38,27,8,7,42
AK,2024,Alaska,HD40 40-032 Point Hope,41,66,12,119,64,42,11,117
AK,2024,Alaska,HD40 40-034 Point Lay,9,15,6,30,20,9,0,29
AK,2024,Alaska,HD40 40-036 Selawik,19,54,4,77,46,26,2,74
AK,2024,Alaska,HD40 40-038 Shungnak,30,15,1,46,36,12,2,50
AK,2024,Alaska,HD40 40-040 Wainwright,29,93,6,128,58,58,10,126
AK,2024,Alaska,HD40 40-2 District 40 - Absentee,228,190,25,443,254,158,19,431
AK,2024,Alaska,HD40 District 40  - Question,80,152,16,248,93,90,15,198
AK,2024,Alaska,HD40 District 40 - Early Voting,24,17,3,44,24,17,3,44
AK,2024,Alaska,HD99 99-999 HD99 Fed Overseas Absentee,336,51,14,401,324,50,8,382
