state,election_year,jurisdiction_name,source_id,source_level,row_method,dem_votes,rep_votes,other_votes,total_votes,source_url
NJ,2020,Hunterdon County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,39457,43153,1632,84242,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Mercer County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,122532,51641,2431,176604,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Middlesex County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,226250,143467,4645,374362,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Monmouth County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,181291,191808,5052,378151,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Morris County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,153881,141134,4307,299322,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Ocean County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,119456,217740,4320,341516,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Passaic County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,129097,92009,2601,223707,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Salem County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,14479,18827,616,33922,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Somerset County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,111173,71996,2690,185859,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Sussex County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,34481,51701,1781,87963,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Union County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,170310,80038,2744,253092,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
NJ,2020,Warren County,nj-historical-presidential-baseline,county,historicalPresidentialCsv,24901,34769,1117,60787,https://www.nj.gov/state/elections/assets/pdf/election-results/2020/2020-official-general-results-president.pdf
