state,election_year,jurisdiction_name,jurisdiction_geoid,jurisdiction_tag,county,local_unit,source_id,source_level,row_method,source_url,source_display_name,source_jurisdiction_name,dem_votes,rep_votes,other_votes,total_votes,notes
MO,2012,Shannon County,29203,county:29203,Shannon County,Shannon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Shannon County,Shannon County,1302,2262,128,3692,
MO,2012,Shelby County,29205,county:29205,Shelby County,Shelby County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Shelby County,Shelby County,966,2188,78,3232,
MO,2012,St. Charles County,29183,county:29183,St. Charles County,St. Charles County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,St. Charles County,St. Charles County,71838,110784,3068,185690,
MO,2012,St. Clair County,29185,county:29185,St. Clair County,St. Clair County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,St. Clair County,St. Clair County,1460,3019,147,4626,
MO,2012,St. Francois County,29187,county:29187,St. Francois County,St. Francois County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,St. Francois County,St. Francois County,8829,13248,505,22582,
MO,2012,St. Louis City,29510,county:29510,St. Louis City,St. Louis City,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,St. Louis City,St. Louis City,118780,22943,1884,143607,
MO,2012,St. Louis County,29189,county:29189,St. Louis County,St. Louis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,St. Louis County,St. Louis County,297097,224742,6837,528676,
MO,2012,Ste. Genevieve County,29186,county:29186,Ste. Genevieve County,Ste. Genevieve County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Ste. Genevieve County,Ste. Genevieve County,3813,4055,202,8070,
MO,2012,Stoddard County,29207,county:29207,Stoddard County,Stoddard County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Stoddard County,Stoddard County,3153,9496,217,12866,
MO,2012,Stone County,29209,county:29209,Stone County,Stone County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Stone County,Stone County,3923,11787,274,15984,
MO,2012,Sullivan County,29211,county:29211,Sullivan County,Sullivan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Sullivan County,Sullivan County,908,1610,77,2595,
MO,2012,Taney County,29213,county:29213,Taney County,Taney County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Taney County,Taney County,5479,15746,434,21659,
MO,2012,Texas County,29215,county:29215,Texas County,Texas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Texas County,Texas County,2871,7618,275,10764,
MO,2012,Vernon County,29217,county:29217,Vernon County,Vernon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Vernon County,Vernon County,2580,5758,183,8521,
MO,2012,Warren County,29219,county:29219,Warren County,Warren County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Warren County,Warren County,5219,9150,307,14676,
MO,2012,Washington County,29221,county:29221,Washington County,Washington County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Washington County,Washington County,3417,5071,207,8695,
MO,2012,Wayne County,29223,county:29223,Wayne County,Wayne County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Wayne County,Wayne County,1813,3790,117,5720,
MO,2012,Webster County,29225,county:29225,Webster County,Webster County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Webster County,Webster County,4409,10708,312,15429,
MO,2012,Worth County,29227,county:29227,Worth County,Worth County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Worth County,Worth County,341,664,43,1048,
MO,2012,Wright County,29229,county:29229,Wright County,Wright County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/OfficialResults11-6-12.pdf,Wright County,Wright County,1953,5830,172,7955,
MO,2016,Adair County,29001,county:29001,Adair County,Adair County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Adair County,Adair County,3500,6030,623,10153,
MO,2016,Andrew County,29003,county:29003,Andrew County,Andrew County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Andrew County,Andrew County,2045,6665,430,9140,
MO,2016,Atchison County,29005,county:29005,Atchison County,Atchison County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Atchison County,Atchison County,541,2060,123,2724,
MO,2016,Audrain County,29007,county:29007,Audrain County,Audrain County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Audrain County,Audrain County,2570,6981,495,10046,
MO,2016,Barry County,29009,county:29009,Barry County,Barry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Barry County,Barry County,2710,11428,467,14605,
MO,2016,Barton County,29011,county:29011,Barton County,Barton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Barton County,Barton County,795,4959,179,5933,
MO,2016,Bates County,29013,county:29013,Bates County,Bates County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Bates County,Bates County,1618,6001,404,8023,
MO,2016,Benton County,29015,county:29015,Benton County,Benton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Benton County,Benton County,2025,7213,351,9589,
MO,2016,Bollinger County,29017,county:29017,Bollinger County,Bollinger County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Bollinger County,Bollinger County,705,4827,137,5669,
MO,2016,Boone County,29019,county:29019,Boone County,Boone County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Boone County,Boone County,41125,36200,6101,83426,
MO,2016,Buchanan County,29021,county:29021,Buchanan County,Buchanan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Buchanan County,Buchanan County,12013,21320,2238,35571,
MO,2016,Butler County,29023,county:29023,Butler County,Butler County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Butler County,Butler County,3036,13650,549,17235,
MO,2016,Caldwell County,29025,county:29025,Caldwell County,Caldwell County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Caldwell County,Caldwell County,838,3232,241,4311,
MO,2016,Callaway County,29027,county:29027,Callaway County,Callaway County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Callaway County,Callaway County,4989,13057,1092,19138,
MO,2016,Camden County,29029,county:29029,Camden County,Camden County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Camden County,Camden County,4768,16944,764,22476,
MO,2016,Cape Girardeau County,29031,county:29031,Cape Girardeau County,Cape Girardeau County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Cape Girardeau County,Cape Girardeau County,8492,27017,1473,36982,
MO,2016,Carroll County,29033,county:29033,Carroll County,Carroll County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Carroll County,Carroll County,745,3480,136,4361,
MO,2016,Carter County,29035,county:29035,Carter County,Carter County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Carter County,Carter County,436,2324,84,2844,
MO,2016,Cass County,29037,county:29037,Cass County,Cass County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Cass County,Cass County,14846,33098,2902,50846,
MO,2016,Cedar County,29039,county:29039,Cedar County,Cedar County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Cedar County,Cedar County,1011,5021,249,6281,
MO,2016,Chariton County,29041,county:29041,Chariton County,Chariton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Chariton County,Chariton County,888,2950,127,3965,
MO,2016,Christian County,29043,county:29043,Christian County,Christian County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Christian County,Christian County,8508,30946,1949,41403,
MO,2016,Clark County,29045,county:29045,Clark County,Clark County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Clark County,Clark County,724,2458,134,3316,
MO,2016,Clay County,29047,county:29047,Clay County,Clay County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Clay County,Clay County,45304,57476,6756,109536,
MO,2016,Clinton County,29049,county:29049,Clinton County,Clinton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Clinton County,Clinton County,2572,7067,569,10208,
MO,2016,Cole County,29051,county:29051,Cole County,Cole County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Cole County,Cole County,10913,24616,1746,37275,
MO,2016,Cooper County,29053,county:29053,Cooper County,Cooper County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Cooper County,Cooper County,1932,5624,421,7977,
MO,2016,Crawford County,29055,county:29055,Crawford County,Crawford County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Crawford County,Crawford County,1824,7724,372,9920,
MO,2016,Dade County,29057,county:29057,Dade County,Dade County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Dade County,Dade County,637,3184,130,3951,
MO,2016,Dallas County,29059,county:29059,Dallas County,Dallas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Dallas County,Dallas County,1272,5895,276,7443,
MO,2016,Daviess County,29061,county:29061,Daviess County,Daviess County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Daviess County,Daviess County,730,2767,199,3696,
MO,2016,DeKalb County,29063,county:29063,DeKalb County,DeKalb County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,De Kalb County,De Kalb County,824,3540,226,4590,Normalized the source display name De Kalb County to the Census county display name DeKalb County.
MO,2016,Dent County,29065,county:29065,Dent County,Dent County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Dent County,Dent County,978,5600,201,6779,
MO,2016,Douglas County,29067,county:29067,Douglas County,Douglas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Douglas County,Douglas County,984,5486,194,6664,
MO,2016,Dunklin County,29069,county:29069,Dunklin County,Dunklin County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Dunklin County,Dunklin County,2360,8026,188,10574,
MO,2016,Franklin County,29071,county:29071,Franklin County,Franklin County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Franklin County,Franklin County,12341,35430,2287,50058,
MO,2016,Gasconade County,29073,county:29073,Gasconade County,Gasconade County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Gasconade County,Gasconade County,1520,5670,255,7445,
MO,2016,Gentry County,29075,county:29075,Gentry County,Gentry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Gentry County,Gentry County,605,2304,124,3033,
MO,2016,Greene County,29077,county:29077,Greene County,Greene County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Greene County,Greene County,42728,78035,7897,128660,
MO,2016,Grundy County,29079,county:29079,Grundy County,Grundy County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Grundy County,Grundy County,780,3462,171,4413,
MO,2016,Harrison County,29081,county:29081,Harrison County,Harrison County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Harrison County,Harrison County,574,2965,143,3682,
MO,2016,Henry County,29083,county:29083,Henry County,Henry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Henry County,Henry County,2357,7075,427,9859,
MO,2016,Hickory County,29085,county:29085,Hickory County,Hickory County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Hickory County,Hickory County,1016,3542,162,4720,
MO,2016,Holt County,29087,county:29087,Holt County,Holt County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Holt County,Holt County,347,1926,76,2349,
MO,2016,Howard County,29089,county:29089,Howard County,Howard County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Howard County,Howard County,1283,3277,295,4855,
MO,2016,Howell County,29091,county:29091,Howell County,Howell County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Howell County,Howell County,2881,13893,648,17422,
MO,2016,Iron County,29093,county:29093,Iron County,Iron County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Iron County,Iron County,933,3173,154,4260,
MO,2016,Jackson County,29095,county:29095,Jackson County,Jackson County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumnsKansasCityWithinJacksonCountyAggregation,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Jackson County + Kansas City,Jackson County + Kansas City,168972,116211,15811,300994,Aggregated the Kansas City election-authority row into Jackson County because the Missouri Secretary of State identifies that jurisdiction as Kansas City within Jackson County.
MO,2016,Jasper County,29097,county:29097,Jasper County,Jasper County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Jasper County,Jasper County,10572,35070,2559,48201,
MO,2016,Jefferson County,29099,county:29099,Jefferson County,Jefferson County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Jefferson County,Jefferson County,31568,69036,5452,106056,
MO,2016,Johnson County,29101,county:29101,Johnson County,Johnson County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Johnson County,Johnson County,5930,13719,1470,21119,
MO,2016,Knox County,29103,county:29103,Knox County,Knox County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Knox County,Knox County,379,1416,75,1870,
MO,2016,Laclede County,29105,county:29105,Laclede County,Laclede County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Laclede County,Laclede County,2553,12881,582,16016,
MO,2016,Lafayette County,29107,county:29107,Lafayette County,Lafayette County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Lafayette County,Lafayette County,4053,10988,792,15833,
MO,2016,Lawrence County,29109,county:29109,Lawrence County,Lawrence County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Lawrence County,Lawrence County,2901,13089,693,16683,
MO,2016,Lewis County,29111,county:29111,Lewis County,Lewis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Lewis County,Lewis County,934,3344,176,4454,
MO,2016,Lincoln County,29113,county:29113,Lincoln County,Lincoln County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Lincoln County,Lincoln County,5575,18159,1186,24920,
MO,2016,Linn County,29115,county:29115,Linn County,Linn County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Linn County,Linn County,1240,4088,249,5577,
MO,2016,Livingston County,29117,county:29117,Livingston County,Livingston County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Livingston County,Livingston County,1265,4879,264,6408,
MO,2016,Macon County,29121,county:29121,Macon County,Macon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Macon County,Macon County,1548,5798,267,7613,
MO,2016,Madison County,29123,county:29123,Madison County,Madison County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Madison County,Madison County,1005,4102,211,5318,
MO,2016,Maries County,29125,county:29125,Maries County,Maries County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Maries County,Maries County,794,3561,145,4500,
MO,2016,Marion County,29127,county:29127,Marion County,Marion County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Marion County,Marion County,2994,9419,492,12905,
MO,2016,McDonald County,29119,county:29119,McDonald County,McDonald County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,McDonald County,McDonald County,1329,6599,305,8233,
MO,2016,Mercer County,29129,county:29129,Mercer County,Mercer County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Mercer County,Mercer County,216,1486,37,1739,
MO,2016,Miller County,29131,county:29131,Miller County,Miller County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Miller County,Miller County,1750,9285,379,11414,
MO,2016,Mississippi County,29133,county:29133,Mississippi County,Mississippi County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Mississippi County,Mississippi County,1458,3600,107,5165,
MO,2016,Moniteau County,29135,county:29135,Moniteau County,Moniteau County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Moniteau County,Moniteau County,1237,5347,229,6813,
MO,2016,Monroe County,29137,county:29137,Monroe County,Monroe County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Monroe County,Monroe County,853,3159,135,4147,
MO,2016,Montgomery County,29139,county:29139,Montgomery County,Montgomery County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Montgomery County,Montgomery County,1119,4127,183,5429,
MO,2016,Morgan County,29141,county:29141,Morgan County,Morgan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Morgan County,Morgan County,1768,6760,290,8818,
MO,2016,New Madrid County,29143,county:29143,New Madrid County,New Madrid County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,New Madrid County,New Madrid County,1933,5270,149,7352,
