state,election_year,jurisdiction_name,jurisdiction_geoid,jurisdiction_tag,county,local_unit,source_id,source_level,row_method,source_url,source_display_name,source_jurisdiction_name,dem_votes,rep_votes,other_votes,total_votes,notes
MO,2016,Newton County,29145,county:29145,Newton County,Newton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Newton County,Newton County,4990,20553,972,26515,
MO,2016,Nodaway County,29147,county:29147,Nodaway County,Nodaway County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Nodaway County,Nodaway County,2529,6380,531,9440,
MO,2016,Oregon County,29149,county:29149,Oregon County,Oregon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Oregon County,Oregon County,865,3671,131,4667,
MO,2016,Osage County,29151,county:29151,Osage County,Osage County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Osage County,Osage County,998,5856,235,7089,
MO,2016,Ozark County,29153,county:29153,Ozark County,Ozark County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Ozark County,Ozark County,724,3639,138,4501,
MO,2016,Pemiscot County,29155,county:29155,Pemiscot County,Pemiscot County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Pemiscot County,Pemiscot County,1947,3964,116,6027,
MO,2016,Perry County,29157,county:29157,Perry County,Perry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Perry County,Perry County,1520,6908,305,8733,
MO,2016,Pettis County,29159,county:29159,Pettis County,Pettis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Pettis County,Pettis County,4324,12810,933,18067,
MO,2016,Phelps County,29161,county:29161,Phelps County,Phelps County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Phelps County,Phelps County,4766,12709,1043,18518,
MO,2016,Pike County,29163,county:29163,Pike County,Pike County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Pike County,Pike County,1806,5274,295,7375,
MO,2016,Platte County,29165,county:29165,Platte County,Platte County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Platte County,Platte County,20057,25933,2912,48902,
MO,2016,Polk County,29167,county:29167,Polk County,Polk County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Polk County,Polk County,2631,10438,644,13713,
MO,2016,Pulaski County,29169,county:29169,Pulaski County,Pulaski County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Pulaski County,Pulaski County,2922,9876,663,13461,
MO,2016,Putnam County,29171,county:29171,Putnam County,Putnam County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Putnam County,Putnam County,353,1936,54,2343,
MO,2016,Ralls County,29173,county:29173,Ralls County,Ralls County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Ralls County,Ralls County,1138,3969,159,5266,
MO,2016,Randolph County,29175,county:29175,Randolph County,Randolph County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Randolph County,Randolph County,2283,7529,497,10309,
MO,2016,Ray County,29177,county:29177,Ray County,Ray County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Ray County,Ray County,3090,7104,645,10839,
MO,2016,Reynolds County,29179,county:29179,Reynolds County,Reynolds County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Reynolds County,Reynolds County,540,2406,91,3037,
MO,2016,Ripley County,29181,county:29181,Ripley County,Ripley County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Ripley County,Ripley County,830,4522,168,5520,
MO,2016,Saline County,29195,county:29195,Saline County,Saline County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Saline County,Saline County,2789,5977,481,9247,
MO,2016,Schuyler County,29197,county:29197,Schuyler County,Schuyler County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Schuyler County,Schuyler County,354,1505,73,1932,
MO,2016,Scotland County,29199,county:29199,Scotland County,Scotland County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Scotland County,Scotland County,365,1525,78,1968,
MO,2016,Scott County,29201,county:29201,Scott County,Scott County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Scott County,Scott County,3575,13168,503,17246,
MO,2016,Shannon County,29203,county:29203,Shannon County,Shannon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Shannon County,Shannon County,776,2966,162,3904,
MO,2016,Shelby County,29205,county:29205,Shelby County,Shelby County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Shelby County,Shelby County,606,2524,122,3252,
MO,2016,St. Charles County,29183,county:29183,St. Charles County,St. Charles County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,St. Charles County,St. Charles County,68626,121650,10461,200737,
MO,2016,St. Clair County,29185,county:29185,St. Clair County,St. Clair County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,St. Clair County,St. Clair County,936,3501,193,4630,
MO,2016,St. Francois County,29187,county:29187,St. Francois County,St. Francois County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,St. Francois County,St. Francois County,6250,17468,997,24715,
MO,2016,St. Louis City,29510,county:29510,St. Louis City,St. Louis City,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,St. Louis City,St. Louis City,104235,20832,5817,130884,
MO,2016,St. Louis County,29189,county:29189,St. Louis County,St. Louis County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,St. Louis County,St. Louis County,286704,202434,24090,513228,
MO,2016,Ste. Genevieve County,29186,county:29186,Ste. Genevieve County,Ste. Genevieve County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Ste. Genevieve County,Ste. Genevieve County,2542,5496,426,8464,
MO,2016,Stoddard County,29207,county:29207,Stoddard County,Stoddard County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Stoddard County,Stoddard County,1876,11079,328,13283,
MO,2016,Stone County,29209,county:29209,Stone County,Stone County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Stone County,Stone County,2887,13158,504,16549,
MO,2016,Sullivan County,29211,county:29211,Sullivan County,Sullivan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Sullivan County,Sullivan County,526,1884,74,2484,
MO,2016,Taney County,29213,county:29213,Taney County,Taney County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Taney County,Taney County,4373,18276,796,23445,
MO,2016,Texas County,29215,county:29215,Texas County,Texas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Texas County,Texas County,1728,8875,332,10935,
MO,2016,Vernon County,29217,county:29217,Vernon County,Vernon County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Vernon County,Vernon County,1707,6533,345,8585,
MO,2016,Warren County,29219,county:29219,Warren County,Warren County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Warren County,Warren County,3915,11111,742,15768,
MO,2016,Washington County,29221,county:29221,Washington County,Washington County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Washington County,Washington County,1926,7048,306,9280,
MO,2016,Wayne County,29223,county:29223,Wayne County,Wayne County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Wayne County,Wayne County,948,4658,155,5761,
MO,2016,Webster County,29225,county:29225,Webster County,Webster County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Webster County,Webster County,3177,12840,690,16707,
MO,2016,Worth County,29227,county:29227,Worth County,Worth County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Worth County,Worth County,195,808,43,1046,
MO,2016,Wright County,29229,county:29229,Wright County,Wright County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfPartyColumns,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November82016-GeneralElection.pdf,Wright County,Wright County,1170,6707,217,8094,
MO,2020,Adair County,29001,county:29001,Adair County,Adair County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Adair County,Adair County,3710,6413,212,10335,
MO,2020,Andrew County,29003,county:29003,Andrew County,Andrew County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Andrew County,Andrew County,2351,7255,146,9752,
MO,2020,Atchison County,29005,county:29005,Atchison County,Atchison County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Atchison County,Atchison County,564,2199,51,2814,
MO,2020,Audrain County,29007,county:29007,Audrain County,Audrain County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Audrain County,Audrain County,2704,7732,214,10650,
MO,2020,Barry County,29009,county:29009,Barry County,Barry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Barry County,Barry County,2948,12425,225,15598,
MO,2020,Barton County,29011,county:29011,Barton County,Barton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Barton County,Barton County,844,5168,65,6077,
MO,2020,Bates County,29013,county:29013,Bates County,Bates County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Bates County,Bates County,1672,6597,147,8416,
MO,2020,Benton County,29015,county:29015,Benton County,Benton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Benton County,Benton County,2180,8109,186,10475,
MO,2020,Bollinger County,29017,county:29017,Bollinger County,Bollinger County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Bollinger County,Bollinger County,750,5167,66,5983,
MO,2020,Boone County,29019,county:29019,Boone County,Boone County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Boone County,Boone County,50064,38646,2420,91130,
MO,2020,Buchanan County,29021,county:29021,Buchanan County,Buchanan County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Buchanan County,Buchanan County,13445,22450,703,36598,
MO,2020,Butler County,29023,county:29023,Butler County,Butler County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Butler County,Butler County,3301,14602,237,18140,
MO,2020,Caldwell County,29025,county:29025,Caldwell County,Caldwell County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Caldwell County,Caldwell County,897,3725,60,4682,
MO,2020,Callaway County,29027,county:29027,Callaway County,Callaway County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Callaway County,Callaway County,5870,14815,455,21140,
MO,2020,Camden County,29029,county:29029,Camden County,Camden County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Camden County,Camden County,5652,18850,310,24812,
MO,2020,Cape Girardeau County,29031,county:29031,Cape Girardeau County,Cape Girardeau County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Cape Girardeau County,Cape Girardeau County,10760,28907,642,40309,
MO,2020,Carroll County,29033,county:29033,Carroll County,Carroll County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Carroll County,Carroll County,786,3706,40,4532,
MO,2020,Carter County,29035,county:29035,Carter County,Carter County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Carter County,Carter County,418,2451,28,2897,
MO,2020,Cass County,29037,county:29037,Cass County,Cass County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Cass County,Cass County,19052,37197,1149,57398,
MO,2020,Cedar County,29039,county:29039,Cedar County,Cedar County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Cedar County,Cedar County,1145,5788,110,7043,
MO,2020,Chariton County,29041,county:29041,Chariton County,Chariton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Chariton County,Chariton County,916,3111,49,4076,
MO,2020,Christian County,29043,county:29043,Christian County,Christian County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Christian County,Christian County,11131,34920,774,46825,
MO,2020,Clark County,29045,county:29045,Clark County,Clark County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Clark County,Clark County,678,2672,44,3394,
MO,2020,Clay County,29047,county:29047,Clay County,Clay County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Clay County,Clay County,59400,64605,2523,126528,
MO,2020,Clinton County,29049,county:29049,Clinton County,Clinton County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Clinton County,Clinton County,2896,7799,193,10888,
MO,2020,Cole County,29051,county:29051,Cole County,Cole County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Cole County,Cole County,12694,26086,734,39514,
MO,2020,Cooper County,29053,county:29053,Cooper County,Cooper County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Cooper County,Cooper County,2249,6272,169,8690,
MO,2020,Crawford County,29055,county:29055,Crawford County,Crawford County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Crawford County,Crawford County,2113,8725,135,10973,
MO,2020,Dade County,29057,county:29057,Dade County,Dade County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Dade County,Dade County,656,3414,49,4119,
MO,2020,Dallas County,29059,county:29059,Dallas County,Dallas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Dallas County,Dallas County,1380,6619,105,8104,
MO,2020,Daviess County,29061,county:29061,Daviess County,Daviess County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Daviess County,Daviess County,746,3102,61,3909,
MO,2020,DeKalb County,29063,county:29063,DeKalb County,DeKalb County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,De Kalb County,De Kalb County,930,3828,85,4843,Normalized the source display name De Kalb County to the Census county display name DeKalb County.
MO,2020,Dent County,29065,county:29065,Dent County,Dent County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Dent County,Dent County,1056,5987,99,7142,
MO,2020,Douglas County,29067,county:29067,Douglas County,Douglas County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Douglas County,Douglas County,1016,5898,86,7000,
MO,2020,Dunklin County,29069,county:29069,Dunklin County,Dunklin County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Dunklin County,Dunklin County,2200,8135,84,10419,
MO,2020,Franklin County,29071,county:29071,Franklin County,Franklin County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Franklin County,Franklin County,14569,38058,1050,53677,
MO,2020,Gasconade County,29073,county:29073,Gasconade County,Gasconade County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Gasconade County,Gasconade County,1601,6222,100,7923,
MO,2020,Gentry County,29075,county:29075,Gentry County,Gentry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Gentry County,Gentry County,613,2581,41,3235,
MO,2020,Greene County,29077,county:29077,Greene County,Greene County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Greene County,Greene County,55068,83630,3051,141749,
MO,2020,Grundy County,29079,county:29079,Grundy County,Grundy County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Grundy County,Grundy County,799,3585,53,4437,
MO,2020,Harrison County,29081,county:29081,Harrison County,Harrison County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Harrison County,Harrison County,597,3198,30,3825,
MO,2020,Henry County,29083,county:29083,Henry County,Henry County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Henry County,Henry County,2619,8027,142,10788,
MO,2020,Hickory County,29085,county:29085,Hickory County,Hickory County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Hickory County,Hickory County,1056,3966,58,5080,
MO,2020,Holt County,29087,county:29087,Holt County,Holt County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Holt County,Holt County,338,1976,29,2343,
MO,2020,Howard County,29089,county:29089,Howard County,Howard County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Howard County,Howard County,1413,3553,125,5091,
MO,2020,Howell County,29091,county:29091,Howell County,Howell County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Howell County,Howell County,3218,15181,249,18648,
MO,2020,Iron County,29093,county:29093,Iron County,Iron County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Iron County,Iron County,945,3596,51,4592,
MO,2020,Jackson County,29095,county:29095,Jackson County,Jackson County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdfKansasCityWithinJacksonCountyAggregation,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Jackson County + Kansas City,Jackson County + Kansas City,199842,126535,6556,332933,Aggregated the Kansas City election-authority row into Jackson County because the Missouri Secretary of State identifies that jurisdiction as Kansas City within Jackson County.
MO,2020,Jasper County,29097,county:29097,Jasper County,Jasper County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Jasper County,Jasper County,13549,37728,1069,52346,
MO,2020,Jefferson County,29099,county:29099,Jefferson County,Jefferson County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Jefferson County,Jefferson County,37523,77046,2103,116672,
MO,2020,Johnson County,29101,county:29101,Johnson County,Johnson County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Johnson County,Johnson County,6974,15489,659,23122,
MO,2020,Knox County,29103,county:29103,Knox County,Knox County,mo-historical-presidential-sos-county-pdfs,county,missouriSosOfficialCountyPdf,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-November32020.pdf,Knox County,Knox County,340,1486,28,1854,
