state,electionYear,auditName,county,municipality,reportingUnit,auditableEquipment,ballotsAudited,sourceDocumentId,sourceUrl
WI,2024,2024 Post-Election Voting Equipment Audit,Lincoln,T. Corning,Wards 1-2,ES&S DS200,550,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Lincoln,T. Harrison,Wards 1-3,ES&S DS200,645,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Lincoln,T. Scott,Wards 1-2,ES&S DS200,891,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,C. Kiel,"Wards 1-6,8",ES&S DS200,2236,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,C. Manitowoc,Wards 19-20,ES&S DS200,1276,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,T. Cooperstown,Wards 1-2,ES&S DS200,828,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,T. Mishicot,Wards 1-2,ES&S DS200,813,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,V. Cleveland,Wards 1-2,ES&S DS200,870,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,V. Francis Creek,Ward 1,ES&S DS200,418,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,V. Mishicot,Wards 1-4,ES&S DS200,864,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Manitowoc,V. Reedsville,Wards 1-2,ES&S DS200,624,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,C. Wausau,Ward 5,ES&S DS200,951,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,T. Brighton,Wards 1-2,ES&S DS200,284,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,T. Johnson,Ward 1,ES&S DS200,393,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,T. Texas,Wards 1-2,ES&S DS200,1110,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,T. Wausau,Wards 1-3,ES&S DS200,1474,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,T. Weston,Ward 1,ES&S DS200,419,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,V. Birnamwood,Ward 2,Dominion Voting - ImageCast X (ICX) VVPAT,117,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,V. Kronenwetter,Wards 6-11,ES&S DS200,2966,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marathon,V. Stratford,Wards 1-2,ES&S DS200,938,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marinette,C. Marinette,Wards 1-8,Dominion Voting - ImageCast Evolution (ICE),4954,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marinette,T. Stephenson,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),1377,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marquette,T. Mecan,Ward 1,Dominion Voting - ImageCast Evolution (ICE),510,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marquette,T. Oxford,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),592,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marquette,V. Oxford,Ward 1,Dominion Voting - ImageCast Evolution (ICE),315,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Marquette,V. Westfield,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),602,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Menominee,T. Menominee,"Wards 1,3-5",ES&S DS200,1347,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Franklin,Ward 9,ES&S DS200,355,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Franklin,Ward 5,ES&S DS200,804,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Franklin,Ward 11,ES&S DS200,883,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Glendale,"Wards 2,8",ES&S DS200,1682,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Greenfield,Ward 26,ES&S DS200,147,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Greenfield,Ward 25,ES&S DS200,866,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Greenfield,Ward 2,ES&S DS200,926,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Milwaukee,Ward 354,ES&S DS200/ES&S DS450/ES&S DS850,0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Milwaukee,Ward 356,ES&S DS200/ES&S DS450/ES&S DS850,87,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Milwaukee,Ward 302,ES&S DS200/ES&S DS450/ES&S DS850,351,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Milwaukee,Ward 289,ES&S DS200/ES&S DS450/ES&S DS850,558,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Oak Creek,Ward 14,ES&S DS200,780,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Oak Creek,Ward 4,ES&S DS200,909,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Wauwatosa,Ward 7A,ES&S DS200/ES&S DS450,575,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Wauwatosa,Ward 15,ES&S DS200/ES&S DS450,865,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. Wauwatosa,Ward 11,ES&S DS200/ES&S DS450,956,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. West Allis,Ward 4,ES&S DS200/ES&S DS450,1491,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,C. West Allis,Ward 14,ES&S DS200/ES&S DS450,1824,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,V. Hales Corners,Wards 1-3,ES&S DS200,1661,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Milwaukee,V. Whitefish Bay,Wards 1-2,ES&S DS200,1610,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,T. Angelo,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),797,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,T. La Grange,Wards 3-4,Dominion Voting - ImageCast Evolution (ICE)/ Dominion Voting - ImageCast X (ICX) VVPAT,88,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,T. Leon,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),695,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,T. Little Falls,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),884,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,T. Sheldon,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),285,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,V. Kendall,Ward 1,Dominion Voting - ImageCast Evolution (ICE),237,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,V. Norwalk,Ward 1,Dominion Voting - ImageCast Evolution (ICE),216,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,V. Oakdale,Ward 1,Dominion Voting - ImageCast Evolution (ICE),153,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,V. Rockland,Ward 2,ES&S DS200,0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Monroe,V. Wilton,Ward 1,Dominion Voting - ImageCast Evolution (ICE),252,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Oconto,T. Riverview,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),647,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Oconto,T. Underhill,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,277,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Oneida,T. Lake Tomahawk,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),784,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Oneida,T. Lynne,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,61,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Oneida,T. Pelican,Wards 1-4,Dominion Voting - ImageCast Evolution (ICE),1780,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,C. Appleton,Ward 47,ES&S DS200,0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,C. Appleton,Ward 35,ES&S DS200,1232,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,C. Appleton,Ward 43,ES&S DS200,1295,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,C. Seymour,Wards 1-7,ES&S DS200,1995,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,T. Bovina,Wards 1-2,ES&S DS200,803,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,T. Ellington,Wards 1-5,ES&S DS200,2165,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,T. Freedom,Wards 1-8,ES&S DS200,4002,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,T. Grand Chute,"Wards 15,17,20",ES&S DS200,1191,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,T. Osborn,Wards 1-2,ES&S DS200,846,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,T. Seymour,Wards 1-2,ES&S DS200,791,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Outagamie,V. Greenville,Wards 1-10,ES&S DS200,4794,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Ozaukee,C. Cedarburg,Ward 4,Dominion Voting - ImageCast Evolution (ICE),1112,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Ozaukee,C. Mequon,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),2236,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Ozaukee,C. Port Washington,"Wards 4,8",Dominion Voting - ImageCast Evolution (ICE),1330,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Ozaukee,T. Cedarburg,"Wards 5-6,10",Dominion Voting - ImageCast Evolution (ICE),1400,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Ozaukee,V. Grafton,Wards 9-10,Dominion Voting - ImageCast Evolution (ICE),1267,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Ozaukee,V. Saukville,"Wards 1,6-7",Dominion Voting - ImageCast Evolution (ICE),1379,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pepin,T. Stockholm,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,125,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pepin,T. Waterville,Wards 1-2,Dominion Voting - ImageCast X (ICX) VVPAT,432,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,C. Prescott,Wards 1-5,ES&S DS200,2613,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,C. River Falls,Wards 6-9,ES&S DS200,1329,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,T. Ellsworth,Wards 1-2,ES&S DS200,781,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,T. Gilman,Ward 1,ES&S DS200,684,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,T. River Falls,Wards 1-5,ES&S DS200,1609,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,T. Trimbelle,Wards 1-2,ES&S DS200,1106,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,V. Bay City,Ward 1,ES&S DS200,234,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Pierce,V. Plum City,Ward 1,ES&S DS200,328,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Polk,T. Clam Falls,Ward 1,Dominion Voting - ImageCast Evolution (ICE),339,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Polk,T. Eureka,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),1139,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Polk,T. Laketown,Ward 1,Dominion Voting - ImageCast Evolution (ICE),692,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Polk,T. Mckinley,Ward 1,Dominion Voting - ImageCast Evolution (ICE),256,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Portage,C. Stevens Point,Wards 16-18,ES&S DS200,1562,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Portage,T. Belmont,Ward 1,ES&S DS200,416,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
