state,electionYear,auditName,county,municipality,reportingUnit,auditableEquipment,ballotsAudited,sourceDocumentId,sourceUrl
WI,2024,2024 Post-Election Voting Equipment Audit,Portage,T. Plover,Wards 1-3,ES&S DS200,966,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Price,T. Spirit,Ward 1,Dominion Voting - ImageCast Evolution (ICE),236,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Price,V. Kennan,Ward 1,Dominion Voting - ImageCast Evolution (ICE),87,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Racine,C. Racine,Ward 47,Dominion Voting - ImageCast Evolution (ICE),211,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Racine,C. Racine,Ward 28,Dominion Voting - ImageCast Evolution (ICE),628,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Racine,C. Racine,Ward 4,Dominion Voting - ImageCast Evolution (ICE),700,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Racine,V. Mount Pleasant,"Wards 5-6,25",Dominion Voting - ImageCast Evolution (ICE),1593,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Racine,V. Waterford,Wards 1-10,Dominion Voting - ImageCast Evolution (ICE),3855,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Richland,T. Bloom,Ward 1,Dominion Voting - ImageCast Evolution (ICE),271,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Richland,T. Orion,Ward 1,Dominion Voting - ImageCast Evolution (ICE),320,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Richland,T. Willow,Ward 1,Dominion Voting - ImageCast Evolution (ICE),303,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Richland,V. Viola,Ward 2,Dominion Voting - ImageCast Evolution (ICE),234,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,C. Beloit,Ward 14,ES&S DS200,225,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,C. Janesville,Ward 4,ES&S DS200/ES&S DS450,330,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,C. Janesville,Ward 10,ES&S DS200/ES&S DS450,692,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,C. Janesville,Ward 26,ES&S DS200/ES&S DS450,823,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,T. Beloit,Ward 5,ES&S DS200,6,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,T. La Prairie,Ward 2,ES&S DS200,150,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,T. Milton,Wards 1-5,ES&S DS200,2104,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rock,T. Newark,Wards 1-2,ES&S DS200,1048,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rusk,T. Grant,Wards 1-6,Dominion Voting - ImageCast Evolution (ICE),457,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rusk,T. Marshall,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),257,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rusk,T. Rusk,Ward 1,Dominion Voting - ImageCast Evolution (ICE),396,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Rusk,T. Stubbs,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),360,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,C. Baraboo,Wards 1-19,ES&S DS200,6856,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Baraboo,Wards 1-5,ES&S DS200,1163,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Bear Creek,Ward 1,ES&S DS200,388,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Excelsior,Wards 2-3,ES&S DS200,1090,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Fairfield,Wards 1-2,ES&S DS200,748,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Ironton,Ward 2,ES&S DS200,58,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Prairie Du Sac,Wards 1-2,ES&S DS200,707,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,T. Sumpter,"Wards 1,3",ES&S DS200,324,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sauk,V. Cazenovia,Ward 2,Dominion Voting - ImageCast Evolution (ICE),0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sawyer,T. Couderay,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,44,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sawyer,T. Weirgor,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,107,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sawyer,V. Exeland,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,74,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Shawano,T. Bartelme,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,349,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Shawano,T. Green Valley,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),629,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Shawano,T. Herman,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),320,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Shawano,T. Lessor,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),827,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Shawano,V. Wittenberg,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),461,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,C. Sheboygan,Ward 21,Clear Ballot ClearCast,596,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,C. Sheboygan,Ward 11,Clear Ballot ClearCast,890,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,C. Sheboygan,Ward 8,Clear Ballot ClearCast,962,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,T. Holland,Ward 4,Clear Ballot ClearCast,0,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,T. Lima,Wards 1-4,Clear Ballot ClearCast,1949,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,T. Lyndon,Wards 1-3,Clear Ballot ClearCast,1057,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,T. Mosel,Ward 1,Clear Ballot ClearCast,512,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,T. Plymouth,Wards 1-4,Clear Ballot ClearCast,2138,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,V. Cedar Grove,Wards 1-3,Clear Ballot ClearCast,1394,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Sheboygan,V. Howards Grove,Wards 1-4,Clear Ballot ClearCast,2162,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,C. Hudson,Wards 7-8,ES&S DS200,943,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,T. Baldwin,Wards 1-2,ES&S DS200,677,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,T. Cady,Ward 1,ES&S DS200,554,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,T. Emerald,Ward 1,ES&S DS200,528,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,T. Glenwood,Ward 1,ES&S DS200,469,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,T. Hammond,Wards 1-3,ES&S DS200,1669,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,St. Croix,V. Somerset,Wards 1-4,ES&S DS200,1830,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Taylor,T. Greenwood,Ward 1,ES&S DS200,400,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Taylor,T. Roosevelt,Ward 1,ES&S DS200,198,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Taylor,T. Taft,Ward 1,ES&S DS200,166,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Trempealeau,T. Arcadia,Wards 1-4,Dominion Voting - ImageCast Evolution (ICE),1026,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Trempealeau,T. Caledonia,Ward 1,Dominion Voting - ImageCast Evolution (ICE),582,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Trempealeau,T. Dodge,Ward 1,Dominion Voting - ImageCast Evolution (ICE),263,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Trempealeau,T. Hale,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),646,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Trempealeau,T. Sumner,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),568,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Vernon,T. Hamburg,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),611,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Vernon,T. Union,Wards 1-3,Dominion Voting - ImageCast Evolution (ICE),245,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Vernon,V. Genoa,Ward 1,Dominion Voting - ImageCast Evolution (ICE),134,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Vilas,C. Eagle River,Wards 1-5,Dominion Voting - ImageCast Evolution (ICE),936,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Vilas,T. Manitowish Waters,Ward 1,Dominion Voting - ImageCast Evolution (ICE),568,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,C. Whitewater,Wards 8-10,Dominion Voting - ImageCast Evolution (ICE),193,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,T. Geneva,"Wards 1-7,9-10",Dominion Voting - ImageCast Evolution (ICE),3076,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,T. Linn,Ward 5,Dominion Voting - ImageCast Evolution (ICE),319,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,T. Spring Prairie,Wards 1-4,Dominion Voting - ImageCast Evolution (ICE),1562,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,T. Sugar Creek,Wards 1-7,Dominion Voting - ImageCast Evolution (ICE),2593,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,V. Genoa City,Wards 1-5,Dominion Voting - ImageCast Evolution (ICE),1602,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Walworth,V. Sharon,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE),776,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washburn,C. Spooner,Wards 1-4,Dominion Voting - ImageCast Evolution (ICE)/ Dominion Voting - ImageCast X (ICX) VVPAT,1239,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washburn,T. Bashaw,Wards 1-2,Dominion Voting - ImageCast Evolution (ICE)/ Dominion Voting - ImageCast X (ICX) VVPAT,172,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washburn,T. Bass Lake,Ward 1,Dominion Voting - ImageCast Evolution (ICE),397,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washburn,T. Madge,Ward 1,Dominion Voting - ImageCast Evolution (ICE)/ Dominion Voting - ImageCast X (ICX) VVPAT,186,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washburn,T. Stone Lake,Ward 1,Dominion Voting - ImageCast X (ICX) VVPAT,158,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washington,C. West Bend,Wards 9-10,Dominion Voting - ImageCast Evolution (ICE),1398,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washington,T. Barton,Wards 1-4,Dominion Voting - ImageCast Evolution (ICE),2000,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washington,T. Farmington,Wards 1-5,Dominion Voting - ImageCast Evolution (ICE),2576,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washington,T. Hartford,Ward 5,Dominion Voting - ImageCast Evolution (ICE),575,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Washington,V. Germantown,Wards 12-14,Dominion Voting - ImageCast Evolution (ICE),2015,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Mukwonago,Wards 1-10,ES&S DS200,5296,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,C. Brookfield,Ward 21,ES&S DS200,1429,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,C. Brookfield,Ward 9,ES&S DS200,1470,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,C. Waukesha,"Wards 2, 24, 51",ES&S DS200,2537,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,T. Mukwonago,"Wards 1,4-10,12",ES&S DS200,2722,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
WI,2024,2024 Post-Election Voting Equipment Audit,Waukesha,V. Lisbon,"Wards 1,6-7",ES&S DS200,3152,wi-2024-post-election-voting-equipment-audit-final-report,https://elections.wi.gov/sites/default/files/documents/2024%20Post-Election%20Voting%20Equipment%20Audit%20Final%20Report.pdf
