state,election_year,jurisdiction_name,county,local_unit,source_id,source_level,row_method,source_url,dem_votes,rep_votes,other_votes,total_votes
VA,2012,Accomack County,Accomack County,Accomack County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,7655,8213,183,16051
VA,2012,Albemarle County,Albemarle County,Albemarle County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,29757,23297,934,53988
VA,2012,Alexandria City,Alexandria City,Alexandria City,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,52199,20249,1093,73541
VA,2012,Alleghany County,Alleghany County,Alleghany County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,3403,3595,175,7173
VA,2012,Amelia County,Amelia County,Amelia County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,2490,4331,94,6915
VA,2012,Amherst County,Amherst County,Amherst County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,5900,8876,194,14970
VA,2012,Appomattox County,Appomattox County,Appomattox County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,2453,5340,142,7935
VA,2012,Arlington County,Arlington County,Arlington County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,81269,34474,1867,117610
VA,2012,Augusta County,Augusta County,Augusta County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,9451,23624,621,33696
VA,2012,Bath County,Bath County,Bath County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,894,1274,55,2223
VA,2012,Bedford City,Bedford City,Bedford City,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,1225,1527,53,2805
VA,2012,Bedford County,Bedford County,Bedford County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,10209,26679,549,37437
VA,2012,Bland County,Bland County,Bland County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,735,2144,69,2948
VA,2012,Botetourt County,Botetourt County,Botetourt County,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,5452,12479,310,18241
VA,2012,Bristol City,Bristol City,Bristol City,va-historical-presidential-electionstats-locality,locality,virginiaElectionStatsContestCsvLocality,https://historical.elections.virginia.gov/contest/44930,2492,4780,124,7396
