state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
TN,2024,Lincoln County,6-1 Fayetteville CPC,319,915,15,1249,291,888,31,1210,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,6-2 Belleville,58,406,4,468,54,396,5,455,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,6-3 Mulberry,88,443,8,539,82,424,12,518,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,7-1 Elora,96,595,6,697,96,565,14,675,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,7-2 Flintville,83,730,5,818,80,685,15,780,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,7-3 Gum Springs,61,392,3,456,53,374,9,436,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,8-1 Lincoln,143,990,5,1138,136,952,16,1104,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Lincoln County,8-2 Howell Hill,132,677,3,812,119,644,19,782,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Chota,615,1385,28,2028,573,1427,24,2024,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Davis,161,863,11,1035,150,863,12,1025,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Eaton,667,2535,39,3241,678,2473,45,3196,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Glendale,309,1519,18,1846,309,1476,35,1820,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Greenback,272,1499,16,1787,280,1449,35,1764,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Highland Park,824,2676,32,3532,809,2640,51,3500,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Lenoir City,845,2474,40,3359,840,2352,75,3267,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Lenoir City Outside,168,627,15,810,169,602,18,789,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Loudon,616,1965,44,2625,609,1899,42,2550,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Loudon Outside,300,1414,19,1733,305,1366,35,1706,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Luttrell,50,472,1,523,53,456,5,514,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,North,793,2699,39,3531,757,2677,67,3501,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Philadelphia,209,1095,14,1318,230,1024,31,1285,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Tellico V. North,657,1448,18,2123,607,1510,11,2128,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Loudon County,Tellico V. South,1139,2555,24,3718,1059,2634,30,3723,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Armory,186,1055,12,1253,190,989,11,1190,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Central,124,890,8,1022,130,818,29,977,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,County High School,113,1039,6,1158,126,957,22,1105,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,County Junior High,122,807,11,940,126,756,14,896,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Cross Roads,106,828,11,945,108,771,16,895,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Lafayette,129,612,11,752,133,572,5,710,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Red Boiling Springs,132,700,7,839,123,657,20,800,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Welcome Center,109,1017,8,1134,106,952,15,1073,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Westside,136,920,16,1072,147,853,29,1029,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Macon County,Willette,120,1090,8,1218,132,1017,24,1173,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,1-1 Civic Center,560,291,16,867,503,304,37,844,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,1-2 Mt Moriah,752,84,21,857,687,106,22,815,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,10-1 Ledge,53,415,4,472,55,402,13,470,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,10-2 Parkview,664,1478,22,2164,605,1478,37,2120,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,10-3 Victory,1221,1579,30,2830,1113,1609,57,2779,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,2-1 Light of Life,718,291,19,1028,658,307,23,988,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,2-2 Aldersgate,606,699,22,1327,567,727,19,1313,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,2-3 Westwood,1146,1063,35,2244,1093,1062,58,2213,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,3-1 Sacred Heart,598,2010,24,2632,558,2018,24,2600,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,3-2 Poplar Heights,412,625,15,1052,373,639,19,1031,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,4-1 Masonic Lodge,1102,1253,31,2386,1000,1283,56,2339,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,4-2 Destiny,566,340,13,919,527,349,21,897,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,4-3 Englewood Warehouse,478,1089,18,1585,453,1087,23,1563,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,5-1 Macedonia,1076,80,16,1172,968,108,46,1122,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,5-2 New St. Luke,1189,768,22,1979,1124,769,45,1938,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,6-1 Meridian,362,1006,13,1381,317,981,23,1321,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,6-2 MC Fire Station 13,97,408,6,511,94,401,9,504,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,6-3 Malesus,168,689,4,861,150,685,6,841,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,6-4 Medon,84,274,3,361,77,267,8,352,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,7-1 UT Ag Ctr,812,818,29,1659,732,837,41,1610,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,7-2 MC Fire Station 17,465,222,4,691,420,232,20,672,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,7-3 Mercer,84,277,5,366,72,264,17,353,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,8-2 Browns,260,730,5,995,239,713,23,975,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,8-3 Mifflin,95,684,3,782,95,665,6,766,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,8-4 East Union,280,940,10,1230,252,935,13,1200,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,8-5 Lesters,183,672,6,861,168,675,8,851,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,9-1 Lighthouse,750,1191,20,1961,668,1222,39,1929,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,9-2 Star Center,943,2264,34,3241,882,2303,46,3231,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Madison County,9-3 Three Way,391,1145,14,1550,357,1150,22,1529,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Elder Mountain,54,131,2,187,52,131,2,185,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Foster Falls,79,536,5,620,79,512,15,606,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Haletown-Ladd,94,374,6,474,98,351,10,459,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Jasper,737,2449,27,3213,711,2375,64,3150,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Kimball,233,730,8,971,246,675,19,940,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Lodge,58,151,0,209,55,148,7,210,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Monteagle,220,449,5,674,214,440,10,664,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,New Hope,117,513,9,639,118,497,10,625,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Orme,18,47,1,66,15,48,3,66,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Powells Crossroads,205,1134,10,1349,214,1086,21,1321,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,River Canyon,50,217,1,268,50,207,7,264,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Sequatchie,175,898,13,1086,194,852,19,1065,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Shellmound,110,425,2,537,111,408,7,526,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,South Pittsburg,587,1166,16,1769,580,1118,45,1743,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Walden's Ridge,55,227,5,287,62,205,15,282,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Whitwell,180,951,5,1136,190,891,27,1108,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marion County,Whitwell Mountain,54,390,4,448,53,370,9,432,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,1 Chapel Hill,432,1932,24,2388,440,1866,38,2344,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,2 Henry Horton Park,376,1521,16,1913,378,1469,34,1881,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,3 Belfast,256,1499,8,1763,256,1436,24,1716,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,4 Cornersville,315,1618,16,1949,318,1533,43,1894,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,5 Recreation Center,468,1264,15,1747,471,1208,29,1708,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,6 Parkview,387,1183,10,1580,365,1157,24,1546,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,7 Hardison,403,778,10,1191,388,729,37,1154,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,8 Lewisburg Gas,337,1290,21,1648,357,1229,24,1610,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Marshall County,9 McKnight Center,416,1341,26,1783,418,1289,36,1743,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Armory 7-1,809,2263,28,3100,807,2191,75,3073,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Battle Creek 5-1,822,2590,35,3447,835,2535,44,3414,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Bear Creek 1-1,801,2223,34,3058,820,2158,60,3038,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Bigbyville 9-1,443,2050,17,2510,440,2020,33,2493,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,College Hill 3-1,1326,1022,37,2385,1288,992,56,2336,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Culleoka 9-2,387,2191,21,2599,389,2143,39,2571,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,First Family 2-1,764,2016,28,2808,765,1976,47,2788,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Hampshire 7-2,177,1088,12,1277,167,1063,16,1246,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Mt. Pleasant 10-1,805,2061,16,2882,775,2003,66,2844,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Neapolis 5-2,736,1582,38,2356,719,1566,62,2347,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Pleasant Heights 4-2,474,985,22,1481,461,964,42,1467,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Porters Chapel 10-2,122,720,8,850,129,706,10,845,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Rally Hill 8-1,421,1563,19,2003,425,1528,31,1984,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Riverside 1-2,615,1108,22,1745,608,1080,39,1727,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Santa Fe 6-1,179,957,7,1143,190,920,21,1131,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Spring Hill 11-2,1221,2760,56,4037,1197,2738,72,4007,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Spring Hill Library 11-1,584,1435,13,2032,548,1457,27,2032,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Spring Hill MS 6-2,1015,2898,47,3960,1000,2871,69,3940,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,St. Catherines 4-1,912,1682,28,2622,897,1662,43,2602,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Theta 6-3,357,1434,27,1818,353,1413,32,1798,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,West End 2-2,282,507,9,798,280,491,16,787,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Maury County,Wright 8-2,893,2241,45,3179,915,2188,50,3153,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Allen Memorial,400,1241,18,1659,402,1186,33,1621,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Athens City,555,2200,24,2779,545,2134,58,2737,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Calhoun,122,499,8,629,129,478,16,623,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Courthouse,453,1643,30,2126,443,1592,57,2092,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,E K Baker,167,1166,11,1344,172,1128,26,1326,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Englewood,366,2095,23,2484,377,2002,50,2429,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Etowah,432,1840,19,2291,428,1775,49,2252,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Jones Chapel,111,957,8,1076,122,901,26,1049,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Library,161,379,4,544,156,373,9,538,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,McMinn High,209,656,3,868,202,623,22,847,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Mountain View,230,1157,7,1394,228,1121,21,1370,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Niota,475,2705,14,3194,467,2597,71,3135,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Riceville,296,1689,10,1995,304,1628,34,1966,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McMinn County,Rogers Creek,230,1446,13,1689,230,1396,31,1657,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Adamsville 2-1,160,1080,18,1258,162,1062,12,1236,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Bethel Springs 1-1,124,593,6,723,112,578,11,701,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Courthouse SE 6-1,325,1326,18,1669,320,1280,34,1634,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,East View 5-3,62,414,3,479,62,402,7,471,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Finger 1-2,60,404,3,467,51,401,6,458,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Guys 5-4,88,223,1,312,82,212,5,299,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Lawton 2-2,46,290,1,337,45,275,5,325,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Leapwood 3-1,53,477,2,532,53,465,6,524,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,McNairy 1-3,45,369,7,421,46,360,4,410,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,McNairy County,Michie 7-1,148,1096,11,1255,143,1057,27,1227,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
