state,election_year,jurisdiction_name,level,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,gov_dem,gov_rep,gov_other,gov_total,house_district,house_dem,house_rep,house_other,house_total,ballots_regular,ballots_absentee,ballots_cast,checklist_republican,checklist_democratic,checklist_undeclared,registered_voters,same_day_registered,turnout_pct,denominator_type,denominator_note,warning_required,source_url
NH,2024,Alton,town_ward,Belknap County,Alton,1553,2645,26,4224,1252,2867,73,4192,1,1611,2555,2,4168,3583,686,4269,2400,854,1722,4976,368,85.79,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Barnstead,town_ward,Belknap County,Barnstead,1208,1893,37,3138,1041,1998,78,3117,1,1305,1771,3,3079,2874,285,3159,1621,796,1296,3713,413,85.08,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Belmont,town_ward,Belknap County,Belmont,1634,2626,64,4324,1418,2828,97,4343,1,1865,2427,0,4292,3987,350,4337,2489,1183,1561,5233,508,82.88,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Center Harbor,town_ward,Belknap County,Center Harbor,390,419,5,814,327,465,12,804,2,393,401,1,795,689,132,821,353,208,332,893,71,91.94,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Gilford,town_ward,Belknap County,Gilford,2473,2751,63,5287,2000,3160,35,5195,1,2594,2591,2,5187,4386,959,5345,2524,1319,2503,6346,366,84.23,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Gilmanton,town_ward,Belknap County,Gilmanton,1035,1611,15,2661,915,1696,47,2658,1,1105,1514,2,2621,2385,310,2695,1382,627,1121,3130,271,86.10,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Laconia Ward 1,town_ward,Belknap County,Laconia Ward 1,939,1095,28,2062,742,1261,40,2043,1,977,1054,2,2033,1662,406,2068,978,473,973,2424,131,85.31,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Laconia Ward 2,town_ward,Belknap County,Laconia Ward 2,651,696,16,1363,562,750,32,1344,1,731,605,4,1340,1242,126,1368,664,418,607,1689,222,80.99,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Laconia Ward 3,town_ward,Belknap County,Laconia Ward 3,854,665,13,1532,768,691,28,1487,1,897,590,1,1488,1334,193,1527,625,538,751,1914,237,79.78,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Laconia Ward 4,town_ward,Belknap County,Laconia Ward 4,592,760,14,1366,537,766,44,1347,1,675,664,1,1340,1381,106,1487,672,458,606,1736,264,85.66,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Laconia Ward 5,town_ward,Belknap County,Laconia Ward 5,513,752,19,1284,468,749,50,1267,1,587,665,3,1255,1210,85,1295,593,349,646,1588,251,81.55,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Laconia Ward 6,town_ward,Belknap County,Laconia Ward 6,772,1136,13,1921,648,1222,31,1901,1,827,1056,0,1883,1687,241,1928,1046,471,819,2336,242,82.53,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Meredith,town_ward,Belknap County,Meredith,2242,2355,50,4647,1824,2712,60,4596,1,2345,2227,3,4575,3857,811,4668,2127,1221,2373,5721,319,81.59,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,New Hampton,town_ward,Belknap County,New Hampton,748,898,22,1668,649,956,39,1644,2,772,851,1,1624,1484,194,1678,749,497,733,1979,181,84.79,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Sanbornton,town_ward,Belknap County,Sanbornton,883,1232,24,2139,770,1298,45,2113,1,948,1143,2,2093,1891,263,2154,1067,584,863,2514,173,85.68,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Tilton,town_ward,Belknap County,Tilton,982,1231,33,2246,841,1313,70,2224,1,1081,1115,1,2197,1957,292,2249,1072,689,1053,2814,288,79.92,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Albany,town_ward,Carroll County,Albany,253,194,5,452,226,215,11,452,2,243,195,0,438,420,48,468,182,196,206,584,40,80.14,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Bartlett,town_ward,Carroll County,Bartlett,1304,782,27,2113,1136,933,26,2095,1,1324,762,2,2088,1638,487,2125,725,866,1246,2837,132,74.90,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Brookfield,town_ward,Carroll County,Brookfield,236,336,8,580,200,362,14,576,1,253,322,0,575,546,40,586,263,117,268,648,47,90.43,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Chatham,town_ward,Carroll County,Chatham,113,119,2,234,91,131,5,227,1,104,122,0,226,201,35,236,97,58,119,274,15,86.13,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Conway,town_ward,Carroll County,Conway,3372,2529,71,5972,2913,2820,143,5876,1,3501,2345,2,5848,4741,1265,6006,2261,2302,3098,7661,503,78.40,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Eaton,town_ward,Carroll County,Eaton,193,127,2,322,157,147,7,311,1,195,116,0,311,271,52,323,113,115,161,389,22,83.03,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Effingham,town_ward,Carroll County,Effingham,374,627,10,1011,349,621,30,1000,1,418,570,0,988,929,88,1017,431,194,569,1194,109,85.18,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Freedom,town_ward,Carroll County,Freedom,536,647,12,1195,454,712,12,1178,1,574,592,0,1166,1016,189,1205,509,286,630,1425,105,84.56,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Hale's Location,town_ward,Carroll County,Hale's Location,53,77,2,132,42,93,1,136,1,53,81,1,135,105,33,138,97,29,35,161,6,85.71,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Hart's Location,town_ward,Carroll County,Hart's Location,21,25,0,46,19,27,0,46,1,25,21,0,46,36,10,46,18,15,20,53,1,86.79,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Jackson,town_ward,Carroll County,Jackson,541,220,15,776,480,276,13,769,2,535,224,1,760,591,189,780,182,323,424,929,32,83.96,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Madison,town_ward,Carroll County,Madison,939,824,21,1784,830,902,29,1761,1,970,775,1,1746,1514,278,1792,629,506,1008,2143,153,83.62,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Moultonborough,town_ward,Carroll County,Moultonborough,1692,2182,52,3926,1315,2509,43,3867,1,1699,2140,0,3839,3007,946,3953,2029,866,1733,4628,232,85.41,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Ossipee,town_ward,Carroll County,Ossipee,979,1693,24,2696,851,1724,76,2651,1,1065,1551,0,2616,2301,412,2713,1508,655,1216,3379,255,80.29,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Sandwich,town_ward,Carroll County,Sandwich,759,432,17,1208,719,455,19,1193,2,763,424,2,1189,996,216,1212,372,505,444,1321,44,91.75,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Tamworth,town_ward,Carroll County,Tamworth,914,922,19,1855,815,960,39,1814,1,964,825,4,1793,1612,251,1863,777,725,783,2285,155,81.53,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
NH,2024,Tuftonboro,town_ward,Carroll County,Tuftonboro,900,1070,25,1995,754,1192,25,1971,1,921,1044,1,1966,1669,345,2014,1033,794,465,2292,118,87.87,namesOnChecklist,New Hampshire Secretary of State names-on-checklist total from the 2024 General Election workbook.,false,https://www.sos.nh.gov/2024-general-election-results
