state,election_year,jurisdiction_code,jurisdiction_name,county,local_unit,level,ballots_cast,registered_voters,turnout_pct,denominator_type,denominator_timing,denominator_note,warning_required,source_url,source_title,source_status,notes
IN,2024,,Adams County,Adams County,Adams County,county,14170,19935,71.0810,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 5793; Absentee 8377.
IN,2024,,Allen County,Allen County,Allen County,county,165189,285127,57.9352,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 88074; Absentee 77115.
IN,2024,,Bartholomew County,Bartholomew County,Bartholomew County,county,35952,54087,66.4707,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 12331; Absentee 23621.
IN,2024,,Benton County,Benton County,Benton County,county,3994,6021,66.3345,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 2243; Absentee 1751.
IN,2024,,Blackford County,Blackford County,Blackford County,county,5197,8556,60.7410,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 2065; Absentee 3132.
IN,2024,,Boone County,Boone County,Boone County,county,40776,62062,65.7020,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 11320; Absentee 29456.
IN,2024,,Brown County,Brown County,Brown County,county,9066,13545,66.9324,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 3905; Absentee 5161.
IN,2024,,Carroll County,Carroll County,Carroll County,county,9341,14903,62.6787,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 3988; Absentee 5353.
IN,2024,,Cass County,Cass County,Cass County,county,14293,22675,63.0342,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 4515; Absentee 9778.
IN,2024,,Clark County,Clark County,Clark County,county,59078,96263,61.3715,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 36556; Absentee 22522.
IN,2024,,Clay County,Clay County,Clay County,county,12198,18820,64.8140,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 6471; Absentee 5727.
IN,2024,,Clinton County,Clinton County,Clinton County,county,12641,20350,62.1179,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 5149; Absentee 7492.
IN,2024,,Crawford County,Crawford County,Crawford County,county,5071,7920,64.0278,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 3491; Absentee 1580.
IN,2024,,Daviess County,Daviess County,Daviess County,county,11590,17559,66.0060,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 4349; Absentee 7241.
IN,2024,,Dearborn County,Dearborn County,Dearborn County,county,26837,40526,66.2217,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 14949; Absentee 11888.
IN,2024,,Decatur County,Decatur County,Decatur County,county,12281,17631,69.6557,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 6566; Absentee 5715.
IN,2024,,DeKalb County,DeKalb County,DeKalb County,county,20022,29972,66.8023,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 7839; Absentee 12183.
IN,2024,,Delaware County,Delaware County,Delaware County,county,46547,76488,60.8553,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 28906; Absentee 17641.
IN,2024,,Dubois County,Dubois County,Dubois County,county,21754,30676,70.9154,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 7378; Absentee 14376.
IN,2024,,Elkhart County,Elkhart County,Elkhart County,county,70869,126875,55.8573,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 37212; Absentee 33657.
IN,2024,,Fayette County,Fayette County,Fayette County,county,9977,17159,58.1444,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 4292; Absentee 5685.
IN,2024,,Floyd County,Floyd County,Floyd County,county,41686,62972,66.1977,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 13566; Absentee 28120.
IN,2024,,Fountain County,Fountain County,Fountain County,county,8053,12418,64.8494,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 4887; Absentee 3166.
IN,2024,,Franklin County,Franklin County,Franklin County,county,12204,17922,68.0951,registeredVoters,sosElectionTurnoutReport,Indiana Election Division registered voters from the official 2024 General Election Turnout and Registration report.,false,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf,Indiana Election Division 2024 General Election Turnout and Registration report,loaded,Election Day Vote 5887; Absentee 6317.
