ElectionId,Date,Description,Type,OfficialResults,CountyName,Name,PartyCode,PartyName,TicketCode,OfficeCode,OfficeDescription,District,DistrictName,Division,DivisionName,Votes,TotalVotes,Percentage
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Roane,ALEX X. MOONEY,R,Republican,N,CA,U.S. House of Representatives,2,2nd Congressional District,0,,2747,5021,54.71%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Roane,MARK HUNT,D,Democrat,N,CA,U.S. House of Representatives,2,2nd Congressional District,0,,2274,5021,45.29%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Summers,EVAN JENKINS,R,Republican,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,2582,4622,55.86%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Summers,MATT DETCH,D,Democrat,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,1564,4622,33.84%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Summers,ZANE LAWHORN,L,Libertarian,N,CA,U.S. House of Representatives,3,3RD CONGRESSIONAL DISTRICT,0,,476,4622,10.30%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Taylor,DAVID B. MCKINLEY,R,Republican,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,3171,6577,48.21%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Taylor,MIKE MANYPENNY,D,Democrat,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,3406,6577,51.79%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Tucker,DAVID B. MCKINLEY,R,Republican,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,2245,3350,67.01%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Tucker,MIKE MANYPENNY,D,Democrat,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,1105,3350,32.99%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Tyler,DAVID B. MCKINLEY,R,Republican,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,2888,3498,82.56%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Tyler,MIKE MANYPENNY,D,Democrat,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,610,3498,17.44%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Upshur,ALEX X. MOONEY,R,Republican,N,CA,U.S. House of Representatives,2,2nd Congressional District,0,,6047,8771,68.94%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Upshur,MARK HUNT,D,Democrat,N,CA,U.S. House of Representatives,2,2nd Congressional District,0,,2724,8771,31.06%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wayne,EVAN JENKINS,R,Republican,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,11402,14238,80.08%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wayne,MATT DETCH,D,Democrat,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,2492,14238,17.50%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wayne,ZANE LAWHORN,L,Libertarian,N,CA,U.S. House of Representatives,3,3RD CONGRESSIONAL DISTRICT,0,,344,14238,2.42%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Webster,EVAN JENKINS,R,Republican,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,2022,2774,72.89%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Webster,MATT DETCH,D,Democrat,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,664,2774,23.94%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Webster,ZANE LAWHORN,L,Libertarian,N,CA,U.S. House of Representatives,3,3RD CONGRESSIONAL DISTRICT,0,,88,2774,3.17%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wetzel,DAVID B. MCKINLEY,R,Republican,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,4531,6026,75.19%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wetzel,MIKE MANYPENNY,D,Democrat,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,1495,6026,24.81%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wirt,ALEX X. MOONEY,R,Republican,N,CA,U.S. House of Representatives,2,2nd Congressional District,0,,1383,2277,60.74%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wirt,MARK HUNT,D,Democrat,N,CA,U.S. House of Representatives,2,2nd Congressional District,0,,894,2277,39.26%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wood,DAVID B. MCKINLEY,R,Republican,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,25063,33812,74.12%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wood,MIKE MANYPENNY,D,Democrat,N,CA,U.S. House of Representatives,1,1st Congressional District,0,,8749,33812,25.88%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wyoming,EVAN JENKINS,R,Republican,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,5358,7160,74.83%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wyoming,MATT DETCH,D,Democrat,N,CA,U.S. House of Representatives,3,3rd Congressional District,0,,1187,7160,16.58%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wyoming,ZANE LAWHORN,L,Libertarian,N,CA,U.S. House of Representatives,3,3RD CONGRESSIONAL DISTRICT,0,,615,7160,8.59%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Berkeley,JOHN W. SMALL JR.,R,Republican,C,CC,County Clerk,2,2ND COUNTYWIDE,0,,36460,36460,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Boone,ROGER TONEY,D,Democrat,C,CC,County Clerk,3,3RD COUNTYWIDE,0,,7580,7580,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Calhoun,JEAN SIMERS,D,Democrat,C,CC,County Clerk,7,7TH COUNTYWIDE,0,,2161,2161,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Gilmer,JEAN BUTCHER,R,Republican,C,CC,County Clerk,11,11TH COUNTYWIDE,0,,2168,2168,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Grant,HAROLD G HISER,R,Republican,C,CC,County Clerk,12,12TH COUNTYWIDE,0,,4111,4111,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Greenbrier,ROBIN YATES LOUDERMILK,D,Democrat,C,CC,County Clerk,13,13TH COUNTYWIDE,0,,11648,11648,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hardy,GREGORY L. ELY,D,Democrat,C,CC,County Clerk,16,16TH COUNTYWIDE,0,,4896,4896,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Harrison,SUSAN THOMAS,D,Democrat,C,CC,County Clerk,17,17TH COUNTYWIDE,0,,24179,24179,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lewis,CINDY STOUT ROWAN,R,Republican,C,CC,County Clerk,21,21ST COUNTYWIDE,0,,6174,6174,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lincoln,DIREL BAKER,D,Democrat,C,CC,County Clerk,22,22ND COUNTYWIDE,0,,5507,5507,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Marshall,JAN PEST,D,Democrat,C,CC,County Clerk,25,25TH COUNTYWIDE,0,,0,0,0%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Mason,DIANA CROMLEY,D,Democrat,C,CC,County Clerk,26,26TH COUNTYWIDE,0,,8952,8952,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Mineral,LAUREN ELLIFRITZ,R,Republican,C,CC,County Clerk,29,29TH COUNTYWIDE,0,,10542,10542,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Mingo,ANTHONY BLEVINS,I,Independent,C,CC,County Clerk,30,30th Countywide,0,,2190,2190,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Monongalia,CARYE L BLANEY,D,Democrat,C,CC,County Clerk,31,31ST COUNTYWIDE,0,,20228,34200,59.15%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Monongalia,KYLE MCAVOY,R,Republican,C,CC,County Clerk,31,31ST COUNTYWIDE,0,,13972,34200,40.85%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Pendleton,ELISE MILLER WHITE,D,Democrat,C,CC,County Clerk,36,36TH COUNTYWIDE,0,,2420,2420,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Pocahontas,MELISSA      (MISSY) BENNETT,D,Democrat,C,CC,County Clerk,38,38TH COUNTYWIDE,0,,3179,3179,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Raleigh,DANNY MOORE,D,Democrat,C,CC,County Clerk,41,41ST COUNTYWIDE,0,,23435,23435,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Roane,CHARLIE WHITE,D,Democrat,C,CC,County Clerk,44,44TH COUNTYWIDE,0,,4905,4905,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Taylor,GEORGIANNA THOMPSON,R,Republican,C,CC,County Clerk,46,46TH COUNTYWIDE,0,,5908,5908,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Upshur,DEBBIE THACKER WILFONG,R,Republican,C,CC,County Clerk,49,49TH COUNTYWIDE,0,,8064,8064,100%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wood,BOB  BUCHANAN,R,Republican,C,CC,County Clerk,54,54TH COUNTYWIDE,0,,16471,34050,48.37%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Wood,MARK RHODES,D,Democrat,C,CC,County Clerk,54,54TH COUNTYWIDE,0,,17579,34050,51.63%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Barbour,BILL COLE,R,Republican,S,DA,Governor,0,,0,,2928,6096,48.03%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Barbour,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,263,6096,4.31%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Barbour,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,112,6096,1.84%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Barbour,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,2701,6096,44.31%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Barbour,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,92,6096,1.51%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Berkeley,BILL COLE,R,Republican,S,DA,Governor,0,,0,,23103,41852,55.20%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Berkeley,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,2320,41852,5.54%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Berkeley,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,1283,41852,3.07%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Berkeley,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,14879,41852,35.55%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Berkeley,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,267,41852,0.64%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Boone,BILL COLE,R,Republican,S,DA,Governor,0,,0,,2622,8796,29.81%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Boone,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,399,8796,4.54%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Boone,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,88,8796,1%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Boone,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,5649,8796,64.22%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Boone,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,38,8796,0.43%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Braxton,BILL COLE,R,Republican,S,DA,Governor,0,,0,,1765,5041,35.01%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Braxton,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,247,5041,4.90%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Braxton,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,56,5041,1.11%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Braxton,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,2959,5041,58.70%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Braxton,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,14,5041,0.28%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Brooke,BILL COLE,R,Republican,S,DA,Governor,0,,0,,4087,9453,43.23%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Brooke,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,498,9453,5.27%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Brooke,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,222,9453,2.35%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Brooke,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,4570,9453,48.34%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Brooke,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,76,9453,0.80%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Cabell,BILL COLE,R,Republican,S,DA,Governor,0,,0,,12065,33324,36.21%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Cabell,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,2322,33324,6.97%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Cabell,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,642,33324,1.93%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Cabell,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,18148,33324,54.46%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Cabell,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,147,33324,0.44%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Calhoun,BILL COLE,R,Republican,S,DA,Governor,0,,0,,1157,2615,44.24%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Calhoun,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,204,2615,7.80%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Calhoun,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,47,2615,1.80%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Calhoun,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,1193,2615,45.62%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Calhoun,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,14,2615,0.54%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Clay,BILL COLE,R,Republican,S,DA,Governor,0,,0,,1138,3027,37.59%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Clay,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,154,3027,5.09%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Clay,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,36,3027,1.19%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Clay,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,1683,3027,55.60%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Clay,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,16,3027,0.53%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Doddridge,BILL COLE,R,Republican,S,DA,Governor,0,,0,,1739,2856,60.89%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Doddridge,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,142,2856,4.97%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Doddridge,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,56,2856,1.96%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Doddridge,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,905,2856,31.69%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Doddridge,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,14,2856,0.49%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Fayette,BILL COLE,R,Republican,S,DA,Governor,0,,0,,4560,15519,29.38%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Fayette,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,1004,15519,6.47%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Fayette,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,241,15519,1.55%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Fayette,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,9631,15519,62.06%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Fayette,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,83,15519,0.53%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Gilmer,BILL COLE,R,Republican,S,DA,Governor,0,,0,,1116,2565,43.51%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Gilmer,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,171,2565,6.67%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Gilmer,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,57,2565,2.22%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Gilmer,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,1195,2565,46.59%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Gilmer,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,26,2565,1.01%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Grant,BILL COLE,R,Republican,S,DA,Governor,0,,0,,3203,4753,67.39%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Grant,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,101,4753,2.12%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Grant,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,112,4753,2.36%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Grant,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,1313,4753,27.62%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Grant,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,24,4753,0.50%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Greenbrier,BILL COLE,R,Republican,S,DA,Governor,0,,0,,4361,14182,30.75%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Greenbrier,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,998,14182,7.04%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Greenbrier,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,180,14182,1.27%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Greenbrier,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,8589,14182,60.56%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Greenbrier,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,54,14182,0.38%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hampshire,BILL COLE,R,Republican,S,DA,Governor,0,,0,,5239,8430,62.15%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hampshire,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,380,8430,4.51%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hampshire,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,232,8430,2.75%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hampshire,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,2537,8430,30.09%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hampshire,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,42,8430,0.50%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hancock,BILL COLE,R,Republican,S,DA,Governor,0,,0,,5992,12433,48.19%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hancock,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,688,12433,5.53%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hancock,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,309,12433,2.49%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hancock,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,5322,12433,42.81%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hancock,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,122,12433,0.98%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hardy,BILL COLE,R,Republican,S,DA,Governor,0,,0,,3015,5562,54.21%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hardy,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,173,5562,3.11%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hardy,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,113,5562,2.03%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hardy,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,2237,5562,40.22%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Hardy,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,24,5562,0.43%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Harrison,BILL COLE,R,Republican,S,DA,Governor,0,,0,,11916,28279,42.14%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Harrison,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,1274,28279,4.51%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Harrison,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,593,28279,2.10%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Harrison,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,14317,28279,50.63%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Harrison,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,179,28279,0.63%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jackson,BILL COLE,R,Republican,S,DA,Governor,0,,0,,5122,12291,41.67%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jackson,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,801,12291,6.52%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jackson,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,131,12291,1.07%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jackson,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,6200,12291,50.44%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jackson,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,37,12291,0.30%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jefferson,BILL COLE,R,Republican,S,DA,Governor,0,,0,,11599,23834,48.67%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jefferson,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,1639,23834,6.88%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jefferson,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,899,23834,3.77%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jefferson,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,9588,23834,40.23%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Jefferson,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,109,23834,0.46%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Kanawha,BILL COLE,R,Republican,S,DA,Governor,0,,0,,23849,76392,31.22%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Kanawha,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,6650,76392,8.71%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Kanawha,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,926,76392,1.21%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Kanawha,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,44756,76392,58.59%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Kanawha,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,211,76392,0.28%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lewis,BILL COLE,R,Republican,S,DA,Governor,0,,0,,3294,6967,47.28%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lewis,CHARLOTTE JEAN PRITT,M,Mountain,S,DA,Governor,0,,0,,307,6967,4.41%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lewis,DAVID MORAN,L,Libertarian,S,DA,Governor,0,,0,,110,6967,1.58%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lewis,JIM JUSTICE,D,Democrat,S,DA,Governor,0,,0,,3222,6967,46.25%
23,11/8/2016 12:00:00 AM,General Election - November 8 2016,County,Yes,Lewis,PHIL HUDOK,C,Constitution,S,DA,Governor,0,,0,,34,6967,0.49%
