state,election_year,county,jurisdiction_tag,local_unit,level,dem_candidate,rep_candidate,dem_votes,rep_votes,other_votes,total_votes,comparison_contest,comparison_dem_candidate,comparison_rep_candidate,comparison_dem_votes,comparison_rep_votes,comparison_other_votes,coverage_mode,source_id,comparison_source_id,source_url
NC,2020,Burke County,county:37023,0047-A,precinct,Joseph R. Biden,Donald J. Trump,722,852,21,1595,US SENATE,Cal Cunningham,Thom Tillis,718,800,60,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0047-B,precinct,Joseph R. Biden,Donald J. Trump,350,676,6,1032,US SENATE,Cal Cunningham,Thom Tillis,352,620,52,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0048,precinct,Joseph R. Biden,Donald J. Trump,632,991,18,1641,US SENATE,Cal Cunningham,Thom Tillis,605,957,69,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0051,precinct,Joseph R. Biden,Donald J. Trump,814,1733,21,2568,US SENATE,Cal Cunningham,Thom Tillis,793,1589,163,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0052,precinct,Joseph R. Biden,Donald J. Trump,277,703,10,990,US SENATE,Cal Cunningham,Thom Tillis,275,651,55,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0053,precinct,Joseph R. Biden,Donald J. Trump,316,1260,19,1595,US SENATE,Cal Cunningham,Thom Tillis,348,1142,80,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0062,precinct,Joseph R. Biden,Donald J. Trump,158,481,10,649,US SENATE,Cal Cunningham,Thom Tillis,154,468,22,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0064,precinct,Joseph R. Biden,Donald J. Trump,153,462,7,622,US SENATE,Cal Cunningham,Thom Tillis,154,442,24,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0065,precinct,Joseph R. Biden,Donald J. Trump,161,665,8,834,US SENATE,Cal Cunningham,Thom Tillis,185,598,44,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0066,precinct,Joseph R. Biden,Donald J. Trump,401,1128,15,1544,US SENATE,Cal Cunningham,Thom Tillis,420,1020,76,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Burke County,county:37023,0070,precinct,Joseph R. Biden,Donald J. Trump,535,1400,16,1951,US SENATE,Cal Cunningham,Thom Tillis,529,1331,78,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,01-02,precinct,Joseph R. Biden,Donald J. Trump,114,431,10,555,US SENATE,Cal Cunningham,Thom Tillis,102,416,36,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,01-04,precinct,Joseph R. Biden,Donald J. Trump,220,321,20,561,US SENATE,Cal Cunningham,Thom Tillis,190,322,45,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,01-07,precinct,Joseph R. Biden,Donald J. Trump,69,232,7,308,US SENATE,Cal Cunningham,Thom Tillis,62,225,19,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,01-08,precinct,Joseph R. Biden,Donald J. Trump,198,333,26,557,US SENATE,Cal Cunningham,Thom Tillis,186,321,39,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,01-10,precinct,Joseph R. Biden,Donald J. Trump,123,294,9,426,US SENATE,Cal Cunningham,Thom Tillis,108,274,30,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,01-11,precinct,Joseph R. Biden,Donald J. Trump,129,297,17,443,US SENATE,Cal Cunningham,Thom Tillis,112,294,31,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-01,precinct,Joseph R. Biden,Donald J. Trump,98,259,8,365,US SENATE,Cal Cunningham,Thom Tillis,95,231,30,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-02,precinct,Joseph R. Biden,Donald J. Trump,201,356,15,572,US SENATE,Cal Cunningham,Thom Tillis,188,340,41,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-03,precinct,Joseph R. Biden,Donald J. Trump,225,461,24,710,US SENATE,Cal Cunningham,Thom Tillis,212,441,57,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-05,precinct,Joseph R. Biden,Donald J. Trump,163,291,9,463,US SENATE,Cal Cunningham,Thom Tillis,150,289,24,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-06,precinct,Joseph R. Biden,Donald J. Trump,215,232,16,463,US SENATE,Cal Cunningham,Thom Tillis,196,218,45,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-07,precinct,Joseph R. Biden,Donald J. Trump,125,268,6,399,US SENATE,Cal Cunningham,Thom Tillis,103,269,17,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-08,precinct,Joseph R. Biden,Donald J. Trump,270,502,23,795,US SENATE,Cal Cunningham,Thom Tillis,258,478,56,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,02-09,precinct,Joseph R. Biden,Donald J. Trump,268,373,17,658,US SENATE,Cal Cunningham,Thom Tillis,234,385,33,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,03-00,precinct,Joseph R. Biden,Donald J. Trump,188,469,15,672,US SENATE,Cal Cunningham,Thom Tillis,158,444,60,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-01,precinct,Joseph R. Biden,Donald J. Trump,176,162,10,348,US SENATE,Cal Cunningham,Thom Tillis,150,148,43,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-03,precinct,Joseph R. Biden,Donald J. Trump,178,251,11,440,US SENATE,Cal Cunningham,Thom Tillis,167,223,43,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-08,precinct,Joseph R. Biden,Donald J. Trump,85,199,4,288,US SENATE,Cal Cunningham,Thom Tillis,82,172,31,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-09,precinct,Joseph R. Biden,Donald J. Trump,139,266,13,418,US SENATE,Cal Cunningham,Thom Tillis,125,255,37,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-11,precinct,Joseph R. Biden,Donald J. Trump,165,236,13,414,US SENATE,Cal Cunningham,Thom Tillis,157,220,34,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-12,precinct,Joseph R. Biden,Donald J. Trump,302,342,19,663,US SENATE,Cal Cunningham,Thom Tillis,287,318,50,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,04-13,precinct,Joseph R. Biden,Donald J. Trump,199,455,18,672,US SENATE,Cal Cunningham,Thom Tillis,182,423,57,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,05-00,precinct,Joseph R. Biden,Donald J. Trump,77,326,6,409,US SENATE,Cal Cunningham,Thom Tillis,69,315,24,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,06-00,precinct,Joseph R. Biden,Donald J. Trump,55,589,3,647,US SENATE,Cal Cunningham,Thom Tillis,55,568,21,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,07-00,precinct,Joseph R. Biden,Donald J. Trump,34,310,4,348,US SENATE,Cal Cunningham,Thom Tillis,42,295,8,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,08-00,precinct,Joseph R. Biden,Donald J. Trump,83,494,13,590,US SENATE,Cal Cunningham,Thom Tillis,87,449,48,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,09-00,precinct,Joseph R. Biden,Donald J. Trump,67,523,3,593,US SENATE,Cal Cunningham,Thom Tillis,61,499,32,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,10-00,precinct,Joseph R. Biden,Donald J. Trump,156,845,23,1024,US SENATE,Cal Cunningham,Thom Tillis,168,785,58,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,11-01,precinct,Joseph R. Biden,Donald J. Trump,334,382,23,739,US SENATE,Cal Cunningham,Thom Tillis,326,358,49,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,11-02,precinct,Joseph R. Biden,Donald J. Trump,109,353,13,475,US SENATE,Cal Cunningham,Thom Tillis,106,322,43,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-03,precinct,Joseph R. Biden,Donald J. Trump,100,196,9,305,US SENATE,Cal Cunningham,Thom Tillis,99,186,17,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-04,precinct,Joseph R. Biden,Donald J. Trump,140,212,14,366,US SENATE,Cal Cunningham,Thom Tillis,129,188,37,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-05,precinct,Joseph R. Biden,Donald J. Trump,106,239,14,359,US SENATE,Cal Cunningham,Thom Tillis,103,231,21,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-08,precinct,Joseph R. Biden,Donald J. Trump,103,147,8,258,US SENATE,Cal Cunningham,Thom Tillis,96,138,21,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-09,precinct,Joseph R. Biden,Donald J. Trump,117,308,10,435,US SENATE,Cal Cunningham,Thom Tillis,110,291,28,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-11,precinct,Joseph R. Biden,Donald J. Trump,114,164,10,288,US SENATE,Cal Cunningham,Thom Tillis,116,149,24,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-12,precinct,Joseph R. Biden,Donald J. Trump,126,247,10,383,US SENATE,Cal Cunningham,Thom Tillis,120,236,23,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-13,precinct,Joseph R. Biden,Donald J. Trump,366,155,12,533,US SENATE,Cal Cunningham,Thom Tillis,345,141,41,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Cabarrus County,county:37025,12-14,precinct,Joseph R. Biden,Donald J. Trump,178,309,13,500,US SENATE,Cal Cunningham,Thom Tillis,158,301,39,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR01,precinct,Joseph R. Biden,Donald J. Trump,101,312,1,414,US SENATE,Cal Cunningham,Thom Tillis,106,284,21,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR02,precinct,Joseph R. Biden,Donald J. Trump,48,224,5,277,US SENATE,Cal Cunningham,Thom Tillis,54,202,17,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR07,precinct,Joseph R. Biden,Donald J. Trump,44,355,5,404,US SENATE,Cal Cunningham,Thom Tillis,54,331,15,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR08,precinct,Joseph R. Biden,Donald J. Trump,51,236,2,289,US SENATE,Cal Cunningham,Thom Tillis,50,223,13,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR13,precinct,Joseph R. Biden,Donald J. Trump,49,422,2,473,US SENATE,Cal Cunningham,Thom Tillis,59,384,25,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR14,precinct,Joseph R. Biden,Donald J. Trump,50,228,5,283,US SENATE,Cal Cunningham,Thom Tillis,52,206,21,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR16,precinct,Joseph R. Biden,Donald J. Trump,62,75,1,138,US SENATE,Cal Cunningham,Thom Tillis,58,67,10,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR17,precinct,Joseph R. Biden,Donald J. Trump,60,134,2,196,US SENATE,Cal Cunningham,Thom Tillis,58,126,12,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR18,precinct,Joseph R. Biden,Donald J. Trump,51,267,10,328,US SENATE,Cal Cunningham,Thom Tillis,54,242,28,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR21,precinct,Joseph R. Biden,Donald J. Trump,59,380,6,445,US SENATE,Cal Cunningham,Thom Tillis,64,347,32,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR22,precinct,Joseph R. Biden,Donald J. Trump,65,361,4,430,US SENATE,Cal Cunningham,Thom Tillis,68,335,25,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR24,precinct,Joseph R. Biden,Donald J. Trump,35,158,7,200,US SENATE,Cal Cunningham,Thom Tillis,37,148,15,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR25,precinct,Joseph R. Biden,Donald J. Trump,29,179,5,213,US SENATE,Cal Cunningham,Thom Tillis,34,164,13,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR29,precinct,Joseph R. Biden,Donald J. Trump,88,216,3,307,US SENATE,Cal Cunningham,Thom Tillis,87,188,26,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR30,precinct,Joseph R. Biden,Donald J. Trump,113,189,7,309,US SENATE,Cal Cunningham,Thom Tillis,114,168,21,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR31,precinct,Joseph R. Biden,Donald J. Trump,60,106,0,166,US SENATE,Cal Cunningham,Thom Tillis,61,94,7,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR32,precinct,Joseph R. Biden,Donald J. Trump,66,423,8,497,US SENATE,Cal Cunningham,Thom Tillis,79,386,24,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR33,precinct,Joseph R. Biden,Donald J. Trump,90,482,18,590,US SENATE,Cal Cunningham,Thom Tillis,119,423,41,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR34,precinct,Joseph R. Biden,Donald J. Trump,98,441,6,545,US SENATE,Cal Cunningham,Thom Tillis,88,416,36,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Caldwell County,county:37027,PR35,precinct,Joseph R. Biden,Donald J. Trump,40,249,4,293,US SENATE,Cal Cunningham,Thom Tillis,44,232,15,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Camden County,county:37029,CH,precinct,Joseph R. Biden,Donald J. Trump,62,283,12,357,US SENATE,Cal Cunningham,Thom Tillis,54,274,20,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Camden County,county:37029,SH,precinct,Joseph R. Biden,Donald J. Trump,53,334,6,393,US SENATE,Cal Cunningham,Thom Tillis,43,319,23,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Camden County,county:37029,SM,precinct,Joseph R. Biden,Donald J. Trump,90,556,16,662,US SENATE,Cal Cunningham,Thom Tillis,79,531,44,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,ABCH,precinct,Joseph R. Biden,Donald J. Trump,292,898,9,1199,US SENATE,Cal Cunningham,Thom Tillis,281,871,45,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,ASCI,precinct,Joseph R. Biden,Donald J. Trump,127,493,1,621,US SENATE,Cal Cunningham,Thom Tillis,145,435,22,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,BCRK,precinct,Joseph R. Biden,Donald J. Trump,320,1198,19,1537,US SENATE,Cal Cunningham,Thom Tillis,333,1126,68,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,BFT1,precinct,Joseph R. Biden,Donald J. Trump,695,529,13,1237,US SENATE,Cal Cunningham,Thom Tillis,660,519,47,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,BFT2,precinct,Joseph R. Biden,Donald J. Trump,1121,1751,29,2901,US SENATE,Cal Cunningham,Thom Tillis,1077,1613,159,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,BOGU,precinct,Joseph R. Biden,Donald J. Trump,510,1889,32,2431,US SENATE,Cal Cunningham,Thom Tillis,508,1769,137,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,CCCP,precinct,Joseph R. Biden,Donald J. Trump,609,2061,35,2705,US SENATE,Cal Cunningham,Thom Tillis,586,1981,112,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
NC,2020,Carteret County,county:37031,DASW,precinct,Joseph R. Biden,Donald J. Trump,91,425,7,523,US SENATE,Cal Cunningham,Thom Tillis,102,399,17,presidentVsSenate,nc-2020-results-precinct-zip,nc-2020-results-precinct-zip,https://s3.amazonaws.com/dl.ncsbe.gov/ENRS/2020_11_03/results_pct_20201103.zip
