town_id,town_name,planning_region_geoid,planning_region_name,jurisdiction_tag,harris_and_walz,trump_and_vance,stein_and_ware,oliver_and_ter_maat,kennedy_jr_and_shanahan,ayyadurai_and_ellis,de_la_cruz_and_garcia,fox_and_mcvay,mcneil_and_mcneil,potus_and_kennedy,sonski_and_onak,west_and_abdullah,other_votes,total_votes,ballot_page,write_in_page_1,write_in_page_2,source_id,source_url
16,Bridgewater,09190,Western Connecticut Planning Region,county:09190,607,548,7,3,8,0,2,0,0,0,0,0,20,1175,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
17,Bristol,09140,Naugatuck Valley Planning Region,county:09140,14125,14218,144,108,123,10,3,0,0,1,3,2,394,28737,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
18,Brookfield,09190,Western Connecticut Planning Region,county:09190,5029,5458,83,38,53,0,0,0,0,0,0,1,175,10662,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
19,Brooklyn,09150,Northeastern Connecticut Planning Region,county:09150,1872,2426,19,23,24,0,0,0,0,0,0,0,66,4364,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
20,Burlington,09160,Northwest Hills Planning Region,county:09160,2782,2919,25,31,35,0,2,0,0,0,1,0,94,5795,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
21,Canaan,09160,Northwest Hills Planning Region,county:09160,451,198,1,3,3,0,0,0,0,0,0,0,7,656,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
22,Canterbury,09150,Northeastern Connecticut Planning Region,county:09150,1137,1904,16,10,29,0,1,0,0,0,2,1,59,3100,11,19,27,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
23,Canton,09110,Capitol Planning Region,county:09110,3848,2692,49,39,31,1,3,0,0,0,2,1,126,6666,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
24,Chaplin,09150,Northeastern Connecticut Planning Region,county:09150,535,695,13,3,5,0,0,0,0,0,0,0,21,1251,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
25,Cheshire,09140,Naugatuck Valley Planning Region,county:09140,9390,7498,159,83,98,0,4,0,0,0,1,0,345,17233,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
26,Chester,09130,Lower Connecticut River Valley Planning Region,county:09130,1666,866,15,9,20,0,1,0,0,0,2,0,47,2579,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
27,Clinton,09130,Lower Connecticut River Valley Planning Region,county:09130,4318,3550,49,37,40,0,0,0,0,0,0,0,126,7994,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
28,Colchester,09180,Southeastern Connecticut Planning Region,county:09180,4989,4332,47,57,69,0,0,0,0,0,0,0,173,9494,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
29,Colebrook,09160,Northwest Hills Planning Region,county:09160,403,548,7,3,3,0,0,0,0,0,0,0,13,964,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
30,Columbia,09110,Capitol Planning Region,county:09110,1787,1678,17,30,14,0,0,0,0,0,0,1,62,3527,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
31,Cornwall,09160,Northwest Hills Planning Region,county:09160,732,280,14,3,4,0,1,0,0,0,0,0,22,1034,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
32,Coventry,09110,Capitol Planning Region,county:09110,3808,3681,43,50,38,0,0,0,0,0,0,0,131,7620,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
33,Cromwell,09130,Lower Connecticut River Valley Planning Region,county:09130,4635,3816,77,50,62,0,2,0,0,0,1,3,195,8646,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
34,Danbury,09190,Western Connecticut Planning Region,county:09190,16318,13971,191,87,137,0,0,0,0,0,0,0,415,30704,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
35,Darien,09190,Western Connecticut Planning Region,county:09190,6988,4732,56,94,49,0,2,0,0,0,0,0,201,11921,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
36,Deep River,09130,Lower Connecticut River Valley Planning Region,county:09130,1735,1097,12,14,19,0,0,0,0,0,0,0,45,2877,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
37,Derby,09140,Naugatuck Valley Planning Region,county:09140,2581,2732,30,16,13,0,0,0,0,0,0,1,60,5373,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
38,Durham,09130,Lower Connecticut River Valley Planning Region,county:09130,2217,2382,43,35,27,0,1,0,0,0,0,1,107,4706,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
39,Eastford,09150,Northeastern Connecticut Planning Region,county:09150,445,599,5,7,12,0,0,0,0,0,0,0,24,1068,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
40,East Granby,09110,Capitol Planning Region,county:09110,1678,1462,25,22,19,0,0,0,0,0,0,0,66,3206,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
41,East Haddam,09130,Lower Connecticut River Valley Planning Region,county:09130,2902,2781,39,23,37,1,1,0,0,0,0,0,101,5784,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
42,East Hampton,09130,Lower Connecticut River Valley Planning Region,county:09130,4061,4006,33,37,62,0,1,0,0,0,0,1,134,8201,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
43,East Hartford,09110,Capitol Planning Region,county:09110,12504,5550,129,35,62,0,0,0,0,0,0,0,226,18280,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
44,East Haven,09170,South Central Connecticut Planning Region,county:09170,6116,7728,61,33,47,0,0,0,0,0,0,1,142,13986,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
45,East Lyme,09180,Southeastern Connecticut Planning Region,county:09180,7272,4326,71,57,65,0,0,0,0,0,0,0,193,11791,12,20,28,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
46,Easton,09120,Greater Bridgeport Planning Region,county:09120,2627,2141,45,25,31,0,3,0,0,0,0,0,104,4872,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
47,East Windsor,09110,Capitol Planning Region,county:09110,2977,2815,32,12,27,0,1,0,0,0,0,0,72,5864,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
48,Ellington,09110,Capitol Planning Region,county:09110,4733,4666,59,26,60,0,1,0,0,0,1,0,147,9546,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
49,Enfield,09110,Capitol Planning Region,county:09110,10317,9718,131,81,97,0,2,0,0,0,4,1,316,20351,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
50,Essex,09130,Lower Connecticut River Valley Planning Region,county:09130,2892,1554,26,27,26,0,1,0,0,0,0,0,80,4526,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
51,Fairfield,09120,Greater Bridgeport Planning Region,county:09120,21494,12696,273,156,194,0,3,0,0,0,9,6,641,34831,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
52,Farmington,09110,Capitol Planning Region,county:09110,9058,6055,156,70,84,0,7,0,0,0,6,0,323,15436,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
53,Franklin,09180,Southeastern Connecticut Planning Region,county:09180,545,663,5,5,4,0,0,0,0,0,0,0,14,1222,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
54,Glastonbury,09110,Capitol Planning Region,county:09110,13185,7902,188,112,102,0,4,0,0,0,1,0,407,21494,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
55,Goshen,09160,Northwest Hills Planning Region,county:09160,910,1154,18,13,4,0,0,0,0,0,0,0,35,2099,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
56,Granby,09110,Capitol Planning Region,county:09110,4108,3118,32,52,46,0,1,0,0,0,1,0,132,7358,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
57,Greenwich,09190,Western Connecticut Planning Region,county:09190,19603,14122,162,168,129,0,2,1,0,0,1,1,464,34189,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
58,Griswold,09180,Southeastern Connecticut Planning Region,county:09180,2443,3591,24,27,35,0,0,0,0,0,2,0,88,6122,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
59,Groton,09180,Southeastern Connecticut Planning Region,county:09180,10284,6296,135,91,102,0,2,0,0,0,1,2,333,16913,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
60,Guilford,09170,South Central Connecticut Planning Region,county:09170,9334,4943,95,61,61,0,0,0,0,0,0,0,217,14494,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
61,Haddam,09130,Lower Connecticut River Valley Planning Region,county:09130,2640,2892,21,27,35,0,1,0,0,0,2,1,87,5619,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
62,Hamden,09170,South Central Connecticut Planning Region,county:09170,20222,7066,280,69,94,0,7,0,0,0,8,2,460,27748,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
63,Hampton,09150,Northeastern Connecticut Planning Region,county:09150,541,564,3,3,6,0,0,0,0,0,0,0,12,1117,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
64,Hartford,09110,Capitol Planning Region,county:09110,23418,4884,197,49,86,0,0,0,0,0,0,0,332,28634,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
65,Hartland,09160,Northwest Hills Planning Region,county:09160,430,855,4,2,12,0,0,0,0,0,3,0,21,1306,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
66,Harwinton,09160,Northwest Hills Planning Region,county:09160,1421,2315,16,11,20,0,0,0,0,0,0,0,47,3783,13,21,29,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
67,Hebron,09110,Capitol Planning Region,county:09110,3253,2795,37,23,37,0,1,0,0,0,0,0,98,6146,14,22,30,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
68,Kent,09160,Northwest Hills Planning Region,county:09160,1252,592,17,6,14,0,0,0,0,0,0,1,38,1882,14,22,30,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
69,Killingly,09150,Northeastern Connecticut Planning Region,county:09150,3282,4915,46,39,37,0,0,0,0,0,1,0,123,8320,14,22,30,ct-2024-statement-of-vote-president-town,https://portal.ct.gov/-/media/sots/electionservices/statementofvote_pdfs/2024_statement_of_vote.pdf?hash=27BE5012F5EF0B6BBF37B2A9242B54A2&rev=21871844f0be463886b823b12e6a442e
