county,agp_election_district_rows,agp_registered_voters,agp_voted,eac_registered_voters,eac_ballots_cast,november_1_registered_voters,agp_minus_eac_registered_voters,agp_voted_minus_eac_ballots_cast,november_1_minus_agp_registered_voters,caveat
"KENT COUNTY","99","143668","89143","143562","88601","143722","106","542","54","AGP voted and EAC ballots-cast fields may use different turnout semantics; keep EAC fallback active until replacement semantics are reviewed."
"NEW CASTLE COUNTY","318","437731","279797","437544","278078","438965","187","1719","1234","AGP voted and EAC ballots-cast fields may use different turnout semantics; keep EAC fallback active until replacement semantics are reviewed."
"SUSSEX COUNTY","120","207465","149146","207335","147688","208268","130","1458","803","AGP voted and EAC ballots-cast fields may use different turnout semantics; keep EAC fallback active until replacement semantics are reviewed."
