state,election_year,county,local_unit,source_county_id,source_unit_id,source_unit_name,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total
SD,2024,McCook,0006 Precinct-06,46,0006,Precinct-06,74,304,7,385,52,332,0,384
SD,2024,McPherson,0001 Precinct-1,47,0001,Precinct-1,46,293,5,344,42,273,0,315
SD,2024,McPherson,0002 Precinct-2,47,0002,Precinct-2,26,248,7,281,28,231,0,259
SD,2024,McPherson,0004 Precinct-4,47,0004,Precinct-4,67,287,5,359,49,300,0,349
SD,2024,McPherson,0009 Precinct-3,47,0009,Precinct-3,49,259,7,315,41,273,0,314
SD,2024,Meade,0001 EAST STURGIS #1,49,0001,EAST STURGIS #1,86,197,12,295,69,213,0,282
SD,2024,Meade,0002 SOUTHEAST STURGIS #2,49,0002,SOUTHEAST STURGIS #2,162,393,14,569,125,438,0,563
SD,2024,Meade,0003 CENTRAL STURGIS #3,49,0003,CENTRAL STURGIS #3,108,160,8,276,95,174,0,269
SD,2024,Meade,0004 WEST STURGIS #4,49,0004,WEST STURGIS #4,66,135,7,208,56,145,0,201
SD,2024,Meade,0005 NORTHWEST STURGIS #5,49,0005,NORTHWEST STURGIS #5,136,354,30,520,121,384,0,505
SD,2024,Meade,0006 TILFORD #6,49,0006,TILFORD #6,175,615,21,811,141,652,0,793
SD,2024,Meade,0007 RURAL STURGIS #7,49,0007,RURAL STURGIS #7,143,411,8,562,119,442,0,561
SD,2024,Meade,0008 HARMONY #8,49,0008,HARMONY #8,89,304,10,403,85,310,0,395
SD,2024,Meade,0009 BEAR BUTTE #9,49,0009,BEAR BUTTE #9,26,138,8,172,26,140,0,166
SD,2024,Meade,0010 SUMMERSET #10,49,0010,SUMMERSET #10,297,885,26,1208,245,942,0,1187
SD,2024,Meade,0011 PIEDMONT WEST #11,49,0011,PIEDMONT WEST #11,110,375,12,497,97,391,0,488
SD,2024,Meade,0012 NORTHEAST PIEDMONT #12,49,0012,NORTHEAST PIEDMONT #12,145,645,20,810,122,665,0,787
SD,2024,Meade,0013 SOUTHEAST PIEDMONT #13,49,0013,SOUTHEAST PIEDMONT #13,235,753,42,1030,190,809,0,999
SD,2024,Meade,0014 BLACK HAWK #14,49,0014,BLACK HAWK #14,98,248,11,357,88,270,0,358
SD,2024,Meade,0015 RURAL BLACK HAWK #15,49,0015,RURAL BLACK HAWK #15,98,360,8,466,82,375,0,457
SD,2024,Meade,0016 WEST BLACK HAWK #16,49,0016,WEST BLACK HAWK #16,103,252,5,360,91,269,0,360
SD,2024,Meade,0017 VIEWFIELD #17,49,0017,VIEWFIELD #17,5,108,1,114,4,106,0,110
SD,2024,Meade,0018 ELM SPRINGS #18,49,0018,ELM SPRINGS #18,12,83,0,95,10,80,0,90
SD,2024,Meade,0019 CENTRAL BLACK HAWK #19,49,0019,CENTRAL BLACK HAWK #19,223,598,24,845,183,631,0,814
SD,2024,Meade,0020 HEREFORD #20,49,0020,HEREFORD #20,9,51,2,62,6,55,0,61
SD,2024,Meade,0021 ELK VALE #21,49,0021,ELK VALE #21,7,73,1,81,7,70,0,77
SD,2024,Meade,0023 BASE #23,49,0023,BASE #23,209,412,13,634,197,418,0,615
SD,2024,Meade,0024 WEST ELK VALE #24,49,0024,WEST ELK VALE #24,56,202,6,264,49,199,0,248
SD,2024,Meade,0025 WHITE OWL #25,49,0025,WHITE OWL #25,2,47,0,49,1,45,0,46
SD,2024,Meade,0027 CHALK BUTTE #27,49,0027,CHALK BUTTE #27,10,112,2,124,15,107,0,122
SD,2024,Meade,0029 FAIRPOINT #29,49,0029,FAIRPOINT #29,5,32,0,37,5,32,0,37
SD,2024,Meade,0030 RED OWL #30,49,0030,RED OWL #30,3,80,0,83,5,75,0,80
SD,2024,Meade,0031 FAITH #31,49,0031,FAITH #31,23,233,2,258,18,229,0,247
SD,2024,Meade,0033 PINE #33,49,0033,PINE #33,7,80,0,87,13,66,0,79
SD,2024,Meade,0035 SULPHUR #35,49,0035,SULPHUR #35,0,48,2,50,3,41,0,44
SD,2024,Meade,0040 UNION #40,49,0040,UNION #40,6,24,2,32,4,28,0,32
SD,2024,Meade,0041 MARCUS #41,49,0041,MARCUS #41,0,52,2,54,4,50,0,54
SD,2024,Meade,0051 NORTHEAST STURGIS #1-A,49,0051,NORTHEAST STURGIS #1-A,54,115,7,176,45,122,0,167
SD,2024,Meade,0052 SOUTH STURGIS #2A,49,0052,SOUTH STURGIS #2A,119,272,10,401,74,316,0,390
SD,2024,Meade,0054 SOUTHWEST STURGIS #4A,49,0054,SOUTHWEST STURGIS #4A,101,207,5,313,70,234,0,304
SD,2024,Meade,0055 STURGIS #5A,49,0055,STURGIS #5A,81,156,6,243,58,182,0,240
SD,2024,Meade,0056 ALKALI #6A,49,0056,ALKALI #6A,21,143,4,168,13,143,0,156
SD,2024,Meade,0057 EAST PIEDMONT #12A,49,0057,EAST PIEDMONT #12A,68,349,7,424,54,360,0,414
SD,2024,Meade,0058 EAST ELK VALE #21A,49,0058,EAST ELK VALE #21A,116,510,16,642,106,524,0,630
SD,2024,Meade,0059 FORT MEADE #1A,49,0059,FORT MEADE #1A,7,28,0,35,7,27,0,34
SD,2024,Meade,0060 PIEDMONT CENTRAL #11A,49,0060,PIEDMONT CENTRAL #11A,199,640,10,849,151,674,0,825
SD,2024,Mellette,0002 Precinct-2,50,0002,Precinct-2,84,148,5,237,76,154,0,230
SD,2024,Mellette,0003 Precinct-3,50,0003,Precinct-3,38,107,6,151,32,13,0,45
SD,2024,Mellette,0005 Precinct-5,50,0005,Precinct-5,104,82,7,193,89,101,0,190
SD,2024,Mellette,0006 Precinct-6,50,0006,Precinct-6,59,97,3,159,56,102,0,158
SD,2024,Miner,0001 Precinct-1,51,0001,Precinct-1,40,108,2,150,34,115,0,149
SD,2024,Miner,0002 Precinct-2,51,0002,Precinct-2,33,93,4,130,16,109,0,125
SD,2024,Miner,0003 Precinct-3,51,0003,Precinct-3,38,80,5,123,30,86,0,116
SD,2024,Miner,0004 Precinct-4,51,0004,Precinct-4,48,104,7,159,18,139,0,157
SD,2024,Miner,0005 Precinct-5,51,0005,Precinct-5,18,54,6,78,15,63,0,78
SD,2024,Miner,0006 Precinct-6,51,0006,Precinct-6,39,178,3,220,29,187,0,216
SD,2024,Miner,0007 Precinct-7,51,0007,Precinct-7,53,132,4,189,47,139,0,186
SD,2024,Miner,0008 Precinct-8,51,0008,Precinct-8,24,92,2,118,20,96,0,116
SD,2024,Minnehaha,0011 Precinct-VP01,01,0011,Precinct-VP01,224,623,16,863,177,672,0,849
SD,2024,Minnehaha,0012 Precinct-VP02,01,0012,Precinct-VP02,465,958,37,1460,335,1122,0,1457
SD,2024,Minnehaha,0013 Precinct-VP03,01,0013,Precinct-VP03,635,1289,41,1965,439,1509,0,1948
SD,2024,Minnehaha,0014 Precinct-VP04,01,0014,Precinct-VP04,351,727,21,1099,257,818,0,1075
SD,2024,Minnehaha,0015 Precinct-VP05,01,0015,Precinct-VP05,666,1366,49,2081,479,1565,0,2044
SD,2024,Minnehaha,0016 Precinct-VP06,01,0016,Precinct-VP06,128,320,10,458,102,343,0,445
SD,2024,Minnehaha,0017 Precinct-VP07,01,0017,Precinct-VP07,606,1410,45,2061,451,1575,0,2026
SD,2024,Minnehaha,0018 Precinct-VP08,01,0018,Precinct-VP08,245,682,12,939,180,741,0,921
SD,2024,Minnehaha,0019 Precinct-VP09,01,0019,Precinct-VP09,447,1144,38,1629,349,1244,0,1593
SD,2024,Minnehaha,0020 Precinct-VP10,01,0020,Precinct-VP10,461,1120,35,1616,339,1251,0,1590
SD,2024,Minnehaha,0021 Precinct-VP11,01,0021,Precinct-VP11,112,406,9,527,88,429,0,517
SD,2024,Minnehaha,0023 Precinct-VP13,01,0023,Precinct-VP13,223,786,23,1032,178,838,0,1016
SD,2024,Minnehaha,0025 Precinct-VP15,01,0025,Precinct-VP15,693,1351,45,2089,529,1519,0,2048
SD,2024,Minnehaha,0026 Precinct-VP16,01,0026,Precinct-VP16,337,870,24,1231,255,945,0,1200
SD,2024,Minnehaha,0027 Precinct-VP17,01,0027,Precinct-VP17,187,547,20,754,141,601,0,742
SD,2024,Minnehaha,0031 Precinct-VP21,01,0031,Precinct-VP21,583,1418,30,2031,441,1560,0,2001
SD,2024,Minnehaha,0104 Precinct-0104,01,0104,Precinct-0104,489,353,14,856,393,451,0,844
SD,2024,Minnehaha,0105 Precinct-0105,01,0105,Precinct-0105,288,283,25,596,240,346,0,586
SD,2024,Minnehaha,0106 Precinct-0106,01,0106,Precinct-0106,653,670,30,1353,509,814,0,1323
SD,2024,Minnehaha,0109 Precinct-0109,01,0109,Precinct-0109,592,658,25,1275,476,768,0,1244
SD,2024,Minnehaha,0110 Precinct-0110,01,0110,Precinct-0110,623,779,34,1436,509,889,0,1398
SD,2024,Minnehaha,0117 Precinct-0117,01,0117,Precinct-0117,687,1025,48,1760,581,1152,0,1733
SD,2024,Minnehaha,0119 Precinct-0119,01,0119,Precinct-0119,366,388,28,782,306,455,0,761
SD,2024,Minnehaha,0201 Precinct-0201,01,0201,Precinct-0201,609,606,23,1238,480,756,0,1236
SD,2024,Minnehaha,0202 Precinct-0202,01,0202,Precinct-0202,798,754,37,1589,611,1001,0,1612
SD,2024,Minnehaha,0203 Precinct-0203,01,0203,Precinct-0203,600,632,43,1275,459,796,0,1255
SD,2024,Minnehaha,0206 Precinct-0206,01,0206,Precinct-0206,619,672,37,1328,476,831,0,1307
SD,2024,Minnehaha,0208 Precinct-0208,01,0208,Precinct-0208,319,288,18,625,228,399,0,627
SD,2024,Minnehaha,0209 Precinct-0209,01,0209,Precinct-0209,606,535,30,1171,500,663,0,1163
SD,2024,Minnehaha,0214 Precinct-0214,01,0214,Precinct-0214,713,807,15,1535,506,1002,0,1508
SD,2024,Minnehaha,0301 Precinct-0301,01,0301,Precinct-0301,440,420,25,885,355,526,0,881
SD,2024,Minnehaha,0305 Precinct-0305,01,0305,Precinct-0305,310,397,18,725,279,418,0,697
SD,2024,Minnehaha,0309 Precinct-0309,01,0309,Precinct-0309,709,742,46,1497,631,826,0,1457
SD,2024,Minnehaha,0310 Precinct-0310,01,0310,Precinct-0310,726,981,35,1742,568,1153,0,1721
SD,2024,Minnehaha,0311 Precinct-0311,01,0311,Precinct-0311,433,606,27,1066,360,694,0,1054
SD,2024,Minnehaha,0312 Precinct-0312,01,0312,Precinct-0312,465,685,22,1172,391,749,0,1140
SD,2024,Minnehaha,0313 Precinct-0313,01,0313,Precinct-0313,414,460,14,888,360,520,0,880
SD,2024,Minnehaha,0314 Precinct-0314,01,0314,Precinct-0314,602,854,32,1488,516,927,0,1443
SD,2024,Minnehaha,0315 Precinct-0315,01,0315,Precinct-0315,601,702,25,1328,498,819,0,1317
SD,2024,Minnehaha,0316 Precinct-0316,01,0316,Precinct-0316,797,1347,53,2197,605,1561,0,2166
SD,2024,Minnehaha,0317 Precinct-0317,01,0317,Precinct-0317,568,800,22,1390,452,907,0,1359
SD,2024,Minnehaha,0402 Precinct-0402,01,0402,Precinct-0402,385,381,28,794,341,440,0,781
SD,2024,Minnehaha,0403 Precinct-0403,01,0403,Precinct-0403,267,241,15,523,236,275,0,511
SD,2024,Minnehaha,0404 Precinct-0404,01,0404,Precinct-0404,426,444,27,897,356,520,0,876
SD,2024,Minnehaha,0405 Precinct-0405,01,0405,Precinct-0405,306,369,18,693,272,399,0,671
SD,2024,Minnehaha,0406 Precinct-0406,01,0406,Precinct-0406,279,392,14,685,254,423,0,677
SD,2024,Minnehaha,0407 Precinct-0407,01,0407,Precinct-0407,307,401,12,720,246,470,0,716
SD,2024,Minnehaha,0408 Precinct-0408,01,0408,Precinct-0408,400,401,17,818,339,473,0,812
SD,2024,Minnehaha,0409 Precinct-0409,01,0409,Precinct-0409,535,476,34,1045,462,560,0,1022
SD,2024,Minnehaha,0410 Precinct-0410,01,0410,Precinct-0410,181,243,8,432,144,281,0,425
SD,2024,Minnehaha,0411 Precinct-0411,01,0411,Precinct-0411,538,742,35,1315,427,866,0,1293
SD,2024,Minnehaha,0412 Precinct-0412,01,0412,Precinct-0412,712,718,42,1472,570,874,0,1444
SD,2024,Minnehaha,0413 Precinct-0413,01,0413,Precinct-0413,399,387,22,808,318,479,0,797
SD,2024,Minnehaha,0415 Precinct-0415,01,0415,Precinct-0415,802,1096,47,1945,628,1288,0,1916
SD,2024,Minnehaha,0501 Precinct-0501,01,0501,Precinct-0501,627,427,48,1102,553,513,0,1066
SD,2024,Minnehaha,0502 Precinct-0502,01,0502,Precinct-0502,364,215,21,600,318,278,0,596
SD,2024,Minnehaha,0503 Precinct-0503,01,0503,Precinct-0503,188,163,3,354,151,191,0,342
SD,2024,Minnehaha,0504 Precinct-0504,01,0504,Precinct-0504,767,405,30,1202,678,507,0,1185
SD,2024,Minnehaha,0506 Precinct-0506,01,0506,Precinct-0506,571,506,36,1113,471,621,0,1092
SD,2024,Minnehaha,0507 Precinct-0507,01,0507,Precinct-0507,398,213,14,625,310,306,0,616
SD,2024,Minnehaha,0508 Precinct-0508,01,0508,Precinct-0508,603,337,26,966,488,482,0,970
SD,2024,Minnehaha,0509 Precinct-0509,01,0509,Precinct-0509,294,184,16,494,249,238,0,487
SD,2024,Minnehaha,0510 Precinct-0510,01,0510,Precinct-0510,337,281,21,639,290,342,0,632
SD,2024,Minnehaha,0512 Precinct-0512,01,0512,Precinct-0512,787,606,37,1430,663,741,0,1404
SD,2024,Minnehaha,0515 Precinct-0515,01,0515,Precinct-0515,248,213,21,482,223,237,0,460
SD,2024,Minnehaha,0518 Precinct-0518,01,0518,Precinct-0518,699,473,41,1213,578,601,0,1179
SD,2024,Minnehaha,0519 Precinct-0519,01,0519,Precinct-0519,581,558,33,1172,489,673,0,1162
SD,2024,Minnehaha,0520 Precinct-0520,01,0520,Precinct-0520,475,497,29,1001,426,557,0,983
SD,2024,Minnehaha,0521 Precinct-0521,01,0521,Precinct-0521,473,388,16,877,403,463,0,866
SD,2024,Minnehaha,0522 Precinct-0522,01,0522,Precinct-0522,539,485,46,1070,480,559,0,1039
SD,2024,Minnehaha,0523 Precinct-0523,01,0523,Precinct-0523,462,333,22,817,420,372,0,792
SD,2024,Minnehaha,0524 Precinct-0217,01,0524,Precinct-0217,800,944,44,1788,590,1171,0,1761
SD,2024,Minnehaha,0525 Precinct-0218,01,0525,Precinct-0218,511,736,21,1268,406,845,0,1251
SD,2024,Minnehaha,0526 Precinct-0318,01,0526,Precinct-0318,398,422,17,837,317,496,0,813
SD,2024,Minnehaha,0527 Precinct-0319,01,0527,Precinct-0319,868,1216,42,2126,701,1370,0,2071
SD,2024,Minnehaha,0528 Precinct-0320,01,0528,Precinct-0320,204,319,15,538,161,369,0,530
SD,2024,Minnehaha,0529 Precinct-0417,01,0529,Precinct-0417,784,1428,43,2255,581,1633,0,2214
SD,2024,Minnehaha,0530 Precinct-0418,01,0530,Precinct-0418,428,756,13,1197,338,843,0,1181
SD,2024,Minnehaha,0531 Precinct-0416,01,0531,Precinct-0416,720,1008,19,1747,652,1013,0,1665
SD,2024,Minnehaha,0532 Precinct-0419,01,0532,Precinct-0419,517,534,23,1074,422,628,0,1050
SD,2024,Minnehaha,0533 Precinct-0516,01,0533,Precinct-0516,340,422,23,785,314,441,0,755
SD,2024,Moody,0001 Precinct-1,52,0001,Precinct-1,244,243,11,498,214,287,0,501
SD,2024,Moody,0002 Precinct-2,52,0002,Precinct-2,271,224,16,511,241,265,0,506
SD,2024,Moody,0003 Precinct-3,52,0003,Precinct-3,144,430,10,584,116,465,0,581
SD,2024,Moody,0004 Precinct-4,52,0004,Precinct-4,99,302,5,406,81,309,0,390
SD,2024,Moody,0005 Precinct-5,52,0005,Precinct-5,179,598,15,792,134,649,0,783
SD,2024,Moody,0034 Precinct-34,52,0034,Precinct-34,115,271,12,398,103,293,0,396
SD,2024,Oglala Lakota,C167 Bill Conquering Bear Gymnasium/Oglala Lakota County Schools,65,C167,Bill Conquering Bear Gymnasium/Oglala Lakota County Schools,97,47,2,146,87,59,0,146
SD,2024,Oglala Lakota,C168 Red Shirt School,65,C168,Red Shirt School,60,21,2,83,51,30,0,81
SD,2024,Oglala Lakota,C307 Little Wound School,65,C307,Little Wound School,394,55,9,458,357,92,0,449
SD,2024,Oglala Lakota,C308 Wound Knee District School Gym,65,C308,Wound Knee District School Gym,208,25,11,244,191,56,0,247
SD,2024,Oglala Lakota,C521 Brother Renee Hall,65,C521,Brother Renee Hall,424,46,17,487,362,113,0,475
SD,2024,Oglala Lakota,"C595 Christ The King Parish, Bill Pauly Hall",65,C595,"Christ The King Parish, Bill Pauly Hall",360,45,9,414,315,92,0,407
SD,2024,Oglala Lakota,C928 Wakan Tiospaye #12 Community Building,65,C928,Wakan Tiospaye #12 Community Building,79,27,6,112,72,39,0,111
SD,2024,Oglala Lakota,C929 Sacred Heart Church Hall,65,C929,Sacred Heart Church Hall,487,66,15,568,455,109,0,564
SD,2024,Oglala Lakota,C959 Sacred Heart Church Hall,65,C959,Sacred Heart Church Hall,454,74,18,546,419,129,0,548
SD,2024,Pennington,0011 Precinct 1-1,02,0011,Precinct 1-1,541,935,56,1532,410,1084,0,1494
SD,2024,Pennington,0012 Precinct 1-2,02,0012,Precinct 1-2,500,949,44,1493,393,1090,0,1483
SD,2024,Pennington,0013 Precinct 1-3,02,0013,Precinct 1-3,597,1119,45,1761,450,1283,0,1733
SD,2024,Pennington,0014 Precinct 1-4,02,0014,Precinct 1-4,348,723,24,1095,275,792,0,1067
SD,2024,Pennington,0021 Precinct 2-1,02,0021,Precinct 2-1,208,134,15,357,188,160,0,348
SD,2024,Pennington,0022 Precinct 2-2,02,0022,Precinct 2-2,625,1348,46,2019,543,1419,0,1962
SD,2024,Pennington,0023 Precinct 2-3,02,0023,Precinct 2-3,404,528,40,972,362,578,0,940
SD,2024,Pennington,0024 Precinct 2-4,02,0024,Precinct 2-4,488,557,39,1084,428,633,0,1061
SD,2024,Pennington,0025 Precinct 2-5,02,0025,Precinct 2-5,393,515,33,941,340,570,0,910
SD,2024,Pennington,0031 Precinct 3-1,02,0031,Precinct 3-1,166,216,10,392,138,237,0,375
SD,2024,Pennington,0032 Precinct 3-2,02,0032,Precinct 3-2,1016,1411,65,2492,827,1623,0,2450
SD,2024,Pennington,0033 Precinct 3-3,02,0033,Precinct 3-3,901,1472,62,2435,696,1712,0,2408
SD,2024,Pennington,0034 Precinct 3-4,02,0034,Precinct 3-4,722,1157,41,1920,572,1342,0,1914
SD,2024,Pennington,0035 Precinct 3-5,02,0035,Precinct 3-5,450,953,28,1431,327,1097,0,1424
SD,2024,Pennington,0041 Precinct 4-1,02,0041,Precinct 4-1,531,460,42,1033,463,535,0,998
SD,2024,Pennington,0042 Precinct 4-2,02,0042,Precinct 4-2,614,646,48,1308,541,738,0,1279
SD,2024,Pennington,0043 Precinct 4-3,02,0043,Precinct 4-3,454,844,33,1331,367,945,0,1312
SD,2024,Pennington,0044 Precinct 4-4,02,0044,Precinct 4-4,347,367,21,735,324,393,0,717
SD,2024,Pennington,0045 Precinct 4-5,02,0045,Precinct 4-5,206,376,13,595,170,404,0,574
SD,2024,Pennington,0051 Precinct 5-1,02,0051,Precinct 5-1,366,365,35,766,316,432,0,748
SD,2024,Pennington,0052 Precinct 5-2,02,0052,Precinct 5-2,460,531,32,1023,393,594,0,987
SD,2024,Pennington,0053 Precinct 5-3,02,0053,Precinct 5-3,707,784,44,1535,605,897,0,1502
SD,2024,Pennington,0054 Precinct 5-4,02,0054,Precinct 5-4,968,731,76,1775,849,887,0,1736
SD,2024,Pennington,0055 Precinct 5-5,02,0055,Precinct 5-5,878,1217,59,2154,684,1421,0,2105
SD,2024,Pennington,0060 Precinct AW,02,0060,Precinct AW,1575,3236,70,4881,1420,3289,0,4709
SD,2024,Pennington,0061 Precinct BE,02,0061,Precinct BE,884,1862,81,2827,779,1960,0,2739
SD,2024,Pennington,0062 Precinct CA,02,0062,Precinct CA,119,589,14,722,99,600,0,699
SD,2024,Pennington,0063 Precinct CL,02,0063,Precinct CL,215,412,18,645,186,450,0,636
SD,2024,Pennington,0065 Precinct DT,02,0065,Precinct DT,199,489,24,712,153,547,0,700
SD,2024,Pennington,0067 Precinct HC,02,0067,Precinct HC,398,942,28,1368,324,1028,0,1352
SD,2024,Pennington,0068 Precinct HR,02,0068,Precinct HR,364,1009,25,1398,281,1104,0,1385
SD,2024,Pennington,0069 Precinct JS,02,0069,Precinct JS,398,924,29,1351,331,1000,0,1331
SD,2024,Pennington,0070 Precinct KY,02,0070,Precinct KY,177,442,12,631,151,474,0,625
SD,2024,Pennington,0071 Precinct NH,02,0071,Precinct NH,39,120,11,170,41,125,0,166
SD,2024,Pennington,0072 Precinct NU,02,0072,Precinct NU,116,614,10,740,101,613,0,714
SD,2024,Pennington,0073 Precinct QU,02,0073,Precinct QU,17,248,3,268,25,241,0,266
SD,2024,Pennington,0276 Precinct RV,02,0276,Precinct RV,413,882,51,1346,338,959,0,1297
SD,2024,Pennington,0278 Precinct VF,02,0278,Precinct VF,478,1220,55,1753,424,1279,0,1703
SD,2024,Pennington,0280 Precinct VV,02,0280,Precinct VV,361,899,28,1288,291,964,0,1255
SD,2024,Pennington,0281 Precinct WL,02,0281,Precinct WL,83,308,7,398,61,334,0,395
SD,2024,Pennington,0282 Precinct WP,02,0282,Precinct WP,426,821,30,1277,330,936,0,1266
SD,2024,Pennington,0283 Precinct WS,02,0283,Precinct WS,12,83,2,97,13,81,0,94
SD,2024,Pennington,0285 Precinct LS,02,0285,Precinct LS,97,355,5,457,73,388,0,461
SD,2024,Pennington,0286 Precinct RK,02,0286,Precinct RK,10,46,0,56,7,48,0,55
SD,2024,Pennington,0287 Precinct SR,02,0287,Precinct SR,67,201,13,281,64,206,0,270
SD,2024,Pennington,0288 Precinct 1-5,02,0288,Precinct 1-5,712,965,53,1730,574,1131,0,1705
SD,2024,Perkins,0001 Precinct-01,53,0001,Precinct-01,50,216,7,273,46,227,0,273
SD,2024,Perkins,0002 Precinct-02,53,0002,Precinct-02,16,87,1,104,12,94,0,106
SD,2024,Perkins,0003 Precinct-03,53,0003,Precinct-03,45,237,3,285,33,252,0,285
SD,2024,Perkins,0004 Precinct-04,53,0004,Precinct-04,10,49,2,61,10,48,0,58
SD,2024,Perkins,0005 Precinct-05,53,0005,Precinct-05,18,127,1,146,12,133,0,145
SD,2024,Perkins,0006 Precinct-06,53,0006,Precinct-06,18,105,1,124,16,106,0,122
SD,2024,Perkins,0007 Precinct-07,53,0007,Precinct-07,8,119,3,130,4,121,0,125
SD,2024,Perkins,0008 Precinct-08,53,0008,Precinct-08,4,60,0,64,2,58,0,60
SD,2024,Perkins,0009 Precinct-09,53,0009,Precinct-09,7,81,1,89,7,80,0,87
SD,2024,Perkins,0012 Precinct-12,53,0012,Precinct-12,52,261,2,315,40,276,0,316
SD,2024,Potter,C150 CC Bar (Gettysburg Legion Annex),54,C150,CC Bar (Gettysburg Legion Annex),96,549,18,663,70,589,0,659
SD,2024,Potter,C510 Hoven Legion Hall,54,C510,Hoven Legion Hall,25,258,4,287,26,260,0,286
SD,2024,Potter,C999 Absentee Precinct,54,C999,Absentee Precinct,93,252,3,348,77,260,0,337
SD,2024,Roberts,0001 Precinct-01,55,0001,Precinct-01,32,133,4,169,27,141,0,168
SD,2024,Roberts,0002 Precinct-02,55,0002,Precinct-02,128,373,13,514,100,411,0,511
SD,2024,Roberts,0003 Precinct-03,55,0003,Precinct-03,58,142,2,202,44,159,0,203
SD,2024,Roberts,0004 Precinct-04,55,0004,Precinct-04,25,64,2,91,21,67,0,88
SD,2024,Roberts,0005 Precinct-05,55,0005,Precinct-05,219,177,6,402,183,217,0,400
SD,2024,Roberts,0006 Precinct-06 (Precinct-07),55,0006,Precinct-06 (Precinct-07),167,402,8,577,123,438,0,561
SD,2024,Roberts,0008 Precinct-08,55,0008,Precinct-08,38,76,1,115,27,87,0,114
SD,2024,Roberts,0009 Precinct-09,55,0009,Precinct-09,130,354,9,493,99,388,0,487
SD,2024,Roberts,0010 Precinct-10,55,0010,Precinct-10,105,86,2,193,99,95,0,194
SD,2024,Roberts,0011 Precinct-11,55,0011,Precinct-11,343,441,15,799,288,498,0,786
SD,2024,Roberts,0012 Precinct-12 (Precinct-14),55,0012,Precinct-12 (Precinct-14),169,137,7,313,145,161,0,306
SD,2024,Roberts,0013 Precinct-13,55,0013,Precinct-13,146,128,6,280,115,165,0,280
SD,2024,Sanborn,0001 Precinct-1,56,0001,Precinct-1,52,203,10,265,36,229,0,265
SD,2024,Sanborn,0002 Precinct-2,56,0002,Precinct-2,64,289,4,357,49,302,0,351
SD,2024,Sanborn,0004 Precinct-4,56,0004,Precinct-4,66,257,5,328,47,284,0,331
SD,2024,Sanborn,0005 Precinct-5,56,0005,Precinct-5,77,180,5,262,56,208,0,264
SD,2024,Spink,0001 Precinct-01,57,0001,Precinct-01,94,316,6,416,66,343,0,409
SD,2024,Spink,0003 Precinct-03,57,0003,Precinct-03,86,267,0,353,64,287,0,351
SD,2024,Spink,0004 Precinct-04,57,0004,Precinct-04,90,259,7,356,68,285,0,353
SD,2024,Spink,0005 Precinct-05,57,0005,Precinct-05,51,177,8,236,43,190,0,233
SD,2024,Spink,0006 Precinct-06,57,0006,Precinct-06,29,85,4,118,19,93,0,112
SD,2024,Spink,0007 Precinct-07,57,0007,Precinct-07,142,319,16,477,108,369,0,477
SD,2024,Spink,0008 Precinct-08,57,0008,Precinct-08,45,106,4,155,32,119,0,151
SD,2024,Spink,0009 Precinct-09,57,0009,Precinct-09,200,306,18,524,131,391,0,522
SD,2024,Spink,0010 Precinct-10,57,0010,Precinct-10,184,310,10,504,154,353,0,507
SD,2024,Stanley,0001 Precinct-01,58,0001,Precinct-01,417,1101,24,1542,311,1184,0,1495
SD,2024,Stanley,0002 Precinct-02,58,0002,Precinct-02,14,71,1,86,12,74,0,86
SD,2024,Stanley,0003 Precinct-03,58,0003,Precinct-03,16,88,3,107,12,97,0,109
SD,2024,Sully,C296 Bill Floyd Shop,59,C296,Bill Floyd Shop,26,136,2,164,18,139,0,157
SD,2024,Sully,C297 Phoenix Center,59,C297,Phoenix Center,66,375,14,455,65,367,0,432
SD,2024,Sully,C512 Agar Fire Hall,59,C512,Agar Fire Hall,17,71,0,88,15,70,0,85
SD,2024,Sully,C999 Absentee Precinct,59,C999,Absentee Precinct,59,134,1,194,49,143,0,192
SD,2024,Todd,0001 Lakeview,67,0001,Lakeview,30,88,3,121,24,98,0,122
SD,2024,Todd,0002 Jeanette,67,0002,Jeanette,11,72,1,84,8,64,0,72
SD,2024,Todd,0003 Mission-N. Antelope,67,0003,Mission-N. Antelope,344,88,16,448,313,133,0,446
SD,2024,Todd,0004 Bordeaux,67,0004,Bordeaux,50,16,1,67,40,25,0,65
SD,2024,Todd,0005 OKreek,67,0005,OKreek,64,36,4,104,59,41,0,100
SD,2024,Todd,0006 Parmelee,67,0006,Parmelee,224,31,5,260,201,57,0,258
SD,2024,Todd,0007 Rosebud,67,0007,Rosebud,360,52,9,421,332,88,0,420
SD,2024,Todd,0008 S. Antelope,67,0008,S. Antelope,191,59,7,257,171,78,0,249
SD,2024,Todd,0009 Saint Francis,67,0009,Saint Francis,252,42,11,305,224,82,0,306
SD,2024,Todd,0010 Fairgrounds-10,67,0010,Fairgrounds-10,44,13,2,59,35,24,0,59
SD,2024,Tripp,0001 Clearfield Consolidated,60,0001,Clearfield Consolidated,25,140,4,169,25,130,0,155
SD,2024,Tripp,0002 Colome Consolidated,60,0002,Colome Consolidated,48,347,3,398,42,347,0,389
SD,2024,Tripp,0003 Hamill Consolidated,60,0003,Hamill Consolidated,10,79,4,93,8,84,0,92
