state,election_year,county,local_unit,source_county_id,source_unit_id,source_unit_name,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total
SD,2024,Tripp,0004 Ideal Consolidated,60,0004,Ideal Consolidated,9,65,2,76,5,69,0,74
SD,2024,Tripp,0005 Lake Consolidated,60,0005,Lake Consolidated,18,148,2,168,17,144,0,161
SD,2024,Tripp,0006 Lamro Consolidated,60,0006,Lamro Consolidated,58,270,4,332,51,279,0,330
SD,2024,Tripp,0007 Sully Consolidated,60,0007,Sully Consolidated,27,83,1,111,24,88,0,112
SD,2024,Tripp,0008 Witten Consolidated,60,0008,Witten Consolidated,20,89,2,111,13,98,0,111
SD,2024,Tripp,0009 WINNER Consolidated SE 1ST,60,0009,WINNER Consolidated SE 1ST,23,110,1,134,17,114,0,131
SD,2024,Tripp,0010 WINNER Consolidated-E 2ND,60,0010,WINNER Consolidated-E 2ND,47,191,4,242,28,211,0,239
SD,2024,Tripp,0011 WINNER Consolidated-W 2ND,60,0011,WINNER Consolidated-W 2ND,86,250,4,340,65,268,0,333
SD,2024,Tripp,0012 WINNER Consolidated-E 3RD,60,0012,WINNER Consolidated-E 3RD,63,242,3,308,49,262,0,311
SD,2024,Tripp,0013 WINNER Consolidated-W 3RD,60,0013,WINNER Consolidated-W 3RD,36,136,0,172,35,138,0,173
SD,2024,Turner,0001 Precinct-01,61,0001,Precinct-01,201,666,28,895,143,739,0,882
SD,2024,Turner,0002 Precinct-02,61,0002,Precinct-02,199,635,26,860,170,683,0,853
SD,2024,Turner,0003 Precinct-03,61,0003,Precinct-03,140,422,10,572,96,471,0,567
SD,2024,Turner,0004 Precinct-04,61,0004,Precinct-04,83,236,9,328,57,268,0,325
SD,2024,Turner,0005 Precinct-05,61,0005,Precinct-05,107,358,11,476,89,388,0,477
SD,2024,Turner,0006 Precinct-06,61,0006,Precinct-06,126,452,16,594,98,486,0,584
SD,2024,Turner,0007 Precinct-07,61,0007,Precinct-07,62,139,7,208,47,158,0,205
SD,2024,Turner,0008 Precinct-08,61,0008,Precinct-08,126,466,13,605,113,495,0,608
SD,2024,Union,0001 Precinct-01,62,0001,Precinct-01,98,353,4,455,87,361,0,448
SD,2024,Union,0002 Precinct-02,62,0002,Precinct-02,144,255,3,402,114,286,0,400
SD,2024,Union,0003 Precinct-03,62,0003,Precinct-03,354,831,22,1207,273,918,0,1191
SD,2024,Union,0004 Precinct-04,62,0004,Precinct-04,152,392,12,556,120,436,0,556
SD,2024,Union,0006 Precinct-06,62,0006,Precinct-06,208,637,21,866,175,678,0,853
SD,2024,Union,0008 Precinct-08,62,0008,Precinct-08,134,335,7,476,126,341,0,467
SD,2024,Union,0009 Precinct-09,62,0009,Precinct-09,272,563,19,854,228,596,0,824
SD,2024,Union,0010 Precinct-10,62,0010,Precinct-10,251,466,21,738,209,504,0,713
SD,2024,Union,0011 Precinct-11,62,0011,Precinct-11,219,672,19,910,169,711,0,880
SD,2024,Union,0012 Precinct-12,62,0012,Precinct-12,347,932,20,1299,282,996,0,1278
SD,2024,Union,0014 Precinct-05,62,0014,Precinct-05,228,418,12,658,171,487,0,658
SD,2024,Union,0015 Precinct-07,62,0015,Precinct-07,119,228,6,353,92,247,0,339
SD,2024,Walworth,0001 Precinct-01,63,0001,Precinct-01,12,124,1,137,13,123,0,136
SD,2024,Walworth,0002 Precinct-02,63,0002,Precinct-02,25,125,1,151,22,124,0,146
SD,2024,Walworth,0003 Precinct-03,63,0003,Precinct-03,44,365,6,415,35,369,0,404
SD,2024,Walworth,0004 Precinct-04,63,0004,Precinct-04,45,123,4,172,39,123,0,162
SD,2024,Walworth,0005 Precinct-05,63,0005,Precinct-05,83,250,7,340,78,257,0,335
SD,2024,Walworth,0006 Precinct-06,63,0006,Precinct-06,137,318,7,462,107,348,0,455
SD,2024,Walworth,0007 Precinct-07,63,0007,Precinct-07,101,342,14,457,77,374,0,451
SD,2024,Walworth,0008 Precinct-10,63,0008,Precinct-10,15,143,3,161,13,143,0,156
SD,2024,Walworth,0010 Precinct-09,63,0010,Precinct-09,14,67,1,82,12,64,0,76
SD,2024,Walworth,0011 Precinct-08,63,0011,Precinct-08,5,81,1,87,5,78,0,83
SD,2024,Yankton,C757 Yankton Fire Station #2,07,C757,Yankton Fire Station #2,547,1269,62,1878,405,1437,0,1842
SD,2024,Yankton,C784 Yankton City Hall,07,C784,Yankton City Hall,470,913,64,1447,400,1009,0,1409
SD,2024,Yankton,C934 Gayville Community Center,07,C934,Gayville Community Center,99,269,13,381,73,296,0,369
SD,2024,Yankton,C935 Mayfield Store,07,C935,Mayfield Store,74,220,10,304,66,227,0,293
SD,2024,Yankton,C936 Lesterville Fire Hall,07,C936,Lesterville Fire Hall,42,240,6,288,42,240,0,282
SD,2024,Yankton,C937 Lewis and Clark Recreation Area,07,C937,Lewis and Clark Recreation Area,120,322,14,456,78,367,0,445
SD,2024,Yankton,C999 Absentee Precinct,07,C999,Absentee Precinct,2531,3416,130,6077,1982,3987,0,5969
SD,2024,Ziebach,0001 Precinct-1 Bridger,64,0001,Precinct-1 Bridger,12,12,1,25,12,14,0,26
SD,2024,Ziebach,0002 Precinct-2 Cherry Creek,64,0002,Precinct-2 Cherry Creek,48,10,1,59,44,11,0,55
SD,2024,Ziebach,0003 Precinct-3 Davis,64,0003,Precinct-3 Davis,128,75,11,214,122,93,0,215
SD,2024,Ziebach,0004 Precinct-4 Glad Valley,64,0004,Precinct-4 Glad Valley,9,54,0,63,9,56,0,65
SD,2024,Ziebach,"0005 Precinct-5 North Dupree (Precinct-6 Redelm, Precinct-8 South Dupree)",64,0005,"Precinct-5 North Dupree (Precinct-6 Redelm, Precinct-8 South Dupree)",144,219,11,374,136,237,0,373
SD,2024,Ziebach,0007 Precinct-7 Red Scaffold,64,0007,Precinct-7 Red Scaffold,25,18,3,46,24,23,0,47
