Contest ID,Contest Title,Contest Seq Nbr,Contest Type,Contest Party,Absentee Mail Blank Votes,Absentee Walk-in Blank Votes,Election Blank Votes,Absentee Mail Over Votes,Absentee Walk-in Over Votes,Election Over Votes,Registered Voters,Total Precincts,Counted Precincts,Candidate ID,Candidate Name,Candidate Seq Nbr,Candidate Party,Absentee Mail Votes,Absentee Walk-in Votes,Election Votes,Total Votes
65,"CON AMEND: Jury Trials in Civil Cases",65,"MS",,25003,4680,20934,97,23,143,749917,247,247,162,"NO",2,"",73053,18145,94388,185586
66,"CON AMEND: Disposition of Excess Revenues",66,"MS",,28004,5940,27088,114,22,151,749917,247,247,165,"YES",1,"",96383,23305,99368,219056
66,"CON AMEND: Disposition of Excess Revenues",66,"MS",,28004,5940,27088,114,22,151,749917,247,247,164,"NO",2,"",65702,14866,76721,157289
67,"HAWAI'I: Expanding Scope of the County of Hawai?i General Plan",67,"MS",,3565,984,2496,10,0,4,749917,43,43,166,"YES",1,"",18400,6775,17978,43153
67,"HAWAI'I: Expanding Scope of the County of Hawai?i General Plan",67,"MS",,3565,984,2496,10,0,4,749917,43,43,167,"NO",2,"",7279,2538,5992,15809
68,"MAUI: Withdrawal of Signature from Supplemental Petition",68,"MS",,3847,872,4671,4,5,13,749917,34,34,169,"YES",1,"",13719,3401,16838,33958
68,"MAUI: Withdrawal of Signature from Supplemental Petition",68,"MS",,3847,872,4671,4,5,13,749917,34,34,168,"NO",2,"",3759,848,4974,9581
69,"MAUI: Review of Supplemental Petition",69,"MS",,3583,835,4421,3,1,6,749917,34,34,171,"YES",1,"",10961,2817,14085,27863
69,"MAUI: Review of Supplemental Petition",69,"MS",,3583,835,4421,3,1,6,749917,34,34,170,"NO",2,"",6782,1473,7984,16239
70,"MAUI: Emergency Management Agency",70,"MS",,3206,722,4074,10,1,12,749917,34,34,173,"YES",1,"",10913,2937,13766,27616
70,"MAUI: Emergency Management Agency",70,"MS",,3206,722,4074,10,1,12,749917,34,34,172,"NO",2,"",7200,1466,8644,17310
71,"MAUI: Approval of and Qualifications for Various Directors",71,"MS",,2907,703,3996,8,1,11,749917,34,34,175,"YES",1,"",13738,3380,17473,34591
71,"MAUI: Approval of and Qualifications for Various Directors",71,"MS",,2907,703,3996,8,1,11,749917,34,34,174,"NO",2,"",4676,1042,5016,10734
72,"MAUI: Office of Council Services' Attorneys",72,"MS",,3947,895,5049,1,3,7,749917,34,34,177,"YES",1,"",10657,2801,13513,26971
72,"MAUI: Office of Council Services' Attorneys",72,"MS",,3947,895,5049,1,3,7,749917,34,34,176,"NO",2,"",6724,1427,7927,16078
73,"KAUAI: Correct Gender Neutrality, Grammatical, Spelling and Formatting Errors",73,"MS",,1684,565,1740,3,0,4,749917,16,16,178,"YES",1,"",5987,3023,6358,15368
73,"KAUAI: Correct Gender Neutrality, Grammatical, Spelling and Formatting Errors",73,"MS",,1684,565,1740,3,0,4,749917,16,16,179,"NO",2,"",2806,1153,3902,7861
74,"KAUAI: Fire Chief Duties",74,"MS",,1686,591,1767,8,0,6,749917,16,16,180,"YES",1,"",6295,3108,6779,16182
74,"KAUAI: Fire Chief Duties",74,"MS",,1686,591,1767,8,0,6,749917,16,16,181,"NO",2,"",2491,1042,3452,6985
75,"KAUAI: Establish Zoning Board",75,"MS",,2114,743,2230,3,0,10,749917,16,16,182,"YES",1,"",5750,2948,6499,15197
75,"KAUAI: Establish Zoning Board",75,"MS",,2114,743,2230,3,0,10,749917,16,16,183,"NO",2,"",2613,1050,3265,6928
76,"KAUAI: Rename and Clarify Organization of Civil Defense Agency",76,"MS",,1757,636,1974,3,0,8,749917,16,16,184,"YES",1,"",6290,3081,6287,15658
76,"KAUAI: Rename and Clarify Organization of Civil Defense Agency",76,"MS",,1757,636,1974,3,0,8,749917,16,16,185,"NO",2,"",2430,1024,3735,7189
77,"KAUAI: Initiative, Referendum, & Charter Amendment Petitions Signatures",77,"MS",,2052,770,2232,2,0,11,749917,16,16,186,"YES",1,"",3851,1936,4482,10269
77,"KAUAI: Initiative, Referendum, & Charter Amendment Petitions Signatures",77,"MS",,2052,770,2232,2,0,11,749917,16,16,187,"NO",2,"",4575,2035,5279,11889
78,"KAUAI: Enable County Clerk to Determine what is a Valid Charter Amendment",78,"MS",,2279,870,2573,4,1,6,749917,16,16,188,"YES",1,"",3508,1852,3968,9328
78,"KAUAI: Enable County Clerk to Determine what is a Valid Charter Amendment",78,"MS",,2279,870,2573,4,1,6,749917,16,16,189,"NO",2,"",4689,2018,5457,12164
79,"KAUAI: Establish Permanent Charter Review Commission",79,"MS",,2271,841,2508,4,2,7,749917,16,16,190,"YES",1,"",4026,2178,4909,11113
79,"KAUAI: Establish Permanent Charter Review Commission",79,"MS",,2271,841,2508,4,2,7,749917,16,16,191,"NO",2,"",4179,1720,4580,10479
80,"HONOLULU: Police Commission Authority; Investigative Powers",80,"MS",,6427,1056,5737,80,19,102,749917,153,153,193,"YES",1,"",101842,18546,105454,225842
80,"HONOLULU: Police Commission Authority; Investigative Powers",80,"MS",,6427,1056,5737,80,19,102,749917,153,153,192,"NO",2,"",18533,4346,26202,49081
81,"HONOLULU: Ethics Commission Staff Salaries",81,"MS",,9626,1560,9151,104,14,126,749917,153,153,195,"YES",1,"",74405,14377,79512,168294
81,"HONOLULU: Ethics Commission Staff Salaries",81,"MS",,9626,1560,9151,104,14,126,749917,153,153,194,"NO",2,"",42747,8016,48706,99469
82,"HONOLULU: Prosecuting Attorney Budgetary Control",82,"MS",,10212,1721,10013,118,17,157,749917,153,153,197,"YES",1,"",85964,15650,87806,189420
82,"HONOLULU: Prosecuting Attorney Budgetary Control",82,"MS",,10212,1721,10013,118,17,157,749917,153,153,196,"NO",2,"",30588,6579,39519,76686
83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",83,"MS",,13993,2110,14112,52,11,101,749917,153,153,199,"YES",1,"",79227,15091,81072,175390
83,"HONOLULU: Multi-Modal Transportation System; Fares, Operations, Responsibilities",83,"MS",,13993,2110,14112,52,11,101,749917,153,153,198,"NO",2,"",33610,6755,42210,82575
84,"HONOLULU: Affordable Housing Fund",84,"MS",,10596,1490,9270,91,16,141,749917,153,153,201,"YES",1,"",81590,16024,89086,186700
84,"HONOLULU: Affordable Housing Fund",84,"MS",,10596,1490,9270,91,16,141,749917,153,153,200,"NO",2,"",34605,6437,38998,80040
85,"HONOLULU: City Infrastructure Long Term Plans",85,"MS",,9475,1515,9400,67,15,112,749917,153,153,203,"YES",1,"",103896,19466,108410,231772
85,"HONOLULU: City Infrastructure Long Term Plans",85,"MS",,9475,1515,9400,67,15,112,749917,153,153,202,"NO",2,"",13444,2971,19573,35988
86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",86,"MS",,10272,1522,9721,88,11,126,749917,153,153,205,"YES",1,"",64099,13906,79210,157215
86,"HONOLULU: Office of Climate Change, Sustainability and Resiliency",86,"MS",,10272,1522,9721,88,11,126,749917,153,153,204,"NO",2,"",52423,8528,48438,109389
87,"HONOLULU: Department of Land Management",87,"MS",,11726,1833,11494,152,18,140,749917,153,153,207,"YES",1,"",57051,12078,65979,135108
87,"HONOLULU: Department of Land Management",87,"MS",,11726,1833,11494,152,18,140,749917,153,153,206,"NO",2,"",57953,10038,59882,127873
88,"HONOLULU: Honolulu Zoo Fund",88,"MS",,8609,1372,8434,101,12,130,749917,153,153,209,"YES",1,"",69213,12848,72031,154092
88,"HONOLULU: Honolulu Zoo Fund",88,"MS",,8609,1372,8434,101,12,130,749917,153,153,208,"NO",2,"",48959,9735,56900,115594
89,"HONOLULU: Mayoral/Legislative Power Exceptions",89,"MS",,15131,2460,14774,55,11,103,749917,153,153,211,"YES",1,"",51898,10190,53634,115722
89,"HONOLULU: Mayoral/Legislative Power Exceptions",89,"MS",,15131,2460,14774,55,11,103,749917,153,153,210,"NO",2,"",59798,11306,68984,140088
90,"HONOLULU: Approval of Clean Water Natural Lands Projects",90,"MS",,12593,1967,12098,64,12,118,749917,153,153,213,"YES",1,"",70903,14273,81079,166255
90,"HONOLULU: Approval of Clean Water Natural Lands Projects",90,"MS",,12593,1967,12098,64,12,118,749917,153,153,212,"NO",2,"",43322,7715,44200,95237
91,"HONOLULU: Review of Boards and Commissions",91,"MS",,9906,1718,10234,97,20,133,749917,153,153,215,"YES",1,"",99222,18458,102144,219824
91,"HONOLULU: Review of Boards and Commissions",91,"MS",,9906,1718,10234,97,20,133,749917,153,153,214,"NO",2,"",17657,3771,24984,46412
92,"HONOLULU: Grants-In-Aid for Non-Profits",92,"MS",,15630,2569,15381,87,17,150,749917,153,153,217,"YES",1,"",61375,11065,61015,133455
92,"HONOLULU: Grants-In-Aid for Non-Profits",92,"MS",,15630,2569,15381,87,17,150,749917,153,153,216,"NO",2,"",49790,10316,60949,121055
93,"HONOLULU: Special Election Time Extension",93,"MS",,10913,1874,11093,135,21,163,749917,153,153,219,"YES",1,"",66120,12405,68054,146579
93,"HONOLULU: Special Election Time Extension",93,"MS",,10913,1874,11093,135,21,163,749917,153,153,218,"NO",2,"",49714,9667,58185,117566
94,"HONOLULU: Term Limits for City Offices",94,"MS",,9221,1666,10125,141,25,236,749917,153,153,221,"YES",1,"",40116,8751,49204,98071
94,"HONOLULU: Term Limits for City Offices",94,"MS",,9221,1666,10125,141,25,236,749917,153,153,220,"NO",2,"",77404,13525,77930,168859
95,"HONOLULU: Departmental Design and Construction Projects",95,"MS",,13736,2270,13576,53,12,102,749917,153,153,223,"YES",1,"",80215,15269,85383,180867
95,"HONOLULU: Departmental Design and Construction Projects",95,"MS",,13736,2270,13576,53,12,102,749917,153,153,222,"NO",2,"",32878,6416,38434,77728
96,"HONOLULU: Signing Delegation by Mayor",96,"MS",,10205,1721,10294,78,28,163,749917,153,153,225,"YES",1,"",53170,10440,53054,116664
96,"HONOLULU: Signing Delegation by Mayor",96,"MS",,10205,1721,10294,78,28,163,749917,153,153,224,"NO",2,"",63429,11778,73984,149191
97,"HONOLULU: Fire Commission Membership; Fire Chief Duties",97,"MS",,10083,1739,10045,79,9,114,749917,153,153,227,"YES",1,"",79251,15152,86440,180843
97,"HONOLULU: Fire Commission Membership; Fire Chief Duties",97,"MS",,10083,1739,10045,79,9,114,749917,153,153,226,"NO",2,"",37469,7067,40896,85432
98,"HONOLULU: Nonpartisan Reapportionment Commission",98,"MS",,15440,2316,19160,252,52,445,749917,153,153,229,"YES",1,"",36522,7834,44392,88748
98,"HONOLULU: Nonpartisan Reapportionment Commission",98,"MS",,15440,2316,19160,252,52,445,749917,153,153,228,"NO",2,"",74668,13765,73498,161931
99,"HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing",99,"MS",,16877,2592,20803,56,12,105,749917,153,153,231,"YES",1,"",95003,17787,94935,207725
99,"HONOLULU: Housekeeping; Records; Charter Deadline; Contracts; Purchasing",99,"MS",,16877,2592,20803,56,12,105,749917,153,153,230,"NO",2,"",14946,3576,21652,40174
