"Precinct","Tally Type","Registration","Turnout","Total Votes","Harris, Kamala D.","Oliver, Chase","Skousen, Joel","Trump, Donald J.","None of These Candidates"
"7553","Early Vote",3752,1243,1243,"280","4","3","943","13"
"7553","Mail",3752,1037,1035,"556","8","3","448","20"
"7562","Totals",3380,2875,2873,"899","10","3","1922","39"
"7562","Election Day",3380,625,625,"148","3","0","464","10"
"7562","Early Vote",3380,1138,1138,"236","0","3","889","10"
"7562","Mail",3380,1112,1110,"515","7","0","569","19"
"7569","Totals",3091,2126,2120,"1009","11","7","1076","17"
"7569","Election Day",3091,432,431,"175","4","3","246","3"
"7569","Early Vote",3091,667,667,"208","0","2","452","5"
"7569","Mail",3091,1027,1022,"626","7","2","378","9"
"7570","Totals",2809,1697,1696,"762","11","2","897","24"
"7570","Election Day",2809,439,438,"179","6","0","246","7"
"7570","Early Vote",2809,544,544,"163","2","0","374","5"
"7570","Mail",2809,714,714,"420","3","2","277","12"
"7582","Totals",983,773,771,"329","2","3","429","8"
"7582","Election Day",983,143,143,"51","0","1","91","0"
"7582","Early Vote",983,286,286,"83","0","1","198","4"
"7582","Mail",983,344,342,"195","2","1","140","4"
"7592","Totals",3977,3113,3112,"1324","12","7","1730","39"
"7592","Election Day",3977,569,569,"210","2","0","348","9"
"7592","Early Vote",3977,1280,1280,"365","4","4","898","9"
"7592","Mail",3977,1264,1263,"749","6","3","484","21"
"7595","Totals",1137,982,982,"233","4","0","736","9"
"7595","Election Day",1137,146,146,"43","0","0","102","1"
"7595","Early Vote",1137,488,488,"72","0","0","413","3"
"7595","Mail",1137,348,348,"118","4","0","221","5"
"7601","Totals",3676,3107,3103,"1065","11","6","1981","40"
"7601","Election Day",3676,599,598,"167","2","1","419","9"
"7601","Early Vote",3676,1455,1455,"344","5","1","1095","10"
"7601","Mail",3676,1053,1050,"554","4","4","467","21"
"7603","Totals",2350,2001,1998,"707","6","3","1260","22"
"7603","Election Day",2350,353,353,"123","1","1","222","6"
"7603","Early Vote",2350,958,957,"246","1","2","701","7"
"7603","Mail",2350,690,688,"338","4","0","337","9"
"7604","Totals",3079,2451,2449,"864","5","7","1541","32"
"7604","Election Day",3079,503,503,"145","2","2","344","10"
"7604","Early Vote",3079,1005,1005,"223","2","1","774","5"
"7604","Mail",3079,943,941,"496","1","4","423","17"
"7611","Totals",3995,3254,3251,"1320","10","1","1876","44"
"7611","Election Day",3995,409,409,"145","1","0","257","6"
"7611","Early Vote",3995,1372,1372,"390","3","0","974","5"
"7611","Mail",3995,1473,1470,"785","6","1","645","33"
"7614","Totals",3391,2658,2655,"1251","7","7","1351","39"
"7614","Election Day",3391,434,434,"161","3","3","259","8"
"7614","Early Vote",3391,1073,1073,"385","1","1","678","8"
"7614","Mail",3391,1151,1148,"705","3","3","414","23"
"7622","Totals",705,560,560,"256","4","3","289","8"
"7622","Election Day",705,118,118,"58","1","1","57","1"
"7622","Early Vote",705,208,208,"71","0","0","136","1"
"7622","Mail",705,234,234,"127","3","2","96","6"
"7624","Totals",1816,1353,1350,"704","1","3","632","10"
"7624","Election Day",1816,227,227,"111","0","0","114","2"
"7624","Early Vote",1816,436,436,"163","0","0","273","0"
"7624","Mail",1816,690,687,"430","1","3","245","8"
"7625","Totals",3226,2666,2661,"1201","9","4","1408","39"
"7625","Election Day",3226,385,384,"147","1","1","229","6"
"7625","Early Vote",3226,1137,1136,"406","4","1","716","9"
"7625","Mail",3226,1144,1141,"648","4","2","463","24"
"7634","Totals",1825,1565,1562,"739","5","1","789","28"
"7634","Election Day",1825,166,166,"60","3","1","97","5"
"7634","Early Vote",1825,700,700,"245","0","0","447","8"
"7634","Mail",1825,699,696,"434","2","0","245","15"
"7641","Totals",1765,1600,1596,"717","1","1","857","20"
"7641","Election Day",1765,98,98,"31","0","0","67","0"
"7641","Early Vote",1765,559,557,"171","0","0","381","5"
"7641","Mail",1765,943,941,"515","1","1","409","15"
"7643","Totals",2105,1769,1768,"803","5","3","922","35"
"7643","Election Day",2105,262,262,"112","2","0","144","4"
"7643","Early Vote",2105,701,701,"234","1","0","449","17"
"7643","Mail",2105,806,805,"457","2","3","329","14"
"7651","Totals",2352,1955,1952,"927","7","2","986","30"
"7651","Election Day",2352,270,270,"106","2","1","154","7"
"7651","Early Vote",2352,795,795,"305","2","1","483","4"
"7651","Mail",2352,890,887,"516","3","0","349","19"
"7652","Totals",1627,1315,1310,"513","3","2","775","17"
"7652","Election Day",1627,200,200,"64","1","0","132","3"
"7652","Early Vote",1627,599,599,"167","0","0","426","6"
"7652","Mail",1627,516,511,"282","2","2","217","8"
"7654","Totals",113,88,88,"41","0","1","46","0"
"7654","Election Day",113,4,4,"*","*","*","*","*"
"7654","Early Vote",113,51,51,"20","0","0","31","0"
"7654","Mail",113,33,33,"20","0","1","12","0"
"7663","Totals",1030,803,802,"403","5","1","389","4"
"7663","Election Day",1030,92,92,"45","0","0","47","0"
"7663","Early Vote",1030,316,316,"107","2","0","206","1"
"7663","Mail",1030,395,394,"251","3","1","136","3"
"7665","Totals",3419,2858,2856,"1433","8","3","1373","39"
"7665","Election Day",3419,438,438,"188","4","1","239","6"
"7665","Early Vote",3419,1147,1146,"434","1","0","695","16"
"7665","Mail",3419,1273,1272,"811","3","2","439","17"
"7674","Totals",1590,1277,1277,"561","6","0","691","19"
"7674","Election Day",1590,175,175,"67","1","0","103","4"
"7674","Early Vote",1590,550,550,"163","4","0","372","11"
"7674","Mail",1590,552,552,"331","1","0","216","4"
"7675","Totals",987,788,787,"328","4","1","447","7"
"7675","Election Day",987,106,106,"43","1","0","59","3"
"7675","Early Vote",987,370,370,"112","1","0","254","3"
"7675","Mail",987,312,311,"173","2","1","134","1"
"7683","Totals",1643,1306,1301,"627","5","1","650","18"
"7683","Election Day",1643,164,163,"71","2","0","88","2"
"7683","Early Vote",1643,636,635,"230","2","1","394","8"
"7683","Mail",1643,506,503,"326","1","0","168","8"
"7684","Totals",2191,1665,1661,"865","3","0","768","25"
"7684","Election Day",2191,252,252,"122","1","0","122","7"
"7684","Early Vote",2191,651,651,"261","1","0","384","5"
"7684","Mail",2191,762,758,"482","1","0","262","13"
"7691","Totals",2279,1873,1868,"836","2","1","992","37"
"7691","Election Day",2279,243,243,"100","1","1","134","7"
"7691","Early Vote",2279,854,853,"306","0","0","533","14"
"7691","Mail",2279,776,772,"430","1","0","325","16"
"7705","Totals",1385,1100,1097,"461","3","1","621","11"
"7705","Election Day",1385,146,146,"50","0","1","91","4"
"7705","Early Vote",1385,451,451,"157","0","0","292","2"
"7705","Mail",1385,503,500,"254","3","0","238","5"
"7707","Totals",466,348,344,"161","1","2","176","4"
"7707","Election Day",466,73,73,"35","0","0","38","0"
"7707","Early Vote",466,124,124,"30","1","0","93","0"
"7707","Mail",466,151,147,"96","0","2","45","4"
"7714","Totals",1214,764,764,"434","7","2","307","14"
"7714","Election Day",1214,179,179,"101","2","0","74","2"
"7714","Early Vote",1214,240,240,"117","1","1","116","5"
"7714","Mail",1214,345,345,"216","4","1","117","7"
"7715","Totals",2015,1455,1453,"765","7","1","666","14"
"7715","Election Day",2015,255,255,"132","1","0","118","4"
