"state","election_year","report_date","house_district","source_precinct_code","source_precinct_name","registered_voters"
"AK","2016","2016-11-03","39","39-906","DIOMEDE","62"
"AK","2016","2016-11-03","39","39-908","ELIM","191"
"AK","2016","2016-11-03","39","39-910","EMMONAK","463"
"AK","2016","2016-11-03","39","39-912","GAMBELL","349"
"AK","2016","2016-11-03","39","39-914","GOLOVIN","108"
"AK","2016","2016-11-03","39","39-916","HOOPER BAY","627"
"AK","2016","2016-11-03","39","39-918","KOTLIK","284"
"AK","2016","2016-11-03","39","39-920","KOYUK","188"
"AK","2016","2016-11-03","39","39-922","MOUNTAIN VILLAGE","460"
"AK","2016","2016-11-03","39","39-924","NOME NO. 1","1144"
"AK","2016","2016-11-03","39","39-926","NOME NO. 2","1507"
"AK","2016","2016-11-03","39","39-928","NUNAM IQUA","95"
"AK","2016","2016-11-03","39","39-930","PILOT STATION","346"
"AK","2016","2016-11-03","39","39-932","SAVOONGA","425"
"AK","2016","2016-11-03","39","39-934","SCAMMON BAY","308"
"AK","2016","2016-11-03","39","39-936","SHAKTOOLIK","164"
"AK","2016","2016-11-03","39","39-938","SHISHMAREF","338"
"AK","2016","2016-11-03","39","39-940","ST MARY'S","362"
"AK","2016","2016-11-03","39","39-942","ST MICHAEL","225"
"AK","2016","2016-11-03","39","39-944","STEBBINS","289"
"AK","2016","2016-11-03","39","39-946","TELLER","166"
"AK","2016","2016-11-03","39","39-948","UNALAKLEET","558"
"AK","2016","2016-11-03","39","39-950","WALES","103"
"AK","2016","2016-11-03","39","39-952","WHITE MOUNTAIN","134"
"AK","2016","2016-11-03","40","40-002","AMBLER","190"
"AK","2016","2016-11-03","40","40-004","ANAKTUVUK PASS","283"
"AK","2016","2016-11-03","40","40-006","ATQASUK","148"
"AK","2016","2016-11-03","40","40-008","BARROW","1014"
"AK","2016","2016-11-03","40","40-010","BROWERVILLE","1898"
"AK","2016","2016-11-03","40","40-012","BUCKLAND","296"
"AK","2016","2016-11-03","40","40-014","DEERING","92"
"AK","2016","2016-11-03","40","40-016","KAKTOVIK","186"
"AK","2016","2016-11-03","40","40-018","KIANA","253"
"AK","2016","2016-11-03","40","40-020","KIVALINA","236"
"AK","2016","2016-11-03","40","40-022","KOBUK","88"
"AK","2016","2016-11-03","40","40-024","KOTZEBUE","2042"
"AK","2016","2016-11-03","40","40-026","NOATAK","299"
"AK","2016","2016-11-03","40","40-028","NOORVIK","368"
"AK","2016","2016-11-03","40","40-030","NUIQSUT","263"
"AK","2016","2016-11-03","40","40-032","POINT HOPE","396"
"AK","2016","2016-11-03","40","40-034","POINT LAY","127"
"AK","2016","2016-11-03","40","40-036","SELAWIK","424"
"AK","2016","2016-11-03","40","40-038","SHUNGNAK","164"
"AK","2016","2016-11-03","40","40-040","WAINWRIGHT","337"
"AK","2016","2016-11-03","40","40-326","ALLAKAKET","141"
"AK","2016","2016-11-03","40","40-328","BETTLES","86"
"AK","2016","2016-11-03","40","40-330","HUGHES","70"
"AK","2020","2020-11-03","01","01-446","AURORA","2839"
"AK","2020","2020-11-03","01","01-455","FAIRBANKS NO. 1","509"
"AK","2020","2020-11-03","01","01-465","FAIRBANKS NO. 2","1300"
"AK","2020","2020-11-03","01","01-470","FAIRBANKS NO. 3","1573"
"AK","2020","2020-11-03","01","01-475","FAIRBANKS NO. 4","839"
"AK","2020","2020-11-03","01","01-480","FAIRBANKS NO. 5","2266"
"AK","2020","2020-11-03","01","01-485","FAIRBANKS NO. 6","1658"
"AK","2020","2020-11-03","01","01-490","FAIRBANKS NO. 7","2080"
"AK","2020","2020-11-03","01","01-495","FAIRBANKS NO. 10","924"
"AK","2020","2020-11-03","02","02-345","BADGER NO. 2","3283"
"AK","2020","2020-11-03","02","02-355","FAIRBANKS NO. 8","2193"
"AK","2020","2020-11-03","02","02-365","FAIRBANKS NO. 9","3273"
"AK","2020","2020-11-03","02","02-375","FORT WAINWRIGHT","3372"
"AK","2020","2020-11-03","03","03-130","BADGER NO. 1","3525"
"AK","2020","2020-11-03","03","03-135","CHENA LAKES","2951"
"AK","2020","2020-11-03","03","03-165","NEWBY","3533"
"AK","2020","2020-11-03","03","03-175","NORTH POLE","1848"
"AK","2020","2020-11-03","03","03-183","PLACK","3121"
"AK","2020","2020-11-03","04","04-230","ESTER","1011"
"AK","2020","2020-11-03","04","04-240","FARMERS LOOP","2759"
"AK","2020","2020-11-03","04","04-250","GOLDSTREAM NO. 1","1254"
"AK","2020","2020-11-03","04","04-260","GOLDSTREAM NO. 2","1566"
"AK","2020","2020-11-03","04","04-265","STEESE EAST/GILMORE","3730"
"AK","2020","2020-11-03","04","04-270","STEESE WEST","4361"
"AK","2020","2020-11-03","04","04-280","UNIVERSITY HILLS","658"
"AK","2020","2020-11-03","05","05-580","AIRPORT","400"
"AK","2020","2020-11-03","05","05-582","CHENA","5334"
"AK","2020","2020-11-03","05","05-586","GEIST","2078"
"AK","2020","2020-11-03","05","05-587","LAKEVIEW","472"
"AK","2020","2020-11-03","05","05-588","PIKE","624"
"AK","2020","2020-11-03","05","05-590","RICHARDSON","637"
"AK","2020","2020-11-03","05","05-592","SHANLY","1184"
"AK","2020","2020-11-03","05","05-594","UNIVERSITY CAMPUS","401"
"AK","2020","2020-11-03","05","05-596","UNIVERSITY WEST","2889"
"AK","2020","2020-11-03","06","06-005","ANDERSON","184"
"AK","2020","2020-11-03","06","06-007","ARCTIC VILLAGE","122"
"AK","2020","2020-11-03","06","06-010","BEAVER","57"
"AK","2020","2020-11-03","06","06-012","CANTWELL","222"
"AK","2020","2020-11-03","06","06-015","CENTRAL","161"
"AK","2020","2020-11-03","06","06-020","CHISTOCHINA","223"
"AK","2020","2020-11-03","06","06-023","CIRCLE","62"
"AK","2020","2020-11-03","06","06-024","CLEAR","245"
"AK","2020","2020-11-03","06","06-025","COPPER CENTER","1090"
"AK","2020","2020-11-03","06","06-026","DENALI PARK","294"
"AK","2020","2020-11-03","06","06-027","DOT LAKE","121"
"AK","2020","2020-11-03","06","06-030","EAGLE","217"
"AK","2020","2020-11-03","06","06-033","FORT YUKON","472"
"AK","2020","2020-11-03","06","06-035","GAKONA","281"
"AK","2020","2020-11-03","06","06-040","HEALY","956"
"AK","2020","2020-11-03","06","06-047","KENNY LAKE","404"
"AK","2020","2020-11-03","06","06-050","MANLEY HOT SPRINGS","143"
"AK","2020","2020-11-03","06","06-053","MENTASTA","91"
"AK","2020","2020-11-03","06","06-054","MINTO","111"
"AK","2020","2020-11-03","06","06-056","NENANA","611"
"AK","2020","2020-11-03","06","06-060","NORTHWAY","235"
"AK","2020","2020-11-03","06","06-070","STEVENS VILLAGE","73"
"AK","2020","2020-11-03","06","06-075","TANACROSS","104"
"AK","2020","2020-11-03","06","06-080","TANANA","161"
"AK","2020","2020-11-03","06","06-085","TETLIN","85"
"AK","2020","2020-11-03","06","06-090","TOK","1245"
"AK","2020","2020-11-03","06","06-095","VENETIE","153"
"AK","2020","2020-11-03","06","06-145","EIELSON","2402"
"AK","2020","2020-11-03","06","06-150","FOX","579"
"AK","2020","2020-11-03","06","06-155","MOOSE CREEK","679"
"AK","2020","2020-11-03","06","06-160","SALCHA","1122"
"AK","2020","2020-11-03","06","06-170","STEELE CREEK","1382"
"AK","2020","2020-11-03","06","06-180","TWO RIVERS","1240"
"AK","2020","2020-11-03","07","07-100","LAKES NO. 1","1941"
"AK","2020","2020-11-03","07","07-105","PIONEER PEAK","1371"
"AK","2020","2020-11-03","07","07-110","SCHROCK","2552"
"AK","2020","2020-11-03","07","07-115","WASILLA LAKE","1787"
"AK","2020","2020-11-03","07","07-120","WASILLA NO. 1","3468"
"AK","2020","2020-11-03","07","07-125","WASILLA NO. 2","3988"
"AK","2020","2020-11-03","07","07-130","FOOTHILLS","1687"
"AK","2020","2020-11-03","08","08-130","MEADOW LAKES NO. 1","1422"
"AK","2020","2020-11-03","08","08-135","MEADOW LAKES NO. 2","3092"
"AK","2020","2020-11-03","08","08-140","KNIK GOOSE BAY NO. 1","3512"
"AK","2020","2020-11-03","08","08-145","KNIK GOOSE BAY NO. 2","2982"
"AK","2020","2020-11-03","08","08-150","KNIK GOOSE BAY NO. 3","3351"
"AK","2020","2020-11-03","08","08-155","BIG LAKE","3280"
"AK","2020","2020-11-03","09","09-600","BIG DELTA","3104"
"AK","2020","2020-11-03","09","09-608","DELTA JUNCTION","929"
"AK","2020","2020-11-03","09","09-622","FARM LOOP","3072"
"AK","2020","2020-11-03","09","09-628","FISHHOOK","4010"
"AK","2020","2020-11-03","09","09-632","GLENNALLEN","724"
"AK","2020","2020-11-03","09","09-640","SHEEP MOUNTAIN","342"
"AK","2020","2020-11-03","09","09-645","SUTTON","1179"
"AK","2020","2020-11-03","09","09-650","VALDEZ NO. 1","1232"
"AK","2020","2020-11-03","09","09-655","VALDEZ NO. 2","907"
"AK","2020","2020-11-03","09","09-660","VALDEZ NO. 3","1247"
"AK","2020","2020-11-03","09","09-665","WHITTIER","261"
"AK","2020","2020-11-03","10","10-005","KINGS LAKE","1495"
"AK","2020","2020-11-03","10","10-010","CHURCH","2574"
"AK","2020","2020-11-03","10","10-015","TANAINA","2856"
"AK","2020","2020-11-03","10","10-020","HOUSTON","1663"
"AK","2020","2020-11-03","10","10-025","MEADOW LAKES NO. 3","1542"
"AK","2020","2020-11-03","10","10-030","SUSITNA","1437"
"AK","2020","2020-11-03","10","10-035","TALKEETNA","1167"
"AK","2020","2020-11-03","10","10-040","TRAPPER CREEK","637"
"AK","2020","2020-11-03","10","10-045","WILLOW","2152"
"AK","2020","2020-11-03","10","10-050","MEADOW LAKES NO. 4","909"
"AK","2020","2020-11-03","10","10-055","LAKES NO. 2","1274"
"AK","2020","2020-11-03","11","11-055","WALBY","2387"
"AK","2020","2020-11-03","11","11-060","GREATER PALMER","1848"
"AK","2020","2020-11-03","11","11-065","MAT-SU CAMPUS","1118"
"AK","2020","2020-11-03","11","11-070","PALMER CITY NO. 1","2638"
"AK","2020","2020-11-03","11","11-075","PALMER CITY NO. 2","2329"
"AK","2020","2020-11-03","11","11-085","TRUNK","1804"
"AK","2020","2020-11-03","11","11-090","SEWARD MERIDIAN","1230"
"AK","2020","2020-11-03","11","11-095","SPRINGER LOOP","1986"
"AK","2020","2020-11-03","11","11-099","LAZY MOUNTAIN","1220"
"AK","2020","2020-11-03","12","12-200","FAIRVIEW NO. 1","1631"
"AK","2020","2020-11-03","12","12-205","FAIRVIEW NO. 2","1805"
"AK","2020","2020-11-03","12","12-210","SNOWSHOE","2777"
"AK","2020","2020-11-03","12","12-220","BUTTE","3822"
"AK","2020","2020-11-03","12","12-225","EKLUTNA","2114"
"AK","2020","2020-11-03","12","12-230","PETERS CREEK NO. 1","2788"
"AK","2020","2020-11-03","12","12-233","PETERS CREEK NO. 2","1693"
"AK","2020","2020-11-03","13","13-235","CHUGIAK","1426"
"AK","2020","2020-11-03","13","13-240","FIRE LAKE","2433"
"AK","2020","2020-11-03","13","13-245","JBER NO. 1","4798"
"AK","2020","2020-11-03","13","13-250","DWNTN E. RIVER NO. 1","3191"
"AK","2020","2020-11-03","13","13-255","CHUGACH PARK NO. 1","1754"
"AK","2020","2020-11-03","13","13-260","CENTENNIAL PARK","380"
"AK","2020","2020-11-03","14","14-940","DWNTN E. RIVER NO. 2","2354"
"AK","2020","2020-11-03","14","14-945","MEADOW CREEK NO. 1","1410"
"AK","2020","2020-11-03","14","14-950","MEADOW CREEK NO. 2","2044"
"AK","2020","2020-11-03","14","14-955","EAGLE RIVER NO. 1","1135"
"AK","2020","2020-11-03","14","14-960","EAGLE RIVER NO. 2","2912"
"AK","2020","2020-11-03","14","14-965","CHUGACH PARK NO. 2","4294"
"AK","2020","2020-11-03","14","14-970","HILAND","2676"
"AK","2020","2020-11-03","15","15-300","JBER NO. 2","3226"
"AK","2020","2020-11-03","15","15-305","CREEKSIDE PARK","2654"
"AK","2020","2020-11-03","15","15-310","MULDOON NO. 1","2128"
"AK","2020","2020-11-03","15","15-315","MULDOON NO. 2","1999"
"AK","2020","2020-11-03","15","15-320","NORTH MULDOON","2673"
"AK","2020","2020-11-03","16","16-325","RUSSIAN JACK","1545"
"AK","2020","2020-11-03","16","16-330","NUNAKA VALLEY","2705"
"AK","2020","2020-11-03","16","16-335","NORTHEAST ANCHORAGE","2702"
"AK","2020","2020-11-03","16","16-340","COLLEGE GATE","1493"
"AK","2020","2020-11-03","16","16-345","CHESTER VALLEY","1523"
"AK","2020","2020-11-03","16","16-350","REFLECTION LAKE","3120"
"AK","2020","2020-11-03","16","16-355","WONDER PARK","2045"
"AK","2020","2020-11-03","17","17-400","ROGERS PARK","1484"
"AK","2020","2020-11-03","17","17-405","UNIVERSITY NO. 1","1109"
"AK","2020","2020-11-03","17","17-410","UNIVERSITY NO. 2","1644"
"AK","2020","2020-11-03","17","17-415","FAR N. BICENTENNIAL","1812"
"AK","2020","2020-11-03","17","17-420","TUDOR NO. 1","3647"
"AK","2020","2020-11-03","17","17-425","TUDOR NO.2","2147"
"AK","2020","2020-11-03","17","17-430","EAST ANCHORAGE","1515"
"AK","2020","2020-11-03","18","18-435","WEST ANCHORAGE NO. 1","985"
"AK","2020","2020-11-03","18","18-440","WEST ANCHORAGE NO. 2","1116"
"AK","2020","2020-11-03","18","18-445","SPENARD","1354"
"AK","2020","2020-11-03","18","18-450","WILLOW CREST","1715"
"AK","2020","2020-11-03","18","18-455","WEST ANCHORAGE NO. 3","1996"
"AK","2020","2020-11-03","18","18-460","FIREWEED NO. 1","2010"
"AK","2020","2020-11-03","18","18-465","FIREWEED NO. 2","1392"
"AK","2020","2020-11-03","18","18-470","FIREWEED NO. 3","968"
"AK","2020","2020-11-03","18","18-475","MIDTOWN NO. 1","1217"
"AK","2020","2020-11-03","18","18-480","MIDTOWN NO. 2","1475"
"AK","2020","2020-11-03","19","19-500","NORTH MT. VIEW NO. 1","2077"
"AK","2020","2020-11-03","19","19-505","NORTH MT. VIEW NO. 2","2519"
"AK","2020","2020-11-03","19","19-510","SOUTH MT. VIEW NO. 1","2497"
"AK","2020","2020-11-03","19","19-515","SOUTH MT. VIEW NO. 2","1421"
"AK","2020","2020-11-03","19","19-520","AIRPORT HEIGHTS NO.1","1832"
"AK","2020","2020-11-03","19","19-525","AIRPORT HEIGHTS NO.2","2000"
"AK","2020","2020-11-03","20","20-530","GOVERNMENT HILL","1628"
"AK","2020","2020-11-03","20","20-535","MERRILL FIELD","3114"
"AK","2020","2020-11-03","20","20-540","DOWNTOWN ANCH NO. 1","919"
"AK","2020","2020-11-03","20","20-545","DOWNTOWN ANCH NO. 2","981"
"AK","2020","2020-11-03","20","20-550","DOWNTOWN ANCH NO. 3","1237"
"AK","2020","2020-11-03","20","20-555","DOWNTOWN ANCH NO. 4","2140"
"AK","2020","2020-11-03","20","20-560","INLET VIEW","1112"
"AK","2020","2020-11-03","20","20-565","WESTCHESTER","747"
"AK","2020","2020-11-03","20","20-570","FAIRVIEW","2271"
"AK","2020","2020-11-03","21","21-600","TURNAGAIN NO. 1","1924"
"AK","2020","2020-11-03","21","21-605","SAND LAKE NO. 1","1855"
"AK","2020","2020-11-03","21","21-610","SAND LAKE NO. 2","1917"
"AK","2020","2020-11-03","21","21-615","SAND LAKE NO. 3","1351"
"AK","2020","2020-11-03","21","21-620","LAKE SPENARD","1806"
"AK","2020","2020-11-03","21","21-625","LAKE HOOD","2057"
"AK","2020","2020-11-03","21","21-630","TURNAGAIN NO. 2","1459"
"AK","2020","2020-11-03","21","21-635","TURNAGAIN NO. 3","2280"
"AK","2020","2020-11-03","22","22-640","DIMOND NO. 1","2704"
"AK","2020","2020-11-03","22","22-645","KINCAID","3539"
"AK","2020","2020-11-03","22","22-650","JEWEL LAKE NO. 1","1746"
"AK","2020","2020-11-03","22","22-655","JEWEL LAKE NO. 2","1902"
"AK","2020","2020-11-03","22","22-660","CAMPBELL LAKE","2551"
"AK","2020","2020-11-03","22","22-665","SAND LAKE NO. 4","1902"
"AK","2020","2020-11-03","22","22-670","SAND LAKE NO. 5","776"
"AK","2020","2020-11-03","23","23-735","NORTHWOOD","1147"
"AK","2020","2020-11-03","23","23-740","ARCTIC","2011"
"AK","2020","2020-11-03","23","23-745","MIDTOWN NO. 3","1636"
"AK","2020","2020-11-03","23","23-750","TAKU","2324"
"AK","2020","2020-11-03","23","23-755","CAMPBELL CREEK NO. 1","1645"
"AK","2020","2020-11-03","23","23-760","CAMPBELL CREEK NO. 2","1672"
"AK","2020","2020-11-03","23","23-765","CAMPBELL CREEK NO. 3","2004"
"AK","2020","2020-11-03","23","23-770","DIMOND NO. 2","1932"
"AK","2020","2020-11-03","24","24-700","HUFFMAN NO. 1","2031"
"AK","2020","2020-11-03","24","24-705","HUFFMAN NO. 2","1807"
"AK","2020","2020-11-03","24","24-710","KLATT","2100"
"AK","2020","2020-11-03","24","24-715","SOUTHPORT","2037"
"AK","2020","2020-11-03","24","24-720","OCEAN VIEW NO.1","2085"
"AK","2020","2020-11-03","24","24-725","OCEAN VIEW NO.2","1959"
"AK","2020","2020-11-03","24","24-730","BAYSHORE","3112"
"AK","2020","2020-11-03","25","25-840","EAST DOWLING NO. 1","925"
"AK","2020","2020-11-03","25","25-845","ELMORE NO. 1","3216"
"AK","2020","2020-11-03","25","25-850","ABBOTT NO. 1","2236"
"AK","2020","2020-11-03","25","25-855","LORE NO. 1","2100"
"AK","2020","2020-11-03","25","25-860","LORE NO. 2","2418"
"AK","2020","2020-11-03","25","25-865","ABBOTT NO. 2","1659"
"AK","2020","2020-11-03","25","25-870","EAST DOWLING NO. 2","2669"
"AK","2020","2020-11-03","26","26-800","INDEPEND.PARK NO. 1","2669"
"AK","2020","2020-11-03","26","26-805","O'MALLEY NO. 1","1683"
"AK","2020","2020-11-03","26","26-810","HUFFMAN NO. 3","1897"
"AK","2020","2020-11-03","26","26-815","HUFFMAN NO. 4","2166"
"AK","2020","2020-11-03","26","26-820","O'MALLEY NO. 2","2213"
"AK","2020","2020-11-03","26","26-825","INDEPEND. PARK NO. 2","2444"
"AK","2020","2020-11-03","26","26-830","ELMORE NO. 2","1088"
"AK","2020","2020-11-03","26","26-835","O'MALLEY NO. 3","1476"
"AK","2020","2020-11-03","27","27-900","CHENEY LAKE","2457"
"AK","2020","2020-11-03","27","27-905","MULDOON NO. 3","1853"
"AK","2020","2020-11-03","27","27-910","MULDOON NO. 4","2690"
"AK","2020","2020-11-03","27","27-915","CHUGACH FTHILLS NO.1","1578"
"AK","2020","2020-11-03","27","27-920","CHUGACH FTHILLS NO.2","2167"
"AK","2020","2020-11-03","27","27-925","SCENIC PARK","1529"
"AK","2020","2020-11-03","27","27-930","BAXTER","2718"
"AK","2020","2020-11-03","27","27-935","STUCKAGAIN HEIGHTS","433"
"AK","2020","2020-11-03","28","28-105","RABBIT CREEK NO. 1","1681"
"AK","2020","2020-11-03","28","28-110","RABBIT CREEK NO. 2","2823"
"AK","2020","2020-11-03","28","28-115","HUFFMAN NO. 6","1828"
"AK","2020","2020-11-03","28","28-120","HUFFMAN NO. 7","1951"
"AK","2020","2020-11-03","28","28-125","BEAR VALLEY","1365"
"AK","2020","2020-11-03","28","28-130","INDIAN","326"
"AK","2020","2020-11-03","28","28-135","GIRDWOOD","2080"
"AK","2020","2020-11-03","28","28-140","GOLDEN VIEW","3038"
"AK","2020","2020-11-03","28","28-145","O'MALLEY NO. 4","1696"
"AK","2020","2020-11-03","29","29-100","BEAR CREEK","1946"
"AK","2020","2020-11-03","29","29-110","COOPER LANDING","384"
"AK","2020","2020-11-03","29","29-115","FUNNY RIVER NO. 1","1039"
"AK","2020","2020-11-03","29","29-120","HOPE","188"
"AK","2020","2020-11-03","29","29-130","MACKEY LAKE","1313"
"AK","2020","2020-11-03","29","29-140","MOOSE PASS","385"
"AK","2020","2020-11-03","29","29-150","NIKISKI","2178"
"AK","2020","2020-11-03","29","29-160","SALAMATOF","2483"
"AK","2020","2020-11-03","29","29-170","SEWARD/LOWELL POINT","1918"
"AK","2020","2020-11-03","29","29-180","STERLING NO. 1","2207"
"AK","2020","2020-11-03","29","29-190","STERLING NO. 2","2303"
"AK","2020","2020-11-03","30","30-200","CENTRAL","2389"
"AK","2020","2020-11-03","30","30-210","K BEACH","3244"
"AK","2020","2020-11-03","30","30-220","KENAI NO. 1","3009"
"AK","2020","2020-11-03","30","30-230","KENAI NO. 2","1748"
"AK","2020","2020-11-03","30","30-240","KENAI NO. 3","1474"
"AK","2020","2020-11-03","30","30-250","SOLDOTNA","4932"
"AK","2020","2020-11-03","31","31-300","ANCHOR POINT","2261"
"AK","2020","2020-11-03","31","31-310","DIAMOND RIDGE","1313"
"AK","2020","2020-11-03","31","31-320","FOX RIVER","907"
"AK","2020","2020-11-03","31","31-340","FUNNY RIVER NO. 2","2119"
"AK","2020","2020-11-03","31","31-350","HOMER NO. 1","2909"
"AK","2020","2020-11-03","31","31-360","HOMER NO. 2","2402"
"AK","2020","2020-11-03","31","31-370","KACHEMAK/FRITZ CREEK","2020"
"AK","2020","2020-11-03","31","31-380","KASILOF","2742"
"AK","2020","2020-11-03","31","31-390","NINILCHIK","1540"
"AK","2020","2020-11-03","32","32-800","CHINIAK","138"
"AK","2020","2020-11-03","32","32-805","CORDOVA","2102"
"AK","2020","2020-11-03","32","32-810","FLATS","1902"
"AK","2020","2020-11-03","32","32-815","KODIAK ISLAND SOUTH","166"
"AK","2020","2020-11-03","32","32-820","KODIAK NO. 1","2080"
"AK","2020","2020-11-03","32","32-825","KODIAK NO. 2","2000"
"AK","2020","2020-11-03","32","32-830","MISSION ROAD","3617"
"AK","2020","2020-11-03","32","32-835","OLD HARBOR","148"
"AK","2020","2020-11-03","32","32-840","OUZINKIE","146"
"AK","2020","2020-11-03","32","32-845","PORT LIONS","197"
"AK","2020","2020-11-03","32","32-847","SELDOVIA/KACHEMAK","511"
"AK","2020","2020-11-03","32","32-850","TATITLEK","130"
"AK","2020","2020-11-03","32","32-855","TYONEK","411"
"AK","2020","2020-11-03","32","32-860","YAKUTAT","488"
"AK","2020","2020-11-03","33","33-500","DOUGLAS","1824"
"AK","2020","2020-11-03","33","33-505","GUSTAVUS","565"
"AK","2020","2020-11-03","33","33-510","JUNEAU NO. 1","2573"
"AK","2020","2020-11-03","33","33-515","JUNEAU NO. 2","2498"
"AK","2020","2020-11-03","33","33-520","JUNEAU NO. 3","1145"
"AK","2020","2020-11-03","33","33-525","LEMON CREEK","2448"
"AK","2020","2020-11-03","33","33-530","NORTH DOUGLAS","1536"
"AK","2020","2020-11-03","33","33-540","SKAGWAY","1245"
"AK","2020","2020-11-03","33","33-545","HAINES NO. 1","2115"
"AK","2020","2020-11-03","33","33-550","HAINES NO. 2","309"
"AK","2020","2020-11-03","33","33-555","KLUKWAN","85"
"AK","2020","2020-11-03","34","34-400","AUKE BAY","2072"
"AK","2020","2020-11-03","34","34-410","JUNEAU AIRPORT","1797"
"AK","2020","2020-11-03","34","34-420","LYNN CANAL","1379"
"AK","2020","2020-11-03","34","34-430","MENDENHALL VALLEY 1","2605"
"AK","2020","2020-11-03","34","34-440","MENDENHALL VALLEY 2","2585"
"AK","2020","2020-11-03","34","34-450","MENDENHALL VALLEY 3","2314"
"AK","2020","2020-11-03","34","34-460","MENDENHALL VALLEY 4","3325"
"AK","2020","2020-11-03","35","35-700","ANGOON","323"
"AK","2020","2020-11-03","35","35-705","CRAIG","1171"
"AK","2020","2020-11-03","35","35-720","HOONAH","741"
"AK","2020","2020-11-03","35","35-730","KAKE","390"
"AK","2020","2020-11-03","35","35-735","KASAAN","60"
"AK","2020","2020-11-03","35","35-740","KLAWOCK","807"
"AK","2020","2020-11-03","35","35-745","N PRINCE OF WALES","619"
"AK","2020","2020-11-03","35","35-750","PELICAN/ELFIN COVE","152"
"AK","2020","2020-11-03","35","35-755","PETERSBURG/KUPREANOF","2968"
"AK","2020","2020-11-03","35","35-760","PORT ALEXANDER","65"
"AK","2020","2020-11-03","35","35-765","SITKA NO. 1","3747"
"AK","2020","2020-11-03","35","35-770","SITKA NO. 2","3883"
"AK","2020","2020-11-03","35","35-775","TENAKEE SPRINGS","137"
"AK","2020","2020-11-03","35","35-780","THORNE BAY","755"
"AK","2020","2020-11-03","36","36-600","KETCHIKAN NO. 1","2397"
"AK","2020","2020-11-03","36","36-610","KETCHIKAN NO. 2","2555"
"AK","2020","2020-11-03","36","36-620","KETCHIKAN NO. 3","1843"
"AK","2020","2020-11-03","36","36-640","NORTH TONGASS NO. 1","1075"
"AK","2020","2020-11-03","36","36-650","NORTH TONGASS NO. 2","1873"
"AK","2020","2020-11-03","36","36-660","SAXMAN","309"
"AK","2020","2020-11-03","36","36-670","SOUTH TONGASS","1983"
"AK","2020","2020-11-03","36","36-675","HYDABURG","295"
"AK","2020","2020-11-03","36","36-680","METLAKATLA","1098"
"AK","2020","2020-11-03","36","36-690","WRANGELL","1983"
"AK","2020","2020-11-03","37","37-300","ANVIK","58"
"AK","2020","2020-11-03","37","37-302","GRAYLING","129"
"AK","2020","2020-11-03","37","37-304","HOLY CROSS","133"
"AK","2020","2020-11-03","37","37-306","MCGRATH","247"
"AK","2020","2020-11-03","37","37-308","NIKOLAI","70"
"AK","2020","2020-11-03","37","37-310","SHAGELUK","55"
"AK","2020","2020-11-03","37","37-312","TAKOTNA","35"
"AK","2020","2020-11-03","37","37-700","AKUTAN","570"
"AK","2020","2020-11-03","37","37-702","ALEKNAGIK","167"
"AK","2020","2020-11-03","37","37-704","ALEUTIANS NO. 1","203"
"AK","2020","2020-11-03","37","37-706","ALEUTIANS NO. 2","2022"
"AK","2020","2020-11-03","37","37-708","CHIGNIK","251"
"AK","2020","2020-11-03","37","37-710","CLARKS POINT","42"
"AK","2020","2020-11-03","37","37-712","COLD BAY","78"
"AK","2020","2020-11-03","37","37-714","DILLINGHAM","1802"
"AK","2020","2020-11-03","37","37-716","EGEGIK","109"
"AK","2020","2020-11-03","37","37-718","EKWOK","73"
"AK","2020","2020-11-03","37","37-720","KING COVE","370"
"AK","2020","2020-11-03","37","37-722","KING SALMON","364"
"AK","2020","2020-11-03","37","37-724","KOLIGANEK","117"
"AK","2020","2020-11-03","37","37-726","LAKE ILIAMNA NO. 1","209"
"AK","2020","2020-11-03","37","37-728","LAKE ILIAMNA NO. 2","176"
"AK","2020","2020-11-03","37","37-730","LEVELOCK","52"
"AK","2020","2020-11-03","37","37-732","MANOKOTAK","341"
"AK","2020","2020-11-03","37","37-734","NAKNEK","411"
"AK","2020","2020-11-03","37","37-736","NEW STUYAHOK","317"
"AK","2020","2020-11-03","37","37-738","NONDALTON","301"
"AK","2020","2020-11-03","37","37-740","PEDRO BAY","37"
"AK","2020","2020-11-03","37","37-742","PORT HEIDEN","69"
"AK","2020","2020-11-03","37","37-744","SAND POINT","497"
"AK","2020","2020-11-03","37","37-746","SLEETMUTE","125"
"AK","2020","2020-11-03","37","37-748","SOUTH NAKNEK","55"
"AK","2020","2020-11-03","37","37-750","ST GEORGE ISLAND","49"
"AK","2020","2020-11-03","37","37-752","ST PAUL ISLAND","295"
"AK","2020","2020-11-03","37","37-754","TOGIAK","638"
"AK","2020","2020-11-03","38","38-800","AKIACHAK","438"
"AK","2020","2020-11-03","38","38-802","AKIAK","252"
"AK","2020","2020-11-03","38","38-804","ANIAK","369"
"AK","2020","2020-11-03","38","38-806","ATMAUTLUAK","191"
"AK","2020","2020-11-03","38","38-808","BETHEL NO. 1","2188"
"AK","2020","2020-11-03","38","38-810","BETHEL NO. 2","2018"
"AK","2020","2020-11-03","38","38-812","CHEFORNAK","328"
"AK","2020","2020-11-03","38","38-814","CHUATHBALUK","60"
"AK","2020","2020-11-03","38","38-816","CROOKED CREEK","68"
"AK","2020","2020-11-03","38","38-818","EEK","228"
